time,RGLTMED,RRF,RADDLONG,RTA,RGM
0.0027879999999999997,-0.016937516629695892,-0.010528727434575558,-0.006256201304495335,-0.009613186120986938,0.00411993358284235
0.0037879999999999997,-0.017853058874607086,-0.01876859925687313,-0.006561381742358208,-0.00869764480739832,0.013580527156591415
0.004788,-0.023346304893493652,-0.03952086716890335,-0.005340659990906715,0.023346301168203354,0.010528722777962685
0.005788,-0.01876859925687313,-0.05203326791524887,-0.007476923055946827,0.06027313321828842,0.0032043922692537308
0.006788,-0.009613186120986938,-0.0059510208666324615,-0.0013733142986893654,0.035858698189258575,0.004425114020705223
0.007788,-0.019684139639139175,-0.023346304893493652,-0.012054629623889923,-0.013580531813204288,0.006561377085745335
0.008788,-0.0157167948782444,-0.019989321008324623,0.004425114020705223,-0.05050736665725708,0.016632331535220146
0.009788,-0.015411614440381527,0.006866557523608208,-0.03006027638912201,-0.037079423666000366,0.007782098837196827
0.010787999999999999,-0.013885712251067162,-0.01174944918602705,0.008697640150785446,0.03555351868271828,0.014190888032317162
0.011788,-0.010528727434575558,-0.03738460689783096,0.010528722777962685,-0.021210042759776115,0.007782098837196827
0.012788,-0.02182040363550186,-0.034027621150016785,0.013275346718728542,-0.006256201304495335,0.024261843413114548
0.013787999999999998,-0.019378960132598877,-0.014496073126792908,0.056305788457393646,0.048676278442144394,0.010528722777962685
0.014787999999999999,-0.02029450237751007,-0.027924012392759323,-0.005340659990906715,0.010833903215825558,0.005645835772156715
0.015788,-0.018158238381147385,-0.0077821034938097,-0.062409400939941406,-0.01083390787243843,0.02578774467110634
0.016788,-0.026398111134767532,-0.023956667631864548,-0.045319296419620514,0.0007629487663507462,-0.0019836751744151115
0.017787999999999998,-0.016632337123155594,-0.021515224128961563,-0.027313651517033577,-0.029449913650751114,0.000152587890625
0.018788,-0.012359810061752796,-0.02548256888985634,0.004425114020705223,0.010528722777962685,0.014190888032317162
0.019788,-0.019989321008324623,-0.027313651517033577,0.010528722777962685,0.0321965329349041,-0.00869764480739832
0.020788,-0.01754787750542164,-0.0157167948782444,0.003814753144979477,0.04318302869796753,0.02090485766530037
0.021788,-0.022430764511227608,-0.019989321008324623,0.013885707594454288,-0.0059510208666324615,0.021515218541026115
0.022788,-0.019684139639139175,-0.012054629623889923,-0.0025940360501408577,0.00411993358284235,0.00411993358284235
0.023788,-0.022430764511227608,-0.038605328649282455,0.008697640150785446,-0.00381475780159235,0.011749444529414177
0.024787999999999998,-0.01724269613623619,-0.02822919189929962,-0.00381475780159235,0.0004577683284878731,0.006866557523608208
0.025788,-0.0157167948782444,-0.009002825245261192,-0.00869764480739832,-0.006561381742358208,0.0007629487663507462
0.026788,-0.013580531813204288,-0.03341726213693619,0.0028992118313908577,-0.0025940360501408577,0.007476918399333954
0.027788,-0.026398111134767532,-0.01266499049961567,0.01297016628086567,-0.013275351375341415,0.007476918399333954
0.028788,-0.0157167948782444,-0.028839554637670517,-0.007171742618083954,-0.00381475780159235,0.014496068470180035
0.029788,-0.020904861390590668,-0.026092929765582085,-0.00045777298510074615,0.0013733096420764923,0.008392459712922573
0.030788,-0.018158238381147385,-0.024261847138404846,0.017242692410945892,0.021210037171840668,-0.01266499049961567
0.031788000000000004,-0.013275351375341415,-0.045319296419620514,0.01785305328667164,0.01113908365368843,0.01113908365368843
0.032788,-0.018158238381147385,-0.026092929765582085,0.007171737961471081,0.005035474896430969,0.0157167911529541
0.033788,-0.012359810061752796,-0.019378960132598877,-0.0025940360501408577,0.02731364592909813,0.007476918399333954
0.034788,-0.021210042759776115,-0.027313651517033577,0.0010681292042136192,-0.08957046270370483,-0.007171742618083954
0.035788,-0.0157167948782444,-0.016327155753970146,0.010528722777962685,0.0160219706594944,0.012359805405139923
0.036788,-0.019378960132598877,-0.04623483866453171,0.014801248908042908,0.005340655334293842,0.016632331535220146
0.037788,-0.01754787750542164,-0.02822919189929962,-0.003509577363729477,-0.0007629534229636192,-0.023346304893493652
0.038788,-0.012359810061752796,0.0032043922692537308,-0.006256201304495335,0.004425114020705223,0.0080872792750597
0.039788,-0.021515224128961563,-0.04440375417470932,0.018768593668937683,-0.019378960132598877,-0.015106434002518654
0.040788,-0.018463417887687683,0.03646906092762947,-0.004119938239455223,-0.012359810061752796,0.045319292694330215
0.041788,-0.023346304893493652,-0.028839554637670517,-0.009918366558849812,-0.0007629534229636192,0.0315861739218235
0.042788,-0.025787748396396637,-0.0077821034938097,-0.01174944918602705,-0.02700847014784813,0.018463414162397385
0.043788,-0.03006027638912201,-0.03341726213693619,-0.0056458404287695885,-0.021210042759776115,0.007782098837196827
0.044788,-0.024261847138404846,-0.046540018171072006,-0.03677424415946007,-0.062409400939941406,0.1768520623445511
0.045788,-0.029449913650751114,-0.10299839824438095,0.07125963270664215,0.054779887199401855,-0.05966277793049812
0.046787999999999996,-0.012970170937478542,0.06240939721465111,-0.0801098644733429,-0.019989321008324623,0.042267486453056335
0.047788,-0.012054629623889923,0.04409857094287872,-0.061188679188489914,-0.01876859925687313,0.030975811183452606
0.048788,0.005035474896430969,-0.05996795743703842,0.02243075892329216,-0.040131229907274246,0.013580527156591415
0.049788,-0.04074159264564514,-0.016937516629695892,-0.006561381742358208,0.0157167911529541,-0.0022888556122779846
0.050788,-0.019378960132598877,-0.0236514862626791,0.02853436768054962,0.013275346718728542,0.01205462496727705
0.051788,0.02059967815876007,-0.02975509501993656,0.030975811183452606,-0.0022888556122779846,0.0239566620439291
0.052788,0.004730294458568096,0.0312809944152832,0.046845193952322006,0.012359805405139923,0.01785305328667164
0.053788,-0.040131229907274246,-0.02670329064130783,-0.024872208014130592,0.013275346718728542,0.0157167911529541
0.054788,-0.01083390787243843,-0.011139088310301304,-0.02029450237751007,-0.010223546996712685,-0.0028992164880037308
0.055788,0.0321965329349041,-0.008087283931672573,-0.015106434002518654,0.003509572707116604,-0.054474711418151855
0.056788,0.011749444529414177,-0.018463417887687683,0.007782098837196827,-0.009918366558849812,-0.013275351375341415
0.057788,-0.035553522408008575,-0.03433280065655708,-0.003509577363729477,0.003509572707116604,-0.013885712251067162
0.058788,-0.023041125386953354,0.055085066705942154,-0.0318913571536541,-0.004119938239455223,-0.019378960132598877
0.059788,-0.02059968188405037,-0.02853437326848507,-0.03341726213693619,-0.009308005683124065,0.023346301168203354
0.060788,-0.01266499049961567,-0.049591824412345886,0.0160219706594944,-0.021515224128961563,0.01937895640730858
0.061788,0.005645835772156715,-0.033722441643476486,-0.003509577363729477,-0.02212558314204216,-0.005035479553043842
0.062788,-0.004425118677318096,-0.0321965366601944,-0.0010681338608264923,-0.016632337123155594,-0.0013733142986893654
0.063788,-0.024872208014130592,-0.02059968188405037,-0.006866562180221081,-0.010223546996712685,0.021820399910211563
0.064788,-0.012970170937478542,-0.04074159264564514,0.012664985843002796,-0.005035479553043842,0.07095444947481155
0.065788,-0.056000612676143646,0.008392459712922573,-0.017853058874607086,0.0028992118313908577,-0.01754787750542164
0.066788,-0.005340659990906715,-0.02975509501993656,0.004425114020705223,0.010528722777962685,0.009308001026511192
