time,LGLTMED,LRF,LADDLONG,LST,LTA,LGM,RGLTMED,RRF,RADDLONG,RST,RTA,RGM
0.11,-0.00350958,-0.0062562,-0.0062562,0.0273136,-0.0199893,0.0666819,-0.02121,-0.0135805,-0.0398261,-0.000457773,-0.0114443,0.00808728
0.111,0.0202945,-0.0062562,-0.0111391,0.0196841,-0.0181582,-0.0184634,-0.027924,-0.0184634,-0.0392157,0.000457768,-0.012665,0.00289921
0.112,0.0502022,-0.0132754,-0.0175479,0.0538643,-0.0270085,-0.0602731,-0.0273137,-0.0184634,-0.0395209,-0.000762953,0.0169375,0.00350957
0.113,0.0343328,-0.0132754,-0.0184634,0.0733959,-0.02121,-0.0389105,-0.0248722,-0.019379,-0.0364691,0.00228885,0.0511177,0.00564584
0.114,0.0209049,-0.0148013,-0.0199893,0.0663767,-0.0132754,-0.0642405,-0.0239567,-0.0227359,-0.0337224,0.00228885,0.0239567,0.00167849
0.115,0.00106813,-0.0178531,-0.0187686,0.0318914,0.00869764,-0.0926223,-0.0233463,-0.019379,-0.0331121,0.000457768,0.0157168,0.00503547
0.116,-0.0187686,-0.0157168,-0.0233463,-0.0215152,0.0242618,-0.016022,-0.0221256,-0.0221256,-0.0392157,-0.00534066,0.0169375,0.00717174
0.117,-0.0144961,-0.0163272,-0.02121,-0.0370794,0.00808728,0.109712,-0.0230411,-0.0221256,-0.0468452,-0.00411994,0.0267033,0.00747692
0.118,0.0209049,-0.0120546,-0.0248722,-0.0526436,0.00747692,0.0840772,-0.0205997,-0.0190738,-0.0437934,-0.00228886,0.0407416,0.00595102
0.119,0.00228885,-0.0138857,-0.0276188,-0.0563058,-0.00228886,0.0529488,-0.0187686,-0.02121,-0.04654,-0.00381476,-0.0340276,0.00473029
0.12,-0.034638,-0.0132754,-0.0267033,-0.0144961,-0.0221256,0.0553902,-0.0157168,-0.0215152,-0.0459297,-0.0032044,-0.0535592,0.0102235
0.121,-0.0242618,-0.0120546,-0.0254826,0.0202945,-0.0392157,0.0144961,-0.0111391,-0.0202945,-0.0450141,-0.00137331,-0.0260929,0.0138857
0.122,-0.00839246,-0.00808728,-0.0202945,0.0294499,-0.0325017,0.0291447,-0.0111391,-0.019379,-0.0416571,0.00228885,-0.0318914,0.00717174
0.123,-0.000762953,-0.00930801,-0.0202945,0.0248722,-0.0318914,0.0407416,-0.00869764,-0.0205997,-0.0395209,0.00167849,-0.0914015,0.00869764
