time,RGLTMED,RRF,RADDLONG,RST,RTA,RGM,LGLTMED,LRF,LADDLONG,LST,LTA,LGM
0.0,0.002582302632527173,0.0008495831658945092,0.0007303011310137141,0.0003232271358898724,0.0013851361220489878,0.0006774947842788768,0.0022847189451877174,0.00030568756100274883,0.00011908206009359428,0.004868632262934659,0.0008556167034221751,0.0005126539624390055
0.001,0.00269475030740201,0.0007765906197595763,0.0007638802655144337,0.0003485689889625666,0.0018860422656011195,0.0007508011609166914,0.002517925856081907,0.00033266149093725704,7.692072328122325e-05,0.0055472795125482465,0.0007712127350678762,0.00044830694748283
0.002,0.002806779732588657,0.0007039958789436209,0.0007975170098564045,0.00037338709703782193,0.002389365078207584,0.0008239054607854634,0.0027522013204644433,0.00035984094708989473,3.472156871478878e-05,0.006226573650830832,0.0006873773058892646,0.00038162215525443526
0.003,0.0029182986221984075,0.0006318411950461048,0.0008311869422904889,0.00039765506073959864,0.00289481454249834,0.0008967621785071291,0.0029874114818568727,0.00038721081692258245,7.491483334031371e-06,0.006906078706535695,0.000604154119254076,0.00031253244391240474
0.004,0.003029214643655457,0.000560168232576012,0.0008648654380627102,0.00042134703245857535,0.003402096243477941,0.0009693260690146082,0.003223421367010215,0.0004147557549209374,4.969450322295311e-05,0.007585356834535816,0.0005215856010635652,0.00024096924268904828
0.005,0.0031394355598620633,0.000489018010939363,0.0008985277036638443,0.00044443777076629053,0.003910911653309779,0.001041552212398168,0.0034600950720230506,0.0004424602035958097,9.186358402876831e-05,0.008263968898629572,0.00043971281648439364,0.0001668625531672475
0.006,0.003248869372406397,0.00041843084787525695,0.0009321488115554714,0.0004669026948452236,0.0044209584222918265,0.0011133960780183628,0.003697295949626955,0.0004703084147328935,0.00013397487332197385,0.008941475055377388,0.00035857538880781513,9.014095416391627e-05
0.007,0.0033574244654606972,0.00034844630447863965,0.0009657037352926059,0.0004887179388304658,0.004931930675624314,0.0011848135876919045,0.0039348867971143175,0.0004982844708145979,0.00017600460452836848,0.009617435337317903,0.0002782114206414192,1.0731610454031018e-05
0.008,0.003465009750030674,0.0002791031319347131,0.0009991673849681886,0.0005098604059618383,0.0054435193155922225,0.001255761177767128,0.0041727300443919636,0.0005263723065460611,0.00021792912779352143,0.01029141023403921,0.00019865741762980276,7.14397144447334e-05
0.009,0.0035715348082270646,0.00021043922007774177,0.0010325146429072385,0.0005303078224495909,0.005955412328803068,0.0013261958599146302,0.004410687941648389,0.0005545557304265399,0.00025972494027935207,0.01096296126971142,0.00011994821489144601,0.0001564486412210647
0.01,0.0036769100372390337,0.0001424915478760413,0.0010657203995401087,0.0005500387909614686,0.0064672950981331054,0.0013960752804646974,0.004648622746125533,0.0005828184463180764,0.00030136871583433646,0.011631651575814939,4.211690634890619e-05,0.0002443721532637444
