time,LGLTMED,LRF,LADDLONG,LST,LTA,LGM,RGLTMED,RRF,RADDLONG,RST,RTA,RGM
0,-0.00296948,-0.0076221,-0.00298015,0.00124306,0.00243612,0.00108144,-0.00155459,-0.00647764,0.000118413,0.00329681,-0.000363502,0.000645317
0.001,0.00335493,-0.00657206,-0.00468509,0.00104491,0.00148845,-0.00121661,-0.00798995,-0.0160546,-0.000142362,-0.00181129,0.0215012,0.00315505
0.002,-0.00171901,-0.00650846,-0.00978639,-0.00228951,-0.00255137,0.00129425,-0.010358,-0.0225725,-0.00226918,-0.00391955,0.0111428,-0.0179877
0.003,-0.000497818,-0.000729652,-0.0122148,-0.000822475,-0.00206578,0.00190463,-0.00410991,-0.00407543,-0.00383091,0.00185493,-0.00335962,-0.0127199
0.004,-0.00214374,0.00770251,-0.0126105,0.00178719,-0.0013387,-0.00090716,-0.00910711,0.00433065,-0.00575221,0.00605203,-0.00400256,0.0330142
0.005,-0.0127663,0.000162162,-0.0128282,-0.000865721,-0.00495821,-0.00713704,-0.0137734,0.00813245,-0.00498844,0.00409378,0.0003607,0.0215738
0.006,-0.0201614,-0.00444046,-0.0119696,-0.00419985,-0.00499853,-0.00884515,-0.00652799,0.0122052,-0.00307015,0.000860924,-0.00888779,0.0106474
0.007,-0.0212739,-1.31E-05,-0.0158437,-0.00790558,-0.0017718,-0.00510793,-0.00355622,0.00158383,-0.0042721,1.17E-05,-0.0109956,0.0228177
0.008,-0.0127347,0.0161794,-0.0152983,-0.00587273,-0.00260733,-0.00110201,-0.00425461,0.00249846,-0.00859423,-0.00242599,-0.00779012,-0.00814935
0.009,-0.0128331,0.0233713,-0.00697255,-0.00205908,0.000731308,0.00166067,0.000222793,0.00486019,-0.00413174,-0.000963571,-0.00689252,0.00318152
0.01,-0.0136045,0.0126921,-0.00611477,0.00110607,-0.0051863,0.00868797,-0.00141842,0.00529216,-0.00278087,0.00286887,-0.00676414,-0.00668455
0.011,0.00238264,0.0127996,-0.00355401,0.00119468,-0.00388179,0.00778589,-0.00216093,0.00346711,-0.00270223,0.00265843,-0.00342113,0.0128952
0.012,0.00434594,-0.0117436,-0.00384922,0.000661689,-0.00847752,0.00323714,-0.00109032,0.00393834,0.000386783,-0.00190488,0.00986965,0.0139894
0.013,0.0133843,-0.00909657,-0.00301195,0.00409773,-0.00706824,0.00511947,-0.000953547,0.00759464,0.00283495,-0.00563821,0.0181734,0.00359512
0.014,0.0133618,-0.00737391,-0.0010192,0.00174905,-0.00330949,0.001535,8.08E-05,6.34E-05,0.00251687,-0.00946131,0.00441527,-0.00427571
0.015,0.0128565,-0.00660953,0.0061205,0.00552835,-0.000548546,0.00194647,-0.00164861,-0.00373284,0.000968435,-0.0078824,-0.00240272,-0.013619
0.016,0.0122,-0.00225559,0.00256176,0.00750969,0.000615893,0.00788034,-0.00186809,0.000751866,-0.00149616,-0.00486634,0.00260888,-0.00584517
0.017,0.013243,-0.0230253,-0.000381086,0.00495261,-0.00255037,0.00743309,0.0015604,0.00219424,0.00184557,0.00111881,-0.00129667,-0.00172921
0.018,0.0159981,-0.0286555,-0.00299169,0.00274311,0.00217265,0.00426239,-0.00143191,-0.00248896,0.00459308,0.0024517,-0.00282224,-0.00037479
0.019,0.00948451,-0.0396039,-0.00433289,-0.000644084,-0.000766311,-0.000113476,0.00105934,-0.0185167,0.00400701,0.00707531,-0.0166101,-0.00363049
0.02,0.0132324,-0.0442685,-0.00194045,-0.00337852,0.00390456,-0.00326267,0.00354312,-0.0169245,0.00589124,0.00614607,-0.0118275,-0.0051039
0.021,0.0150265,-0.034385,0.00665118,-0.00179856,0.000938441,-0.00366911,-0.00374454,-0.0126874,0.00170387,0.00577148,-0.00402359,-0.00877691
0.022,0.00783291,-0.00685745,0.0159725,0.00501156,0.00163829,-0.00256227,-0.00279643,-0.0186359,0.000601366,-0.00625457,-0.00111282,-0.0106938
0.023,0.00505858,0.0112117,0.0223814,0.00698103,0.00143672,-0.00818897,0.0018119,-0.0115809,-0.000468333,-0.0210814,0.012797,-0.0108617
0.024,0.00881387,0.0156141,0.0164297,0.00288761,0.00431052,-0.0135344,0.001233,-0.00189588,-0.00425245,-0.00910273,0.00965133,-0.00439993
0.025,0.00869274,0.0170922,0.0121588,0.00340861,0.00630044,-0.000898528,-0.00147852,0.00554443,-0.00037492,-0.00387843,0.0193756,-0.00534448
0.026,0.00588197,0.022414,0.00986847,0.00243424,0.00893827,0.0104955,-0.00082676,0.0156322,0.00170448,0.00498271,0.0233647,-0.00972184
0.027,-0.00148722,0.0252149,0.0113772,0.00361873,0.00673338,0.0032563,0.0019703,0.0195235,0.00503863,0.00620595,0.00208928,-0.00714625
0.028,-0.0207786,0.0337674,0.00812144,0.00176452,0.00395712,-0.00308244,-0.000408841,0.00623121,0.00382924,0.00499509,-0.0188205,-0.00981124
0.029,-0.0309712,0.0407654,0.00190882,-0.00252882,-5.28E-06,-0.00241656,0.000583501,-0.00838222,0.0060092,0.00349962,-0.0222803,-0.00396571
0.03,-0.0275146,0.0416318,0.00675015,0.000798276,-0.000582471,-0.00634196,0.0055599,-0.0182229,0.00333448,0.00264574,-0.0235488,0.00827554
0.031,-0.0177472,0.0287181,-0.00515597,-0.00352446,-0.00480048,-0.0023436,0.0013989,-0.0208559,0.000681458,0.00518869,0.0112592,0.0171688
0.032,-0.0120464,0.015719,-0.011257,-0.00787791,-0.00167901,-0.00445501,0.000918015,-0.0138383,-0.00287349,0.00197975,0.0369927,0.0209015
