time,FP1_FX,FP1_FY,FP1_FZ,FP1_MX,FP1_MY,FP1_MZ,LIXO,FP2_FX34,FP2_FY14,FP2_FY23,FP2_FZ1,FP2_FZ2,FP2_FZ3,FP2_FZ4,FP3_FX12,FP3_FX34,FP3_FY14,FP3_FY23,FP3_FZ1,FP3_FZ2,FP3_FZ3,FP3_FZ4,LGLTMED,LRF,LADDLONG,LBF,LTA,LGM,RGLTMED,RRF,RADDLONG,RBF,RTA,RGM,FP2_FX12
0.000752,-0.4997328855097294,-0.4692148417234421,-0.17929344903677702,-0.24032953660935163,-0.2555885585024953,0.21744112018495798,0.012359805405139923,0.13694023397050614,-3.157714883684548,0.8433652239077105,-1.3907957686282657,0.1192117241834012,2.503434081254454,-0.1192105115237041,0.47716890947498314,0.06223969824546316,-3.873268287698693,-0.9320696992342903,-0.8218497538945257,-0.6653068298851395,-0.2739495198616737,-0.6653068298851395,-0.004119938239455223,-0.003509577363729477,-0.009918366558849812,0.00411993358284235,-0.02670329064130783,-0.019989321008324623,-0.0157167948782444,-0.03311207890510559,-0.01724269613623619,0.0157167911529541,-0.05661097168922424,0.013580527156591415,-1.4672132958173023
0.001752,-0.5149919539690018,-0.39291977882385254,-0.13351638335734606,-0.33188366796821356,-0.3166246460750699,0.21744112018495798,0.013885707594454288,0.2934430173644387,-3.236167434813808,1.4709856329417903,-2.0265883971805465,-0.2781586686617743,2.265011845547349,0.4371080384595416,0.35269014610612714,-0.062239065123392834,-3.7904178725101474,-1.1391963692964424,-0.35222098186636686,-0.5870353678804463,-0.43049244387106,-0.03913513384759426,0.032806895673274994,-0.0016784947365522385,0.009613181464374065,0.0019836705178022385,-0.01876859925687313,-0.01480125356465578,-0.006866562180221081,-0.013580531813204288,-0.029144734144210815,0.0032043922692537308,-0.01174944918602705,-0.009308005683124065,-1.5063389916657854
0.002752,-0.4615853540599346,-0.4310673102736473,-0.1716639380902052,-0.27084758039563894,-0.2555885585024953,0.17929356545209885,0.01205462496727705,0.6064485841523037,-3.2753938300857044,1.0002703261662305,-1.3907957686282657,0.1192117241834012,2.265011845547349,-0.1986845900927392,0.06223969824546316,-0.3941824341070088,-3.997544416154142,-1.0149203672591511,-0.5870353678804463,-0.978392677903912,-0.2739495198616737,-0.11740659585228741,0.05264362320303917,-0.015106434002518654,-0.01083390787243843,-0.004119938239455223,0.0059510162100195885,0.005340655334293842,-0.023956667631864548,-0.02700847014784813,-0.027924012392759323,-0.005340659990906715,0.005645835772156715,0.02700846642255783,-2.0149731570963922
0.003752,-0.4692148417234421,-0.42343782261013985,-0.1716639380902052,-0.30136562418192625,-0.3089951351284981,0.20981160923838615,0.013580527156591415,0.13694023397050614,-3.236167434813808,0.9218177750369705,-2.582906947163792,0.0397376456143661,2.265011845547349,0.0397376456143661,0.26970430386022315,-0.3111965918611048,-3.7904178725101474,-0.807793697196999,-0.2739495198616737,-0.6653068298851395,-0.9001212158992189,-0.2739495198616737,0.02578774467110634,0.014496068470180035,0.0007629487663507462,0.009918361902236938,-0.033722441643476486,-0.0056458404287695885,-0.012359810061752796,-0.03616388514637947,-0.01480125356465578,-0.0007629534229636192,-0.009613186120986938,0.007171737961471081,-1.4280875999688192
0.004752,-0.5226214416325092,-0.40054926648736,-0.13351638335734606,-0.27847709134221077,-0.3089951351284981,0.2555886749178171,0.011444264091551304,-0.09781394112039266,-2.6477734210516246,1.3140805306832704,-1.9471143186115114,0.2781598813214714,2.265011845547349,-0.83447721864502,0.06223969824546316,-0.4356753552299608,-3.7904178725101474,-0.9734950332467207,-0.2739495198616737,-0.7435782918898326,-0.35222098186636686,-0.2739495198616737,0.01754787191748619,-0.006256201304495335,-0.022430764511227608,-0.01083390787243843,-0.003509577363729477,-0.009613186120986938,-0.01754787750542164,-0.02212558314204216,-0.0007629534229636192,-0.003204396925866604,0.02212557941675186,0.021820399910211563,-1.388961904120336
0.005752,-0.5302509292960167,-0.39291977882385254,-0.1487754052504897,-0.3776607336476445,-0.32425415702164173,0.23270014207810163,0.014190888032317162,0.09781453812202301,-2.4516419235212084,0.8825914994723405,-0.9139512972140551,0.1192117241834012,2.185537766978314,-0.1986845900927392,0.10373261936841516,-0.10373198624634483,-3.914693748129281,-0.9320696992342903,-1.0566641399086052,-0.5870353678804463,0.03913632815709889,-0.2739495198616737,0.0013733096420764923,-0.018463417887687683,0.0004577683284878731,0.0007629487663507462,-0.021515224128961563,-0.00015259254723787308,-0.016327155753970146,-0.00015259254723787308,0.014496068470180035,-0.0007629534229636192,0.013580527156591415,0.014496068470180035,-1.3107105124233698
0.006752,-0.4921033978462219,-0.40054926648736,-0.14114589430391788,-0.36240171175450087,-0.3700312227010727,0.18692307639867067,0.01297016628086567,0.13694023397050614,-2.2947368212626884,0.5687812949553006,-1.4702698471973008,-0.3576327472308094,2.344485924116384,-0.5960549829379147,0.14522554049136716,-0.4356753552299608,-4.1632457522038635,-1.0149203672591511,-0.5870353678804463,-1.2132070639179915,0.27395071417117833,-0.6653068298851395,-0.004425118677318096,-0.022735945880413055,-0.0022888556122779846,-0.009308005683124065,-0.01266499049961567,-0.01266499049961567,-0.02059968188405037,-0.0318913571536541,0.02731364592909813,-0.013580531813204288,0.0019836705178022385,0.013580527156591415,-1.2324591207264035
0.007752,-0.4997328855097294,-0.41580828838050365,-0.18692295998334885,-0.33188366796821356,-0.2861066022887826,0.15640503261238337,0.0157167911529541,-0.21519102866584205,-2.7654521280382482,0.7649126727784505,-0.9934253757830902,0.5960561955976118,2.503434081254454,-0.3576327472308094,0.47716890947498314,-0.14522490736929683,-4.204670959798136,-0.8906443652218599,-0.35222098186636686,-0.9001212158992189,0.03913632815709889,-0.03913513384759426,-0.0077821034938097,-0.008087283931672573,-0.01480125356465578,0.012359805405139923,-0.026398111134767532,0.02090485766530037,-0.010223546996712685,-0.015106434002518654,0.02212557941675186,-0.008392464369535446,0.0080872792750597,0.013580527156591415,-0.9194535539385384
0.008752,-0.5302509292960167,-0.4692148417234421,-0.18692295998334885,-0.2861066022887826,-0.3089951351284981,0.23270014207810163,0.012664985843002796,0.2934430173644387,-2.6085470257797283,1.0394966017308604,-1.549743925766336,-0.039736432954669,2.423960002685419,0.2781598813214714,0.31119722498317515,-0.14522490736929683,-3.7904178725101474,-1.097771035284012,-0.35222098186636686,-0.35222098186636686,-0.43049244387106,-0.5870353678804463,0.01907377503812313,0.02243075892329216,0.019684135913848877,0.017242692410945892,-0.03311207890510559,-0.03280689939856529,-0.0157167948782444,-0.020904861390590668,-0.02029450237751007,0.017242692410945892,-0.0010681338608264923,0.01754787191748619,-1.388961904120336
0.009752,-0.4997328855097294,-0.43869679793715477,-0.18692295998334885,-0.30136562418192625,-0.32425415702164173,0.09536894503980875,0.0160219706594944,0.37169440906140494,-2.843904679167508,1.3533068062479003,-1.3907957686282657,-0.1986845900927392,1.8676414527021734,0.2781598813214714,0.43567598835203114,-0.062239065123392834,-3.7489924120795592,-0.9734950332467207,-0.5087639058757532,-0.8218497538945257,-0.2739495198616737,0.03913632815709889,0.01937895640730858,-0.037079423666000366,-0.00381475780159235,0.0013733096420764923,-0.0013733142986893654,0.000152587890625,-0.018158238381147385,-0.017853058874607086,-0.03646906465291977,-0.0028992164880037308,0.0080872792750597,0.0080872792750597,-1.701967470908201
0.010752,-0.5455099977552891,-0.41580828838050365,-0.20981149282306433,-0.2861066022887826,-0.2937361132353544,0.20981160923838615,0.011749444529414177,0.25431732151595554,-3.236167434813808,0.9610440506016005,-2.1060624757495816,0.1192117241834012,2.265011845547349,-0.1192105115237041,-0.020746144000440836,-0.7676187242135768,-4.1632457522038635,-1.1806217033088728,-0.35222098186636686,-0.9001212158992189,0.3522221761758715,-0.2739495198616737,-0.009308005683124065,0.004730294458568096,-0.008087283931672573,-0.004730299115180969,-0.01754787750542164,0.011444264091551304,-0.019684139639139175,-0.03952086716890335,0.0028992118313908577,-0.027618832886219025,0.005645835772156715,-0.006561381742358208,-1.662841775059718
