Raw.Pin 1,Raw.Pin 2,Raw.Pin 3,Raw.Pin 4,Raw.Pin 5,Raw.Pin 6,Raw.Pin 7,Raw.Pin 8,Raw.Pin 9,Raw.Pin 10,Raw.Pin 11,Raw.Pin 12,Raw.Pin 13,Raw.Pin 14,Raw.Pin 15,Raw.Pin 16,Raw.Pin 41,Raw.Pin 42,Raw.Pin 43,Raw.Pin 44,Raw.Pin 45,Raw.Pin 46,Raw.Pin 47,Raw.Pin 48,Raw.Pin 49,Raw.Pin 50,Raw.Pin 51,Raw.Pin 52,Raw.Pin 53,Raw.Pin 54,Raw.Pin 55,Raw.Pin 56,Raw.Pin 57,Raw.Pin 58,Raw.Pin 59,Raw.Pin 60,Raw.Pin 61,Raw.Pin 62,Raw.Pin 63,Raw.Pin 64,Voltage.EMG01_r_gastro,Voltage.EMG02_r_soleus,Voltage.EMG03_r_rect_fem,Voltage.EMG04_r_tfl,Voltage.EMG05_r_semimemb,Voltage.EMG06_l_gastro,Voltage.EMG07_l_soleus,Voltage.EMG08_l_rect_fem,Voltage.EMG09_l_tfl,Voltage.EMG10_l_semimemb,Voltage.not_used
-0.0042724609375,-0.00274658203125,0.0048828125,-0.01129150390625,-0.0054931640625,-0.00640869140625,-0.0018310546875,-0.001220703125,0.003662109375,-0.00213623046875,-0.01312255859375,0.00152587890625,-0.00701904296875,-0.00457763671875,-0.003662109375,-0.0115966796875,-0.00274658203125,-0.00030517578125,0.0,-0.00396728515625,-0.0067138671875,-0.00885009765625,-0.00244140625,0.006103515625,0.0018310546875,-0.006103515625,-0.00885009765625,-0.01007080078125,-0.0067138671875,-0.003662109375,-0.0018310546875,-0.00885009765625,-0.003662109375,-0.0030517578125,0.00244140625,-0.00274658203125,-0.0054931640625,-0.00640869140625,-0.00030517578125,-0.001220703125,-0.008198852650821209,-0.18076202273368835,0.023843994364142418,0.04955963045358658,0.03963012620806694,0.032615967094898224,0.037857361137866974,0.03483673185110092,0.03458557277917862,0.03624725341796875,0.05693298205733299
-0.00579833984375,-0.0018310546875,-0.008544921875,-0.0103759765625,-0.00457763671875,-0.00518798828125,-0.00091552734375,-0.00335693359375,-0.0238037109375,-0.0189208984375,-0.03021240234375,-0.013427734375,-0.018310546875,-0.020751953125,-0.023193359375,-0.01800537109375,-0.00335693359375,-0.00396728515625,-0.0189208984375,-0.00518798828125,-0.00885009765625,0.00579833984375,-0.00396728515625,-0.00762939453125,-0.01922607421875,-0.006103515625,-0.00823974609375,-0.01007080078125,-0.00762939453125,-0.00335693359375,-0.009765625,-0.00823974609375,-0.0018310546875,-0.0030517578125,-0.01068115234375,-0.00244140625,-0.01739501953125,-0.0042724609375,-0.00091552734375,0.01708984375,0.0003460693405941129,-0.13025543093681335,0.05924438312649727,0.03750518709421158,0.03901977464556694,0.026359863579273224,0.027481384575366974,0.03392120450735092,0.01886901818215847,0.03624725341796875,0.029161987826228142
0.0,-0.00244140625,-0.00213623046875,-0.0067138671875,-0.0042724609375,-0.00457763671875,-0.00152587890625,-0.00335693359375,-0.02227783203125,-0.0250244140625,-0.0341796875,-0.01495361328125,-0.0164794921875,-0.02349853515625,-0.02716064453125,-0.0115966796875,-0.00762939453125,-0.00091552734375,-0.0042724609375,-0.00885009765625,-0.00518798828125,-0.00152587890625,-0.00274658203125,-0.006103515625,0.00091552734375,-0.0048828125,-0.0030517578125,0.0030517578125,-0.00274658203125,-0.00213623046875,0.0048828125,-0.00152587890625,0.00030517578125,-0.013427734375,-0.00335693359375,-0.0030517578125,-0.020751953125,-0.00030517578125,-0.006103515625,-0.001220703125,0.012095336802303791,-0.07791778445243835,0.07969116419553757,0.01629547029733658,0.03947753831744194,0.043449707329273224,0.024734802544116974,0.03697296231985092,0.05045471340417862,0.03227996826171875,0.023821411654353142
-0.0018310546875,-0.00762939453125,-0.00152587890625,-0.009765625,-0.01495361328125,-0.00396728515625,-0.00244140625,0.0,-0.01861572265625,-0.01739501953125,-0.03173828125,-0.01251220703125,-0.0115966796875,-0.0177001953125,-0.01068115234375,-0.0140380859375,-0.006103515625,-0.0067138671875,-0.00152587890625,-0.00396728515625,-0.0042724609375,-0.01800537109375,-0.0042724609375,-0.0091552734375,-0.0018310546875,-0.00640869140625,0.003662109375,-0.0018310546875,-0.0054931640625,-0.00640869140625,-0.00579833984375,-0.00396728515625,0.00244140625,-0.0006103515625,-0.0054931640625,-0.00823974609375,-0.00701904296875,-0.001220703125,-0.00274658203125,-0.0048828125,0.025980835780501366,-0.047095030546188354,0.05405639484524727,0.006987609900534153,0.015368652530014515,0.031700439751148224,0.021072693169116974,0.011033019982278347,0.03611145168542862,0.03960418701171875,0.027483521029353142
-0.00396728515625,-0.0018310546875,-0.0030517578125,-0.0091552734375,-0.0054931640625,-0.008544921875,-0.0006103515625,-0.00274658203125,0.008544921875,-0.003662109375,-0.020751953125,-0.00457763671875,-0.00244140625,-0.00396728515625,-0.00091552734375,-0.00274658203125,-0.00213623046875,-0.003662109375,-0.0103759765625,-0.0042724609375,-0.00946044921875,-0.0054931640625,-0.00579833984375,-0.00335693359375,0.001220703125,-0.00091552734375,0.003662109375,-0.00579833984375,-0.009765625,0.00274658203125,-0.0018310546875,-0.0018310546875,-0.00579833984375,-0.00396728515625,-0.00274658203125,-0.00152587890625,-0.006103515625,-0.00762939453125,-0.0067138671875,-0.00579833984375,0.025980835780501366,-0.028174133971333504,0.026590576395392418,-0.002167663536965847,0.03169555589556694,-0.011787109076976776,0.023819275200366974,0.03559967130422592,0.02878723107278347,0.02114105224609375,0.023516235873103142
0.0079345703125,-0.0030517578125,-0.00213623046875,-0.0018310546875,-0.0054931640625,-0.003662109375,-0.00640869140625,-0.0006103515625,-0.00152587890625,-0.0048828125,-0.02105712890625,-0.00396728515625,-0.00213623046875,-0.0042724609375,-0.0030517578125,-0.00213623046875,-0.03204345703125,-0.00701904296875,-0.01007080078125,0.00335693359375,-0.006103515625,-0.0042724609375,-0.01556396484375,-0.00335693359375,0.0030517578125,-0.003662109375,-0.00244140625,-0.0048828125,-0.0079345703125,-0.00457763671875,-0.006103515625,-0.00152587890625,-0.00244140625,-0.008544921875,-0.0030517578125,-0.0018310546875,-0.00732421875,-0.0030517578125,-0.0030517578125,-0.00244140625,0.030100708827376366,-0.035803526639938354,0.022165527567267418,0.007292785681784153,0.03078002855181694,0.028038330376148224,0.036484070122241974,0.04429718106985092,0.03855285793542862,0.03380584716796875,0.06959778070449829
-0.00030517578125,-0.0018310546875,0.00152587890625,-0.01312255859375,-0.0042724609375,-0.00579833984375,-0.00244140625,0.0,-0.00457763671875,-0.00457763671875,-0.0213623046875,-0.00244140625,-0.00518798828125,-0.00335693359375,-0.00152587890625,-0.00396728515625,-0.0103759765625,0.00152587890625,-0.00701904296875,-0.006103515625,-0.0006103515625,-0.00946044921875,-0.006103515625,-0.0030517578125,-0.003662109375,-0.00457763671875,-0.0042724609375,-0.0067138671875,-0.01190185546875,-0.006103515625,-0.00579833984375,-0.0115966796875,0.0,-0.008544921875,-0.00579833984375,-0.0018310546875,-0.00762939453125,-0.00335693359375,-0.00396728515625,-0.0067138671875,0.033457640558481216,-0.039313048124313354,0.023843994364142418,0.01644805818796158,0.04024047777056694,0.031090088188648224,0.023971863090991974,0.03071685880422592,0.03214416652917862,0.01473236083984375,0.03251891955733299
-0.0018310546875,-0.00213623046875,-0.00244140625,-0.010986328125,-0.0079345703125,-0.0006103515625,-0.00244140625,-0.0018310546875,-0.001220703125,-0.00091552734375,-0.02105712890625,0.00152587890625,-0.00274658203125,-0.003662109375,0.0018310546875,-0.001220703125,-0.00030517578125,0.00091552734375,-0.008544921875,-0.0048828125,-0.0091552734375,0.00885009765625,-0.00579833984375,-0.003662109375,-0.00152587890625,-0.006103515625,-0.00885009765625,-0.0067138671875,-0.00518798828125,-0.00030517578125,-0.00335693359375,-0.0079345703125,-0.00244140625,-0.00701904296875,0.00274658203125,-0.003662109375,-0.00274658203125,0.0048828125,-0.0006103515625,-0.00274658203125,0.045664671808481216,-0.036261290311813354,0.04139159992337227,0.012175598181784153,0.010485840030014515,0.032005615532398224,0.030075378715991974,0.010880432091653347,0.03214416652917862,0.02800750732421875,0.026720581576228142
-0.001220703125,0.0042724609375,-0.00091552734375,-0.0091552734375,-0.013427734375,-0.0018310546875,-0.001220703125,-0.00091552734375,-0.0054931640625,-0.00274658203125,-0.02166748046875,0.00091552734375,-0.00396728515625,-0.0042724609375,-0.0146484375,-0.0030517578125,-0.00152587890625,-0.00579833984375,-0.0091552734375,-0.00030517578125,-0.01007080078125,-0.003662109375,-0.00518798828125,-0.0067138671875,-0.0006103515625,-0.0030517578125,-0.00732421875,-0.0048828125,-0.00701904296875,0.00457763671875,0.003662109375,-0.00213623046875,-0.0201416015625,-0.00823974609375,-0.0042724609375,-0.00274658203125,-0.00640869140625,-0.00885009765625,-0.003662109375,-0.00457763671875,0.047495726495981216,0.010583191178739071,0.03193115070462227,0.01843170076608658,0.04130859300494194,0.030021972954273224,0.021072693169116974,0.03193756192922592,0.03809509426355362,0.02541351318359375,0.028246460482478142
-0.00152587890625,0.00152587890625,0.0006103515625,-0.010986328125,-0.00274658203125,-0.0030517578125,-0.0030517578125,0.00091552734375,-0.00457763671875,-0.00244140625,-0.009765625,-0.0030517578125,-0.00396728515625,-0.00213623046875,-0.00274658203125,-0.0006103515625,-0.00518798828125,-0.0103759765625,-0.0054931640625,-0.00335693359375,-0.00732421875,-0.00732421875,-0.00091552734375,-0.0054931640625,-0.00335693359375,0.0,-0.00457763671875,-0.00335693359375,-0.00518798828125,-0.00946044921875,-0.001220703125,-0.01068115234375,-0.00335693359375,-0.00244140625,-0.00274658203125,-0.00091552734375,-0.00579833984375,-0.00030517578125,0.0018310546875,0.001220703125,0.007365112192928791,0.044457703828811646,0.03498290851712227,0.02423004060983658,0.03551025316119194,0.013695068657398224,0.044418640434741974,0.03651519864797592,0.03519592434167862,0.02175140380859375,0.030382690951228142
