time,RGLTMED,RRF,RADDLONG,RST,RTA,RGM,LGLTMED,LRF,LADDLONG,LST,LTA,LGM
0.0,0.006742941028884521,0.005105030871940917,0.007586463115813242,0.022377701339301472,0.0150734259892933,0.03195539605683459,0.018232561007356377,0.01705262677181248,0.017106481059333156,0.008639783006138385,0.009487934989638087,0.002353423382775265
0.001,0.007451569993467818,0.0030368775286511275,0.008415053556833203,0.02071443752200215,0.019050552933442724,0.02699501043268238,0.019552530427178035,0.020363985029484732,0.014896657349848906,0.009333273855595507,0.008442958020408077,0.004337019181833733
0.002,0.008161329064037222,0.000978205928886999,0.00924499502041236,0.01902431058834839,0.023057680059210633,0.022019005547186294,0.020875680391485355,0.023674010694436816,0.012696771408062605,0.010028226461003209,0.007385520979617023,0.006324972020280173
0.003,0.008871776583607134,0.0010696915005768976,0.010075759273123359,0.01730702495076003,0.027093419972608956,0.01703003100008758,0.02220118974460141,0.026980478016354333,0.01050812480843709,0.010724184950134736,0.006315814441147805,0.008316372741662274
0.004,0.0095824690137361,0.0031055340078599155,0.010906814844044469,0.015562274303131597,0.03115637926539559,0.012030753542198293,0.02352823404479097,0.0302811541937096,0.008332007351333964,0.011420690668213088,0.005234032041449788,0.010310317971777267
0.005,0.01029296155116117,0.005128054323796218,0.011737627712804378,0.013789741637024374,0.035245160621780396,0.007023854044630057,0.024855986820734383,0.033573802264582835,0.006169695448595097,0.012117282822897242,0.004140370271077696,0.012305911586062104
0.006,0.01100280874584424,0.007136000438286123,0.012567662003303495,0.011989099314535687,0.039358364916402606,0.0020120244866940014,0.02618362083217621,0.036856183999496375,0.0040224505384967605,0.012813499132579322,0.0030350282798980587,0.014302266163656303
0.007,0.011711565118696464,0.009128137340351157,0.013396380681473554,0.010160009200247682,0.04349459329799667,0.0030020350294499023,0.027510309330806233,0.040126062788440005,0.0018915175331831883,0.013508876475955207,0.0019182076972735274,0.01629850442431921
0.008,0.012418785777420036,0.011103248717511066,0.01422324625548226,0.008302122854392916,0.04765244925354301,0.00801561923072594,0.02883522731765017,0.04338120651466475,0.00022187669838001024,0.014202951541093927,0.0007901124684537968,0.018293760644615645
0.009,0.013124027029110306,0.013060138610579544,0.015047721476785507,0.00641508178909904,0.051830540647746594,0.013026020586094167,0.030157552793492113,0.046619390408105574,0.0023165248090260544,0.014895261472180201,0.00034905129176948603,0.020287182050044743
0.01,0.01382684698833059,0.014997633020466559,0.015869270040562242,0.0044985177893303455,0.05602748173284739,0.01803053217586829,0.031476467999064645,0.04983839987172588,0.0043912404109153385,0.015585344512373516,0.0014990754272053953,0.02227793017992329
0.011,0.014526806179565485,0.016914581463871918,0.016687357284103692,0.002552053299946335,0.0602418951237362,0.02302645051355461,0.03279116064199521,0.05303603327457301,0.0064448594694490316,0.016272740641241325,0.0026597498494299156,0.024265182222024333
0.012,0.015223468132911736,0.018809858474991073,0.017501450881806036,0.0005753018800591895,0.06447241373329235,0.02801107831723672,0.034100825107582736,0.056210104705785184,0.008476241651292798,0.016956992205374756,0.0038308626273595584,0.026248132314049308
0.013,0.01591639997199394,0.02068236505049073,0.018311021535513523,0.0014321312744496413,0.06871768266285953,0.03298172722830097,0.035404663650723436,0.059358446684215305,0.010484271624362931,0.017637644540899125,0.005012200056756764,0.0282259928091321
0.014,0.016605172993133306,0.022531030034995386,0.01911554365885502,0.0034706487395798143,0.0729763610428599,0.037935720476133375,0.0367018875663428,0.06247891281878812,0.01246786030779241,0.01831424658662212,0.006203546709385967,0.03019799550268556
0.015,0.017289363234722063,0.024354811444456552,0.01991449605437186,0.005540660202730664,0.0772471238185973,0.042870395488013774,0.03799171833589318,0.06556938041514039,0.014425946069938569,0.018986351486635872,0.007404685461669539,0.03216339281812094
0.016,0.017968552035870475,0.026152697724772068,0.020707362582124855,0.007642581732953437,0.08152866347663654,0.04778310644408504,0.03927338874755115,0.06862775302456114,0.01635749587264953,0.019653517181237996,0.008615397502876506,0.03412145894903612
0.017,0.018642326583277035,0.027923708943222797,0.021493632818627238,0.009776834982118692,0.08581969170727043,0.05267122677770695,0.040546143987812484,0.07165196293167433,0.018261506360092213,0.020315306985063234,0.009835462322995338,0.0360714909556068
0.018,0.019310280445360196,0.02966689791042844,0.022272802704956417,0.011943846317336129,0.09011894099881379,0.05753215162179781,0.041809242702231075,0.07463997357769758,0.020137004890687094,0.02097129015138858,0.011064657680631024,0.03801280981309638
0.019,0.019972014092626778,0.03138135123079912,0.023044375183001363,0.014144045885306171,0.09442516615948057,0.0623633002020748,0.043061958022981225,0.07758978191644095,0.021983050510807036,0.021621042421676704,0.012302759551323776,0.03994476141046325
0.02,0.02062713540334789,0.033066190279708134,0.023807860818885904,0.01637786660938702,0.09873714576264678,0.06716211817825622,0.04430357856099794,0.08049942070049464,0.02379873486919898,0.022264146559428554,0.013549542056859864,0.04186671749725015
0.021,0.021275260153619486,0.03472057210600855,0.02456277841268372,0.0186457431204021,0.10305368351131602,0.07192607993435898,0.045533409360388716,0.08336696069537673,0.02558318307112407,0.022900192867595304,0.01480477737626527,0.043778076577005304
0.022,0.021916012490959806,0.03634369025879129,0.02530865559360392,0.020948110622347183,0.1073736095176112,0.07665269081925843,0.04675077281281449,0.08619051281963995,0.027335554471492843,0.02352877968875307,0.016068235639244234,0.04567826474547294
0.023,0.022549025390702207,0.0379347755376064,0.026045029399862654,0.023285403694484605,0.11169578149321259,0.08133948933854776,0.04795500952959037,0.08896823020918544,0.02905504340642298,0.02414951388743312,0.01733968480298766,0.04756673647180712
0.024,0.02317394109454754,0.039493096665552584,0.026771446842489104,0.025658055031635922,0.11601908584667436,0.0859840492987015,0.049145479169246505,0.09169831020460562,0.030740879862913947,0.02476201131411864,0.01861889051334777,0.04944297532089741
0.025,0.0237904115307811,0.04101796088483763,0.027487465452336265,0.028066494124934557,0.12034243868345999,0.09058398190434594,0.050321561218385234,0.09437899626082281,0.03239233008654081,0.025365897250551463,0.019905615951434398,0.05130649461493649
0.026,0.024398098715836144,0.042508714474648886,0.028192653809506033,0.03051114588583199,0.1246647867044878,0.09513693780943083,0.051482655723721786,0.09700857977880557,0.03400869712733013,0.025960806836206163,0.02119962166678622,0.05315683803233825
0.027,0.02499667513688423,0.04396474319130501,0.02888659205451625,0.03299242921657665,0.12898510799880766,0.09964060912296899,0.052628183973350263,0.09958540185959698,0.03558932132423566,0.02654638547584592,0.02250066539830668,0.05499358014228323
0.028,0.025585824115291343,0.04538547263093179,0.029568872380437414,0.03551075553083707,0.13330241272612833,0.10409273137000366,0.05375758912540538,0.10210785498116016,0.03713358072880684,0.027122289228178477,0.023808501884226004,0.056816326873503485
0.029,0.026165240150717688,0.046770368515030594,0.03023909950538789,0.038066527228367154,0.13761574368499385,0.10849108540830309,0.05487033678242677,0.10457438459868722,0.038640891468793584,0.027688185175565348,0.025122882662350403,0.05862471591617422
0.03,0.02673462924571253,0.04811893689976467,0.030896891124696842,0.040660136127855774,0.1419241767627111,0.11283349930113039,0.05596591551012589,0.1069834906691739,0.04011070805247203,0.028243751774814873,0.026443555861945245,0.060418417056111284
0.031,0.02729370921062667,0.04943072431012265,0.031541878342117545,0.04329196186221482,0.14622682126352082,0.11711785014628064,0.05704383729945124,0.10933372910108556,0.04154252361452649,0.028788679188953087,0.027770265988650046,0.06219713244064715
0.032,0.0278422099487082,0.05070531780059551,0.032173706079439104,0.04596237024063985,0.15052282011207463,0.12134206586139289,0.05810363797135691,0.11162371313007792,0.0429358701042944,0.029322669599968387,0.029102753703761686,0.0639605967756169
0.033,0.028379873721312197,0.05194234494439199,0.03279203346393008,0.048671711581742064,0.15481134993001283,0.12550412692546628,0.05914487752387309,0.11385211462171013,0.04429031841725673,0.02984543750246889,0.030440755599316423,0.0657085774528325
0.034,0.028906455393116415,0.05314147375348695,0.03339653419302324,0.05142031902206941,0.15909162098445007,0.12960206807631086,0.06016714042143981,0.11601766530205447,0.045605478470755655,0.030356709978266665,0.031784003970325395,0.06744087460746517
0.035,0.029421722657357142,0.05430241253219816,0.033986896875717744,0.05420850680429938,0.16336287700826133,0.13363397996359516,0.06117003582663026,0.11811915791699751,0.046880999224997194,0.03085622695189913,0.033132226585545224,0.06915732110477708
0.036,0.029925456241038536,0.055424909666979064,0.034562825350303444,0.057036568549492545,0.1676243948932055,0.13759801075700137,0.062153197774477635,0.1201554473207524,0.04811656865049594,0.03134374142712417,0.03448514645816304,0.07085778245581352
0.037,0.030417450090133562,0.056508753355265624,0.03512403897808342,0.059904775517933884,0.17187548425804128,0.1414923677089219,0.06311628528975996,0.12212545149383659,0.049311913643041876,0.03181901970437688,0.03584248161770192,0.0725421566618394
0.038,0.030897511534874515,0.057553771276201406,0.035670272912980666,0.06281337486322604,0.17611548689466688,0.1453153186711183,0.06405898244749157,0.12402815249048904,0.0504667998873954,0.0322818415791756,0.03720394488442034,0.07421037398748569
0.039,0.031365461435259326,0.058559830206036244,0.03620127834701449,0.06576258788438367,0.1803437760962401,0.14906519356465847,0.06498099837689421,0.1258625973153063,0.051581031670804765,0.0327320005213795,0.0385692436474177,0.07586239666294362
0.04,0.03182113430694488,0.059526835580941,0.03671682273169781,0.06875260828069076,0.18455975587165183,0.15274038580247756,0.06588206720903521,0.1276278987286272,0.05265445164759079,0.033169303835226385,0.039938079647644224,0.07749821851570005
0.041,0.03226437842777386,0.060454731009834145,0.03721668997553446,0.0717836004140395,0.18876286005106116,0.15633935366387836,0.06676194796844653,0.12932323597998754,0.053686940555966386,0.03359357279995921,0.04131014876694598,0.07911786453258216
0.042,0.03269505592515311,0.06134349773974887,0.037700680617706255,0.0748556975832886,0.1929525512871642,0.15986062162041467,0.0676204244093053,0.130947855468736,0.05467841688832763,0.03400464279092922,0.04268514082427359,0.08072139035308705
0.043,0.03311304284460136,0.06219315407615495,0.03816861197811475,0.0779690003150559,0.19712831995687713,0.16330278161262834,0.06845730479716827,0.1325010713306703,0.055628836516246984,0.034402363380929155,0.04406273938009008,0.08230888169529875
0.044,0.03351822919973131,0.06300375476065605,0.038620318283955145,0.08112357467515519,0.20128968296805366,0.166664494277195,0.06927242163773925,0.13398226594934892,0.05653819227145044,0.034786598421654755,0.04544262154990458,0.08388045371612607
0.045,0.03391051900401629,0.06377539030852371,0.039055650773027896,0.08431945060464588,0.20543618247568202,0.16994449012392532,0.07006563135457869,0.1353908903906337,0.057406513484029364,0.035157226105096744,0.04682445782775515,0.08543625030814571
0.046,0.034289830284745144,0.0645081863086273,0.03947447777413253,0.08755662028432638,0.20956738451196724,0.17314157066197278,0.07083681391801307,0.13672646475894124,0.05823386547909953,0.03551413900479831,0.04820791192033353,0.08697644333575605
0.047,0.03465609507959926,0.06520230268842057,0.03987668476492666,0.09083503653126301,0.21368287753460896,0.17625460947444835,0.0715858724276543,0.13798857847366108,0.05902034903313591,0.035857244096871924,0.04959264059236715,0.08850123181373307
