Time,GRW1.F,Unnamed: 2,Unnamed: 3,GRW1.M,Unnamed: 5,Unnamed: 6,GRW1,Unnamed: 8,Unnamed: 9,GRW1.DA,Unnamed: 11,Unnamed: 12,GRW2.F,Unnamed: 14,Unnamed: 15,GRW2.M,Unnamed: 17,Unnamed: 18,GRW2,Unnamed: 20,Unnamed: 21,GRW2.DA,Unnamed: 23,Unnamed: 24,GRW3.F,Unnamed: 26,Unnamed: 27,GRW3.M,Unnamed: 29,Unnamed: 30,GRW3,Unnamed: 32,Unnamed: 33,GRW3.DA,Unnamed: 35,Unnamed: 36
11.0,-0.2789473764690255,-1.1766382090196665,2.370685213480035,-652.3528116914214,-258.1874350229871,-1992.1649963017708,14.015999999999995,-322.66900000000015,-1.5650499999999985,116.42881420671198,96.76233074620008,256.6589044712755,1.6245770698006101,-2.316115108315475,3.343679339745045,-219.37093056564015,-140.46905447268986,74.02247565786473,-187.47099700634587,286.4900135711787,-7.5753800127712925,124.7418420333197,64.0624483330618,305.0165961155017,-0.0974797602690543,-5.180705136079981,1.2396427905124672,-33.60737586538431,-31.36498793487874,396.77618643913144,213.433,287.2040000000001,0.6216200000000006,166.54625644730072,94.52643716038585,268.9215115916674
11.01,-0.3312993854555046,-1.2069495411268025,2.2820649285865056,-656.3358881964242,-284.84901064113467,-2001.147842932781,14.015999999999998,-322.66900000000015,-1.5650499999999985,117.9908259026503,98.42986936188578,254.80552799736023,1.6395964597422275,-2.2177127074102416,3.4026564505523473,-260.24803838178445,-140.8821540970107,84.18502442684613,-187.47103309094587,286.4901479022328,-7.575379861964789,123.10407418498694,64.25165982552384,306.5526753226009,-0.09093738597694964,-5.1839037952521485,1.2081765279962573,-59.48554037332215,-27.709713876986765,380.82912441161676,213.433,287.2040000000001,0.6216200000000006,166.90236376786686,94.80500439265317,268.99152622420934
11.02,-0.3753865929449094,-1.2333191414487936,2.2044271688273214,-661.7493634240756,-307.83386423515606,-2007.840993681854,14.016000000000005,-322.66900000000015,-1.5650499999999985,119.36069449364213,99.84851983468864,253.24634781600125,1.6503042268792423,-2.131158471107263,3.459018534458136,-296.26917338495474,-140.26141161460595,93.305476689514,-187.47109267305586,286.4903617718153,-7.575379612872863,121.63732095625359,64.47811432470533,307.87272142283757,-0.09815637398650681,-5.179397213432535,1.1768027229991849,-84.00901117729825,-23.015773462266907,367.51421203734037,213.43300000000002,287.2040000000001,0.6216200000000006,167.23700026949646,95.71965661604733,268.9047111742425
11.03,-0.4053196629610975,-1.253287581674867,2.143339239514992,-668.5573295892643,-324.4067218738694,-2011.7634571781043,14.016000000000012,-322.66900000000015,-1.5650499999999985,120.43545784206012,100.85089486754127,252.1972940868139,1.6550282239010463,-2.0594192668993987,3.514823674457961,-324.9916481497696,-138.80520740595784,100.58067788169615,-187.47117884290947,286.490661728129,-7.575379252528516,120.37194680449883,64.7720879976949,308.91782797391426,-0.12265266287221173,-5.160951766869081,1.1464575746733354,-105.97808037178343,-16.993125369480605,358.5383607514275,213.43300000000002,287.2040000000001,0.6216200000000006,167.52505532081,97.42897696546123,268.6179688346817
11.04,-0.41986886778040805,-1.2667199471545505,2.10037439965999,-676.4684303726578,-334.5991392940522,-2013.7793158986012,14.016000000000023,-322.66900000000015,-1.5650499999999985,121.19885783368251,101.40050949059776,251.71066957702817,1.656397155231733,-1.998103746480805,3.576134051259505,-346.9437034064063,-137.63498356620883,106.29151216866568,-187.4712890768375,286.49103287312823,-7.57537879142088,119.22137690190162,65.13096939679261,309.7913795488982,-0.15865322518548755,-5.127242283407751,1.1166616112552967,-123.77083761207055,-10.555334264836825,353.88016524745893,213.433,287.2040000000001,0.6216200000000006,167.76742594885206,99.6108768219886,268.1937237261334
11.05,-0.42293888460670626,-1.2749304578597853,2.0755268611135884,-686.0432554615212,-340.2820242806457,-2014.2610756475872,14.016000000000037,-322.66900000000015,-1.5650499999999985,121.67997740831504,101.59541891703489,251.64196709275237,1.658564491306399,-1.943933303101768,3.6475409787788244,-363.65497428304855,-137.40572006150066,111.40529709952722,-187.4714107390214,286.4914233661034,-7.575378282307653,118.12066933105635,65.5240861176065,310.60089032059614,-0.19701273338786104,-5.083961153088738,1.091457699295479,-136.39439282091556,-5.393602357995599,352.29323589602313,213.433,287.2040000000001,0.6216200000000006,167.9316416950505,101.7218747836272,267.7366618835531
11.06,-0.4216144526482403,-1.2797436950893695,2.0683446004070336,-698.0261361218004,-341.85851278294285,-2012.7448332664856,14.016000000000052,-322.66900000000015,-1.5650499999999985,121.9222516032325,101.61574734795654,251.72073417572943,1.6637941415575759,-1.898477764089924,3.730124605124302,-375.3725942950257,-138.37468657529814,116.32723353037956,-187.47151557624323,286.49172613441243,-7.575377843246109,117.08386580112192,65.92589072651552,311.3530153579923,-0.22811029684629597,-5.041476085547859,1.0828944763963388,-145.006511411202,-2.828560148556856,352.5662021951605,213.43300000000002,287.2040000000001,0.6216200000000006,167.9124286574288,103.22128961393258,267.36176345407034
11.07,-0.42256623747540156,-1.282616377865904,2.079478288837521,-712.3488040091811,-337.22290977605064,-2009.2161591949175,14.016000000000062,-322.66900000000015,-1.5650499999999985,121.94358384256216,101.62356990299125,251.6924904358628,1.6740863167976912,-1.8647432463272506,3.81947677153687,-381.25058992204475,-140.9425368805182,120.92504141058222,-187.47155402087932,286.49176102223294,-7.575377681437616,116.17278101475756,66.28321550578501,312.0309466256657,-0.24267193010227534,-5.010139999820124,1.1000806566664596,-151.8384058281942,-3.305382913087878,354.25623065425833,213.43300000000002,287.2040000000001,0.6216200000000006,167.640796697445,103.70613112900682,267.18255865502596
11.08,-0.4288028355058238,-1.2834127609489172,2.110129232534964,-727.3601592519298,-324.13342512801273,-2004.902167434032,14.016000000000062,-322.66900000000015,-1.5650499999999985,121.71727848922735,101.68078745552415,251.43737008136486,1.6934174467858647,-1.8422185913152989,3.902221250789605,-380.9376999768801,-144.95705340615348,124.76136178251946,-187.47145094984046,286.4912635226762,-7.575378110999647,115.45529364566094,66.46808991960971,312.7081878201905,-0.23483028969804542,-4.99500581140523,1.1433727744174342,-158.38520598897657,-6.64069155978261,357.38225708554194,213.433,287.2040000000001,0.6216200000000006,167.13178022073967,102.99138877932667,267.2705637169128
11.09,-0.43935944180244013,-1.2811208726726468,2.1544836699041316,-739.7747763282663,-302.4575679522197,-2001.7287634030558,14.016000000000044,-322.66900000000015,-1.5650499999999985,121.28615601646639,101.78337892297417,250.98601470616842,1.7242456394870838,-1.8268672580773229,3.9545410455105143,-374.863400377951,-148.53186818558234,127.19500939257944,-187.47110563778767,286.4898899360115,-7.575379553217411,115.01451921682403,66.31882352640113,313.48855384604286,-0.20597549634802428,-4.993783651859817,1.2088382154508088,-164.3834817943127,-11.960069886743971,361.96984723665514,213.433,287.2040000000001,0.6216200000000006,166.4275460172734,101.19257952599284,267.6074754585298
