Time,GRW1.F,,,GRW1.M,,,GRW1,,,GRW1.DA,,,GRW2.F,,,GRW2.M,,,GRW2,,,GRW2.DA,,,GRW3.F,,,GRW3.M,,,GRW3,,,GRW3.DA,,
12.53,-8.53226,19.6113,229.899,-113.743,261.438,3064.78,473.72,-211.395,0.11982,85.1242,92.1254,113.512,0.492779,-1.84201,4.05115,-716.849,-176.375,479.921,-187.471,286.49,-7.57538,114.451,83.0647,284.977,-0.0646423,-5.21771,2.03927,88.9322,53.8112,387.4,213.433,287.204,0.62162,158.653,91.8156,269.29
12.54,-9.52396,18.4762,227.474,-108.024,209.564,2580.09,472.121,-209.452,0.120657,85.3564,92.3975,117.27,0.797266,-1.80175,2.063,-254.292,-95.5628,421.292,-187.471,286.49,-7.57538,131.133,68.8705,293.869,-0.474745,-4.88689,1.64238,54.9523,-23.4152,464.18,213.433,287.204,0.62162,161.424,106.122,264.451
12.55,-10.1506,17.0667,224.88,-106.02,178.257,2348.81,470.736,-207.94,0.120884,85.66,92.5844,120.742,0.607255,-2.07698,3.17645,-364.039,-155.304,480.847,-187.471,286.49,-7.57538,123.179,79.1771,286.298,0.271033,-4.80358,1.73003,-49.7589,-29.1108,354.152,213.433,287.204,0.62162,160.193,81.0962,273.229
12.56,-11.4353,16.3295,222.913,-101.196,144.507,1972.66,469.499,-207.105,0.119612,85.8103,92.9367,125.003,0.722849,-1.6451,3.09648,-579.574,-13.7478,496.087,-187.471,286.49,-7.57538,117.981,76.8601,293.72,-0.515243,-4.88698,1.56359,-22.2614,38.4761,377.706,213.433,287.204,0.62162,162.258,108.238,263.981
12.57,-11.9424,15.2007,221.562,-100.775,128.27,1869.64,467.371,-206.255,0.115734,86.0753,93.0853,128.155,1.00041,-1.64417,3.96953,-627.828,-72.4095,314.702,-187.471,286.49,-7.57538,112.499,75.8547,301.319,-0.176277,-5.09445,1.02013,110.058,102.079,365.652,213.433,287.204,0.62162,168.677,99.8038,268.018
12.58,-14.0849,15.4813,219.805,-100.663,110.643,1570.91,465.946,-205.366,0.11406,85.9712,93.6665,132.296,0.803827,-1.95864,3.49352,-389.605,-96.0166,496.896,-187.471,286.49,-7.57538,119.277,77.0423,292.313,-0.0922636,-5.17733,0.942997,-66.4081,-13.3621,431.547,213.433,287.204,0.62162,169.677,95.5881,268.979
12.59,-15.0158,15.6416,218.573,-97.8008,101.877,1423.61,463.21,-204.598,0.108144,85.9068,93.93,133.83,1.42861,-2.19191,3.01404,-529.836,-130.291,384.133,-187.471,286.49,-7.57538,126.026,64.6398,303.095,-0.271203,-5.01076,1.95818,-106.702,-118.315,458.477,213.433,287.204,0.62162,158.655,97.8851,266.902
12.6,-15.3356,15.803,217.952,-84.8652,87.4513,1206.11,462.883,-203.306,0.110885,85.8529,94.0248,134.14,0.687648,-2.11594,3.65296,-398.765,-2.2866,408.664,-187.471,286.49,-7.57538,120.081,79.3392,288.003,-0.153658,-5.05161,2.50766,-374.315,22.664,431.352,213.433,287.204,0.62162,153.6,93.5064,268.258
12.61,-16.1059,15.621,217.25,-93.2932,90.4841,1258.42,459.76,-202.744,0.103227,85.8873,94.2399,135.876,0.923477,-2.0367,3.96986,-553.233,-137.872,359.147,-187.471,286.49,-7.57538,117.16,76.9046,294.39,0.359923,-4.72112,1.26141,171.124,-187.324,500.633,213.433,287.204,0.62162,165.041,74.0748,274.36
12.62,-17.5228,15.7947,213.734,-83.0299,74.8413,1012.76,459.459,-201.679,0.105392,85.7736,94.6869,137.969,0.496105,-2.23426,4.52799,-452.939,16.8381,391.924,-187.471,286.49,-7.57538,116.263,83.7474,282.519,-0.0330527,-5.25838,2.82249,86.3612,86.5671,451.619,213.433,287.204,0.62162,151.775,90.6709,269.64
12.63,-17.8066,15.2148,209.321,-71.9302,61.4607,845.557,459.911,-201.026,0.108611,85.8427,94.8624,139.488,0.730928,-2.15502,4.60647,-591.191,-162.404,383.879,-187.471,286.49,-7.57538,115.071,80.9838,288.736,-0.267996,-5.46666,1.72382,-47.7315,79.747,463.597,213.433,287.204,0.62162,162.498,98.8368,267.193
12.64,-18.5373,14.7343,206.141,-62.3821,49.5843,693.712,456.594,-199.372,0.103513,85.9116,95.1385,141.521,1.07531,-1.64392,3.17447,-341.565,-128.129,306.475,-187.471,286.49,-7.57538,117.378,71.2869,303.189,-0.309758,-4.92815,1.72278,-212.18,-21.9673,404.809,213.433,287.204,0.62162,160.731,100.193,266.403
12.65,-18.9698,14.5652,200.874,-72.7759,55.878,770.638,453.489,-198.096,0.0979591,85.8528,95.3948,142.483,1.0427,-1.48713,4.84358,-507.98,-82.8629,332.261,-187.471,286.49,-7.57538,107.068,77.8511,305.036,-0.272216,-4.96926,2.03641,130.993,10.8655,364.706,213.433,287.204,0.62162,157.716,97.6138,266.864
12.66,-17.3385,13.7853,195.22,-58.8815,46.815,662.967,452.304,-197.369,0.096531,85.9608,95.0754,141.513,1.23563,-1.68261,4.04802,-359.386,-145.382,338.364,-187.471,286.49,-7.57538,112.571,73.0255,306.292,0.199156,-5.17725,0.868413,-82.232,34.7107,442.861,213.433,287.204,0.62162,170.478,77.0836,272.203
12.67,-15.4053,13.2423,190.01,-47.068,40.4595,580.542,449.175,-195.481,0.0926647,86.0134,94.6352,139.318,1.11825,-1.68301,4.04851,-645.83,-87.5504,305.273,-187.471,286.49,-7.57538,112.573,74.5591,303.602,-0.220722,-5.13568,1.25444,-219.681,-8.32619,309.668,213.433,287.204,0.62162,166.274,99.9792,267.539
12.68,-13.2243,12.993,183.848,-44.7968,44.0134,622.777,449.047,-194.564,0.0949184,85.9575,94.1142,135.505,1.23303,-1.40803,3.65065,-329,-49.1161,334.946,-187.471,286.49,-7.57538,111.091,71.3372,311.209,-0.0112372,-5.5883,4.38863,-1118.43,84.2921,534.161,213.433,287.204,0.62162,141.857,90.1467,269.885
12.69,-11.0841,13.9157,177.256,-24.8274,31.1697,397.037,447.913,-195.574,0.0886498,85.5112,93.5781,128.538,1.30147,-0.780174,1.82244,-310.053,-184.412,452.728,-187.471,286.49,-7.57538,113.175,54.468,329.059,80.621,5.94834,114.832,417.919,30.8347,595.262,160.301,21.7544,0.196028,87.0347,54.9282,4.21973
12.7,-8.78849,13.0886,173.139,-60.1071,89.517,1184.15,435.983,-194.912,0.0551274,85.6769,92.9058,123.88,4.16871,-2.18272,3.32038,-657.042,36.1055,505.466,-187.471,286.49,-7.57538,123.32,38.5373,332.364,-18.6188,1.06857,133.148,-1706.89,97.9618,12206.5,163.584,11.7905,0.246946,89.5402,97.9603,176.715
12.71,-7.01043,13.9483,156.609,-30.9824,61.6442,692.127,438.654,-194.961,0.0629172,84.9104,92.5631,116.684,6.70429,-1.82118,1.79965,-748.409,-162.728,545.191,-187.471,286.49,-7.57538,135.341,15.0259,344.803,-19.3395,-3.94742,173.848,-1071.9,-218.786,9635.56,166.49,13.4089,0.28227,91.3007,96.3477,191.536
12.72,-5.05548,13.9269,142.372,-29.4548,81.1426,829.505,430.079,-196.602,0.0327378,84.4131,92.0337,109.951,9.59919,-1.10541,2.26428,-709.694,-161.586,685.137,-187.471,286.49,-7.57538,116.021,13.2725,353.431,9.5629,-15.2996,244.675,104.407,-167.04,2671.35,162.45,14.5459,0.230001,93.5781,87.7618,302.007
12.73,-3.94287,12.5767,124.319,-21.7964,69.5247,687.241,425,-198.309,0.0127499,84.2233,91.8166,107.407,10.3872,-0.357467,4.16834,-479.087,-150.616,603.789,-187.471,286.49,-7.57538,94.9016,21.8653,358.029,36.1993,-26.3597,274.925,125.702,-91.5339,954.679,157.246,23.8397,0.155354,95.4767,82.499,323.939
12.74,-0.989821,9.96614,101.73,-1.41455,14.2426,145.382,431.483,-195.278,0.0407138,84.4048,90.5575,95.6719,9.99078,-1.10409,2.34211,-216.777,-329.68,592.073,-187.471,286.49,-7.57538,115.24,13.1934,353.694,44.3833,-30.9265,303.84,229.299,-159.776,1569.73,154.922,22.5523,0.1271,95.8119,81.6893,325.131
12.75,3.40893,8.05627,78.4362,-21.9667,-51.9135,-505.432,427.905,-198.863,0.0197836,84.1357,87.5114,67.0648,8.39141,-1.031,3.54097,-259.431,-444.269,689.295,-187.471,286.49,-7.57538,106.234,22.8786,352.996,40.6243,-33.1005,328.765,13.0437,-10.6279,105.56,155.649,27.2355,0.131933,95.7493,82.9559,320.827
12.76,9.28599,4.22916,56.6975,-123.987,-56.468,-757.029,417.996,-199.41,-0.0112143,85.7341,80.6986,24.4861,4.00652,-1.98713,2.12894,-659.609,-646.086,612.291,-187.471,286.49,-7.57538,133.027,27.9847,333.62,40.088,-36.2814,338.467,-338.12,306.014,-2854.78,156.065,29.7106,0.134899,96.1184,83.2454,317.854
12.77,15.3655,2.19648,39.6706,-275.526,-39.3862,-711.353,400.272,-197.512,-0.0583913,86.8309,68.8273,8.13527,-0.494915,-1.49227,2.06845,-584.518,-656.386,572.918,-187.471,286.49,-7.57538,125.808,103.456,251.652,33.1554,-35.6695,332.117,-229.223,246.605,-2296.12,155.831,30.2427,0.131439,96.1301,84.299,312.908
12.78,16.8819,2.8772,27.5363,-563.188,-95.9848,-918.626,369.652,-194.748,-0.141371,84.035,58.4885,9.67205,-3.70965,-1.07155,0.889882,-798.949,-877.254,561.907,-187.471,286.49,-7.57538,140.292,166.511,196.112,23.7383,-38.4208,318.927,-25.3449,41.0211,-340.512,155.033,30.8579,0.12075,96.8692,85.7432,301.71
12.79,15.5525,1.64067,20.6902,-508.028,-53.5931,-675.851,330.225,-204.868,-0.287534,85.4661,53.0683,6.02199,-4.63843,-1.62384,2.88067,-463.505,-851.649,467.031,-187.471,286.49,-7.57538,119.41,148.158,199.294,15.735,-41.0503,302.233,-62.8184,163.884,-1206.6,155.815,33.6781,0.128028,97.7348,87.0197,290.972
12.8,11.4365,0.477426,17.3459,-497.803,-20.7812,-755.025,329.281,-202.945,-0.284813,88.4234,56.6024,2.39048,-2.87869,-1.8533,2.47588,-555.794,-850.87,442.778,-187.471,286.49,-7.57538,126.816,139.302,212.773,8.91693,-38.7547,280.227,-85.5044,371.618,-2687.1,156.142,35.5771,0.130402,97.8739,88.1774,282.957
12.81,6.74112,-0.18118,9.33658,-816.513,21.9453,-1130.89,308.052,-191.253,-0.31425,91.1117,54.1703,358.46,-0.838961,-2.00338,3.57992,-437.509,-645.62,510.592,-187.471,286.49,-7.57538,119.232,103.189,247.277,4.5153,-34.4732,254.101,-31.4925,240.437,-1772.26,153.862,36.529,0.100612,97.726,88.982,277.462
12.82,-0.705975,-2.01513,2.59552,-325.092,-255.234,-1470.71,14.016,-322.669,-1.56505,127.825,105.216,250.693,1.66475,-1.40659,3.96673,-645.136,-440.589,442.215,-187.471,286.49,-7.57538,109.524,67.2332,319.805,-0.313852,-32.6765,229.067,0.54764,57.0172,-399.7,151.581,35.91,0.0722746,98.1185,90.0785,269.45
12.83,-0.876192,-2.1049,2.75808,-481.709,-448.505,-227.485,14.016,-322.669,-1.56505,127.35,107.624,247.4,2.7221,-1.99144,3.72385,-565.679,-383.72,479.326,-187.471,286.49,-7.57538,118.137,53.8336,323.811,-3.32651,-32.9463,208.129,29.4836,292.009,-1844.69,151.25,37.4301,0.0666536,98.9951,90.9157,264.235
12.84,-0.29556,-0.81362,3.02525,-409.906,-593.542,-1589.16,14.016,-322.669,-1.56505,105.053,95.58,250.036,3.03899,-1.95116,4.67621,-500.162,-452.856,381.275,-187.471,286.49,-7.57538,112.648,56.9809,327.298,-6.95737,-34.2875,193.447,88.0154,433.76,-2447.23,149.423,40.3968,0.0407217,100.051,92.0598,258.53
12.85,-1.42481,-1.98152,2.65603,-504.419,-257.723,-440.33,14.016,-322.669,-1.56505,126.725,118.211,234.282,2.83919,-2.10873,3.56441,-603.628,-530.06,409.433,-187.471,286.49,-7.57538,120.609,51.4613,323.398,-7.91732,-35.7052,184.121,73.1814,330.031,-1701.86,146.628,40.6281,0.00508224,100.975,92.4622,257.497
12.86,-0.316844,-1.81573,2.86274,-380.192,-361.227,-1417.31,14.016,-322.669,-1.56505,122.385,96.3157,260.102,1.31467,-1.91771,4.04769,-434.653,-307.22,452.159,-187.471,286.49,-7.57538,115.351,72.0064,304.432,-8.70648,-35.6258,180.901,36.6533,149.981,-761.573,142.679,40.6485,-0.0449957,101.141,92.7554,256.267
12.87,-0.0801338,-1.14526,2.29384,-346.392,-204.947,-633.853,14.016,-322.669,-1.56505,116.532,92.0008,265.998,0.805734,-1.52715,4.28825,-333.623,-497.97,388.911,-187.471,286.49,-7.57538,109.602,79.3586,297.816,-9.06991,-36.0793,183.402,83.0844,330.502,-1680.04,142.025,41.1594,-0.0537642,101.129,92.8312,255.889
12.88,0.35045,-2.25626,3.40136,-556.448,-87.6658,-1288.09,14.016,-322.669,-1.56505,123.558,84.1174,278.829,-0.366751,-1.60953,4.53163,-544.296,-513.972,423.294,-187.471,286.49,-7.57538,109.554,94.6269,257.164,-8.86221,-37.2744,189.981,109.496,460.538,-2347.28,140.903,40.578,-0.0674466,101.1,92.6708,256.626
12.89,1.61518,-1.17645,5.00161,-265.259,193.207,-821.411,151.506,-324.073,-1.16081,103.236,72.1031,323.931,0.494751,-2.4304,4.05115,-588.953,-455.697,428.38,-187.471,286.49,-7.57538,120.961,83.0372,281.506,-9.00846,-38.4234,201.565,81.6992,348.469,-1828.03,139.394,42.3414,-0.0882155,100.793,92.559,256.805
12.9,0.784184,-1.51316,4.00871,-245.556,-452.707,-1391.91,14.016,-322.669,-1.56505,110.68,78.9316,297.395,0.760061,-1.17426,3.01685,-536.92,-548.991,388.593,-187.471,286.49,-7.57538,111.268,75.8592,302.914,-10.3079,-38.8281,212.43,66.9697,252.265,-1380.15,137.606,40.3237,-0.108999,100.358,92.778,255.132
12.91,2.16126,-1.40642,5.52692,-260.529,169.536,-666.24,204.334,-276.638,-0.867616,104.277,68.6424,326.946,1.74255,-2.07318,3.33061,-521.42,-549.307,539.912,-187.471,286.49,-7.57538,121.901,62.3817,310.048,-10.4114,-38.8558,227.145,109.926,410.251,-2398.26,138.616,42.5285,-0.098257,99.7072,92.6244,255
12.92,0.189092,-1.23693,3.57109,-379.738,-530.825,-1323.58,14.016,-322.669,-1.56505,109.105,86.969,278.692,2.05402,-1.91522,3.09087,-434.028,-469.752,471.087,-187.471,286.49,-7.57538,121.784,56.3942,317.003,-12.057,-38.4311,239.1,134.183,427.702,-2660.95,137.897,41.0831,-0.106017,99.1312,92.8868,252.582
12.93,-0.422688,-1.79256,3.68279,-362.61,-481.599,-929.912,14.016,-322.669,-1.56505,115.954,96.5474,256.732,2.4846,-1.87456,3.16853,-447.308,-519.264,549.687,-187.471,286.49,-7.57538,120.609,51.8982,322.967,-12.9556,-38.5032,251.065,104.421,310.332,-2023.56,137.379,43.1034,-0.114476,98.7189,92.954,251.403
12.94,-0.174572,-1.30924,3.05491,-371.103,-315.805,-1132.1,14.016,-322.669,-1.56505,113.199,93.2706,262.405,1.90074,-1.87651,3.88626,-621.633,-724.195,510.273,-187.471,286.49,-7.57538,115.774,63.9371,315.368,-14.1663,-39.9469,258.253,90.3204,254.69,-1646.55,135.371,42.5556,-0.139409,98.7929,93.1398,250.474
12.95,0.0532297,-1.42573,2.62504,-467.272,-272.101,-988.482,14.016,-322.669,-1.56505,118.508,88.8383,272.138,1.42713,-2.15268,2.69614,-462.562,-479.754,479.978,-187.471,286.49,-7.57538,128.605,62.1066,303.543,-14.496,-41.0595,264.668,117.938,334.056,-2153.31,134.147,42.6691,-0.155034,98.8183,93.135,250.554
12.96,-0.361737,-1.52947,2.17718,-424.755,-335.208,-1111.72,14.016,-322.669,-1.56505,125.088,99.4335,256.693,0.95591,-1.84045,2.53918,-412.987,-576.625,601.755,-187.471,286.49,-7.57538,125.935,69.3704,297.447,-15.0343,-41.5539,267.871,125.455,346.75,-2235.28,133.237,42.1648,-0.166102,98.8178,93.2124,250.11
12.97,-0.195018,-1.36041,3.06309,-359.59,-208.899,-1001.15,14.016,-322.669,-1.56505,113.948,93.643,261.842,0.557907,-1.52797,1.18978,-220.868,-633.533,634.439,-187.471,286.49,-7.57538,142.093,64.8774,290.059,-15.9762,-40.848,270.129,93.2735,238.482,-1577.09,130.659,42.2758,-0.198881,98.5989,93.3847,248.639
12.98,-0.196294,-1.58363,3.06553,-610.509,-311.127,-969.701,14.016,-322.669,-1.56505,117.32,93.6638,262.934,0.834117,-1.72318,1.58599,-660.957,-641.055,549.705,-187.471,286.49,-7.57538,137.374,62.2589,295.83,-16.4055,-39.8944,271.218,72.7237,176.848,-1202.28,129.369,41.7392,-0.214732,98.3678,93.4615,247.646
12.99,-0.518504,-1.57898,2.7096,-490.155,-374.76,-1024.58,14.016,-322.669,-1.56505,120.231,100.833,251.821,1.14968,-1.48676,2.37941,-393.93,-709.516,494.607,-187.471,286.49,-7.57538,121.999,64.2111,307.714,-16.823,-38.6517,271.368,98.8524,227.119,-1594.57,127.954,42.4554,-0.233336,98.1063,93.5474,246.479
13,-0.495208,-1.28719,2.62231,-375.975,-375.62,-1001.63,14.016,-322.669,-1.56505,116.145,100.694,248.957,1.70489,-2.30866,3.48972,-565.89,-529.859,562.247,-187.471,286.49,-7.57538,123.487,63.9624,306.445,-17.3516,-38.4457,270.501,95.1388,210.798,-1483.16,126.361,42.2374,-0.253331,98.0892,93.6703,245.709
13.01,-0.56627,-1.78062,2.09707,-511.505,-289.68,-987.344,14.016,-322.669,-1.56505,130.335,105.111,252.358,1.94039,-2.03329,3.8861,-726.232,-464.393,537.547,-187.471,286.49,-7.57538,117.62,63.4663,313.661,-16.6306,-36.0853,269.177,48.8958,106.095,-791.411,124.018,42.7543,-0.283505,97.6354,93.5354,245.257
13.02,-0.517555,-1.5153,2.71563,-460.886,-415.978,-920.46,14.016,-322.669,-1.56505,119.161,100.79,251.142,2.04711,-1.95447,1.42193,-387.232,-705.635,575.245,-187.471,286.49,-7.57538,143.963,34.7839,316.326,-16.2979,-35.177,265.814,41.7903,90.1989,-681.587,121.48,41.6502,-0.314654,97.5385,93.5086,245.141
13.03,-0.386712,-1.64385,1.92077,-433.532,-565.622,-987.715,14.016,-322.669,-1.56505,130.558,101.383,256.762,1.38556,-1.72133,2.45789,-582.222,-504.269,482.968,-187.471,286.49,-7.57538,125.005,60.5893,308.832,-16.1273,-34.3518,262.137,56.2058,119.721,-913.583,119.895,41.6968,-0.334788,97.4658,93.5205,244.851
13.04,-0.219299,-1.33653,2.62457,-343.893,-166.508,-983.493,14.016,-322.669,-1.56505,116.987,94.7763,260.682,1.22919,-1.76108,2.45855,-520.391,-600.517,494.043,-187.471,286.49,-7.57538,125.614,63.4366,304.914,-16.0433,-33.9821,258.771,44.3796,94.0026,-715.823,117.553,42.2895,-0.365026,97.4813,93.5477,244.728
13.05,-0.242798,-1.6027,2.61774,-422.995,-19.6776,-1112.11,14.016,-322.669,-1.56505,121.477,95.2991,261.386,0.682777,-1.76291,2.77875,-583.708,-553.666,593.624,-187.471,286.49,-7.57538,122.392,76.1951,291.171,-15.7652,-32.3717,253.137,5.92557,12.1673,-95.1449,114.514,42.2966,-0.403553,97.2875,93.5637,244.034
13.06,-0.150262,-1.69828,3.06541,-506.575,-249.707,-979.104,14.016,-322.669,-1.56505,118.987,92.8063,264.944,0.842689,-1.88006,3.49335,-510.514,-640.551,542.05,-187.471,286.49,-7.57538,118.288,76.4378,294.143,-15.0817,-31.6717,248.292,12.1375,25.4889,-199.821,112.254,41.3925,-0.431358,97.2693,93.476,244.537
13.07,-0.515808,-1.65218,2.80212,-416.373,-206.277,-955.72,14.016,-322.669,-1.56505,120.524,100.43,252.662,1.23149,-1.44726,3.25328,-376.414,-477.644,560.864,-187.471,286.49,-7.57538,113.982,69.2665,310.395,-15.0089,-30.8869,245.787,6.69094,13.7693,-109.572,108.802,39.9309,-0.473755,97.1625,93.4944,244.083
13.08,-0.49455,-1.40119,2.44929,-424.157,-227.107,-965.24,14.016,-322.669,-1.56505,119.773,101.415,250.559,1.47162,-2.15254,3.96755,-493.59,-586.877,575.401,-187.471,286.49,-7.57538,118.481,69.6494,304.359,-14.9528,-30.4323,244.614,-10.1958,-20.7509,166.795,106.511,39.964,-0.502823,97.0917,93.498,243.833
13.09,-0.428404,-1.48603,2.26713,-469.098,-228.356,-1077.06,14.016,-322.669,-1.56505,123.243,100.701,253.918,1.34736,-1.79991,2.617,-521.828,-729.251,553.142,-187.471,286.49,-7.57538,124.519,62.7583,306.818,-15.859,-29.7291,244.053,-38.4144,-72.0113,591.159,103.611,40.1996,-0.539806,96.9452,93.7179,241.922
13.1,-0.582769,-1.65488,3.33062,-388.532,-353.629,-930.788,14.016,-322.669,-1.56505,116.421,99.9247,250.6,1.3883,-1.839,3.0142,-635.033,-827.907,517.2,-187.471,286.49,-7.57538,121.388,65.2699,307.05,-16.776,-28.7796,241.066,-47.9974,-82.3405,689.709,100.477,36.8345,-0.576384,96.808,93.9808,239.762
13.11,-0.45033,-1.51042,2.61959,-456.205,-333.703,-1060.1,14.016,-322.669,-1.56505,119.967,99.7543,253.398,1.19165,-2.03579,2.61766,-376.124,-562.952,557.937,-187.471,286.49,-7.57538,127.873,65.5233,300.343,-18.5098,-28.5326,240.34,-62.9377,-97.0177,817.214,99.5291,38.2174,-0.589695,96.7703,94.4039,237.028
13.12,-0.473573,-1.69456,2.18636,-341.833,-249.755,-963.934,14.016,-322.669,-1.56505,127.778,102.222,254.386,1.27506,-2.07474,3.80943,-329.852,-628.218,673.22,-187.471,286.49,-7.57538,118.574,71.494,301.573,-19.6338,-28.4945,237.351,-93.3411,-135.466,1128.39,97.3713,36.7998,-0.615723,96.8457,94.7288,235.432
13.13,-0.378124,-1.56052,3.15241,-610.147,-268.035,-979.628,14.016,-322.669,-1.56505,116.337,96.8398,256.379,1.70029,-1.83796,2.77446,-524.431,-573.431,562.073,-187.471,286.49,-7.57538,123.523,58.4985,312.772,-21.0007,-28.6642,233.889,-114.102,-155.739,1270.78,95.9836,37.0459,-0.633543,96.987,95.1308,233.772
13.14,-0.151883,-1.58622,2.53898,-291.422,-230.849,-955.839,14.016,-322.669,-1.56505,121.995,93.4234,264.531,1.39124,-1.91745,3.64999,-480.89,-739.968,451.755,-187.471,286.49,-7.57538,117.714,69.135,305.964,-21.6791,-28.5867,228.48,-125.801,-165.886,1325.84,94.7208,34.2829,-0.64697,97.1316,95.4202,232.825
13.15,-0.354944,-1.56145,3.06299,-487.012,-164.597,-1007.55,14.016,-322.669,-1.56505,117.011,96.61,257.193,1.03884,-2.03631,3.49253,-392.212,-510.843,553.619,-187.471,286.49,-7.57538,120.244,73.4351,297.029,-22.3537,-28.1782,222.756,-142.29,-179.365,1417.93,93.7517,35.0404,-0.659962,97.2095,95.7305,231.575
13.16,-0.285143,-1.60801,3.50115,-487.753,-207.565,-1033.81,14.016,-322.669,-1.56505,114.668,94.656,259.944,1.50935,-2.03473,3.72897,-503.121,-685.186,499.533,-187.471,286.49,-7.57538,118.619,67.9637,306.568,-23.1325,-28.23,212.179,-175.524,-214.203,1609.97,91.0547,33.3211,-0.692543,97.5786,96.222,230.668
13.17,8.83169,-4.9623,13.027,-881.708,495.409,-1300.55,-264.933,-185.219,-1.9984,110.853,55.8647,330.67,1.54868,-1.99537,3.80828,-453.904,-433.61,560.466,-187.471,286.49,-7.57538,117.653,67.8703,307.816,-22.6887,-27.7824,203.339,-199.656,-244.48,1789.34,89.1618,32.4137,-0.71569,97.7802,96.3668,230.763
13.18,10.858,-6.37246,18.6009,-603.303,354.073,-1033.52,-253.708,-195.525,-1.99468,108.911,59.7263,329.592,1.3164,-2.03538,4.36558,-312.901,-534.109,496.175,-187.471,286.49,-7.57538,114.997,73.2197,302.893,-19.2857,-26.4644,193.439,-162.456,-222.926,1629.46,87.9124,30.033,-0.729304,97.7902,95.6935,233.918
13.19,23.8445,-12.1099,33.4799,-1187.71,603.208,-1667.66,-317.498,-171.089,-2.11388,109.885,54.5414,333.075,1.42417,-1.36816,2.61667,-403.815,-593.206,505.34,-187.471,286.49,-7.57538,117.603,61.442,316.149,-16.8524,-25.6459,181.493,-153.446,-233.512,1652.54,84.5071,27.6135,-0.77021,98.0429,95.305,236.69
13.2,35.4959,-15.087,71.5747,-929.416,395.035,-1874.1,-310.444,-190.879,-2.14981,101.903,63.6219,336.973,1.70142,-2.07331,2.85393,-299.491,-441.544,482.891,-187.471,286.49,-7.57538,125.997,59.1981,309.373,-14.1256,-24.9931,169.316,-132.431,-234.317,1587.38,81.8362,26.8787,-0.803381,98.3969,94.769,240.526
13.21,8.27334,9.65513,181.359,-50.062,-58.4232,-1097.4,-270.246,-209.215,-2.08313,86.9526,87.3881,49.4072,2.37218,-1.95339,4.28165,-484.083,-548.017,349.405,-187.471,286.49,-7.57538,114.524,61.012,320.53,-11.4851,-25.6658,157.452,-89.4773,-199.954,1226.66,82.3896,27.2738,-0.796735,99.2582,94.172,245.892
13.22,-5.81732,30.2497,229.433,-23.7434,123.464,936.43,-260.331,-212.5,-2.06313,82.4891,91.4524,100.886,1.94053,-2.07251,3.8861,-475.569,-411.099,214.961,-187.471,286.49,-7.57538,118.072,63.4647,313.116,-10.011,-26.3034,139.389,-37.1643,-97.6476,517.461,79.7695,25.7484,-0.828522,100.686,94.108,249.163
13.23,26.1178,19.2879,220.044,-128.052,-94.5661,-1078.85,-280.537,-209.906,-2.11568,84.9906,83.231,36.4457,1.86209,-1.91587,3.9659,-323.912,-432.591,228.222,-187.471,286.49,-7.57538,115.785,64.8488,314.184,-8.11784,-23.1715,120.858,-58.7573,-167.717,874.776,78.533,25.0742,-0.843566,100.853,93.8427,250.693
13.24,44.4386,21.4274,212.311,-52.5072,-25.318,-250.86,-295.16,-211.986,-2.16508,84.237,78.1782,25.7425,2.01512,-1.68,3.32946,-375.015,-353.792,235.9,-187.471,286.49,-7.57538,116.775,58.816,320.182,-3.65672,-19.2924,102.672,-22.472,-118.559,630.961,76.4643,26.2966,-0.870931,100.642,92.0398,259.267
13.25,43.5017,37.4158,242.108,61.7152,53.0813,343.475,-290.537,-215.342,-2.161,81.2149,79.8139,40.6989,0.687181,-2.07671,3.57349,-285.57,-290.399,135.041,-187.471,286.49,-7.57538,120.163,79.1149,288.309,-2.44169,-17.4025,85.3081,-11.8946,-84.7755,415.574,77.4823,26.1286,-0.85787,101.53,91.6395,262.013
13.26,44.0845,39.8797,277.155,68.683,62.1319,431.804,-289.463,-216.028,-2.15978,81.8119,80.9622,42.1331,1.65977,-1.72041,2.53621,-410.16,-264.956,13.1491,-187.471,286.49,-7.57538,124.151,56.7981,313.972,-0.00584199,-15.386,69.8381,-0.0195787,-51.5643,234.054,76.7223,26.2266,-0.867595,102.424,90.0048,269.978
13.27,40.4628,39.3284,295.815,35.3313,34.3408,258.3,-288.422,-214.914,-2.15348,82.427,82.2112,44.1855,1.58501,-1.56376,3.49022,-305.717,-365.287,75.7538,-187.471,286.49,-7.57538,114.134,65.5757,315.387,3.47351,-12.0438,53.8321,15.2749,-52.963,236.728,75.0858,26.6899,-0.888773,102.611,86.3081,286.088
13.28,35.8039,44.0351,310.45,69.1593,85.0587,599.669,-286.866,-216.115,-2.15231,81.9269,83.4212,50.8862,2.53071,-1.75673,4.91678,-253.449,-240.975,3.64668,-187.471,286.49,-7.57538,109.661,62.7647,325.233,7.04531,-10.1076,40.4118,23.2435,-33.3466,133.325,73.4463,32.4434,-0.914927,104.043,80.1106,304.878
13.29,31.961,47.2143,314.64,91.3042,134.879,898.846,-287.453,-217.172,-2.15709,81.466,84.1998,55.9046,3.30383,-1.75413,2.68822,-412.892,-178.859,-63.8351,-187.471,286.49,-7.57538,123.125,39.1342,332.034,8.96803,-9.66127,29.4769,-49.3092,53.1209,-162.074,75.3307,40.8772,-0.898918,108.147,73.0782,312.869
