Time,GRW1.F,,,GRW1.M,,,GRW1,,,GRW1.DA,,,GRW2.F,,,GRW2.M,,,GRW2,,,GRW2.DA,,,GRW3.F,,,GRW3.M,,,GRW3,,,GRW3.DA,,
11.75,-0.230815,-1.19849,2.64584,-797.767,-68.2533,-2088.12,14.016,-322.669,-1.56505,114.369,94.9857,259.099,2.25319,-2.07147,3.8053,-302.225,-173.896,47.3631,-187.471,286.49,-7.57538,118.562,59.3694,317.406,1.02707,-5.3838,1.03566,33.4771,172.169,503.145,213.433,287.204,0.62162,169.111,45.2386,280.801
11.76,-0.212564,-1.32798,2.11498,-801.336,-195.714,-2147.18,14.016,-322.669,-1.56505,122.124,95.7392,260.906,2.13484,-2.5818,3.17001,-329.377,-45.2583,240.984,-187.471,286.49,-7.57538,129.161,56.0417,309.587,0.585648,-5.55084,-0.14395,-270.423,62.0031,467.014,213.433,287.204,0.62162,181.486,346.191,276.023
11.77,-0.572828,-1.24579,2.82574,-728.887,-235.014,-2002.89,14.016,-322.669,-1.56505,113.791,101.46,245.307,1.82485,-1.68064,4.60185,-439.863,-151.116,96.2828,-187.471,286.49,-7.57538,110.063,68.3693,317.356,0.338306,-5.13377,2.98364,-0.554416,70.706,310.444,213.433,287.204,0.62162,149.836,83.531,273.77
11.78,-0.418587,-1.26191,2.02792,-574.878,-302.414,-2116.44,14.016,-322.669,-1.56505,121.893,101.663,251.649,1.27563,-1.64325,4.28627,-342.611,-138.696,50.0174,-187.471,286.49,-7.57538,110.976,73.4266,307.822,0.640597,-5.05164,2.04806,-186.557,41.3142,439.123,213.433,287.204,0.62162,157.931,72.6312,277.227
11.79,-0.438636,-1.44502,2.29912,-900.273,-191.716,-2006.48,14.016,-322.669,-1.56505,122.15,100.801,253.114,0.722835,-1.84123,2.93753,-464.408,-153.236,52.6537,-187.471,286.49,-7.57538,122.079,76.1759,291.434,-0.55289,-4.63874,1.24977,-12.6946,109.165,443.709,213.433,287.204,0.62162,164.921,113.864,263.203
11.8,-0.618528,-1.40143,3.08288,-685.204,-215.83,-2116.8,14.016,-322.669,-1.56505,114.446,101.345,246.186,0.99798,-1.91876,3.1748,-324.829,-141.331,242.284,-187.471,286.49,-7.57538,121.148,72.5498,297.48,-1.0624,-5.17665,2.18314,-66.061,78.3502,400.416,213.433,287.204,0.62162,157.133,115.949,258.402
11.81,-0.505074,-1.17919,2.56512,-697.746,-256.132,-1950.54,14.016,-322.669,-1.56505,114.688,101.139,246.814,1.85827,-1.87665,3.09169,-116.104,-283.277,122.709,-187.471,286.49,-7.57538,121.258,58.992,314.718,-0.305412,-5.6741,1.41043,-86.5163,-4.71636,370.298,213.433,287.204,0.62162,166.041,102.218,266.919
11.82,-0.530642,-1.44582,2.12222,-688.227,-194.017,-2018.35,14.016,-322.669,-1.56505,124.266,104.038,249.846,2.28545,-1.52218,2.61304,-256.714,-79.6921,112.769,-187.471,286.49,-7.57538,120.222,48.826,326.335,-0.474536,-5.30114,1.64277,7.18714,45.3667,386.741,213.433,287.204,0.62162,162.782,106.112,264.885
11.83,-0.460919,-1.19687,2.20714,-708.812,-88.8677,-2063.41,14.016,-322.669,-1.56505,118.47,101.796,248.938,2.05386,-1.36606,3.48824,-168.298,-180.368,143.698,-187.471,286.49,-7.57538,111.386,59.5106,326.371,-0.337422,-4.80492,0.62643,-19.5526,117.659,435.315,213.433,287.204,0.62162,172.572,118.309,265.983
11.84,-0.279688,-1.17734,2.47416,-606.392,-470.051,-2002.74,14.016,-322.669,-1.56505,115.448,96.4496,256.637,1.85554,-1.56285,2.69433,-369.715,-100.541,186.962,-187.471,286.49,-7.57538,120.116,55.4455,319.894,-0.120053,-4.80555,-0.153592,-206.908,-63.3772,402.357,213.433,287.204,0.62162,181.831,231.988,268.569
11.85,-0.21068,-1.29011,2.1264,-790.07,-235.699,-1955.24,14.016,-322.669,-1.56505,121.246,95.6583,260.725,1.62179,-1.56363,2.93374,-385.96,-26.7234,162.749,-187.471,286.49,-7.57538,118.057,61.0659,316.046,-0.555782,-4.80423,1.48472,-128.113,31.5366,357.695,213.433,287.204,0.62162,162.827,110.523,263.401
11.86,-0.484715,-1.26448,2.29759,-774.548,-277.283,-2018.22,14.016,-322.669,-1.56505,118.826,101.913,249.027,2.60717,-2.42332,3.96276,-320.825,-192.974,142.219,-187.471,286.49,-7.57538,121.447,56.6584,317.093,-0.383557,-5.42596,1.01781,-90.7572,-78.7913,296.435,213.433,287.204,0.62162,169.376,110.649,265.957
11.87,-0.325046,-1.15054,2.38461,-876.567,-319.088,-2034.34,14.016,-322.669,-1.56505,115.757,97.7621,254.224,1.15426,-2.1536,2.93572,-418.248,-71.4151,5.28555,-187.471,286.49,-7.57538,126.263,68.5363,298.19,-0.431125,-5.17699,1.48665,-113.359,26.3827,428.69,213.433,287.204,0.62162,163.978,106.172,265.24
11.88,-0.0962302,-1.40183,2.29988,-882.037,-193.767,-2005.51,14.016,-322.669,-1.56505,121.363,92.3959,266.073,1.55,-2.1915,3.96722,-276.155,-205.716,172.527,-187.471,286.49,-7.57538,118.916,68.6593,305.271,-0.306635,-5.21835,1.48826,-147.368,107.304,500.913,213.433,287.204,0.62162,164.082,101.642,266.637
11.89,-0.622097,-1.21936,1.94984,-805.576,-233.025,-1948.25,14.016,-322.669,-1.56505,122.02,107.695,242.97,1.54456,-1.36776,3.33144,-359.419,-136.057,88.7014,-187.471,286.49,-7.57538,112.321,65.126,318.474,-0.51539,-4.597,1.56331,83.865,124.624,373.152,213.433,287.204,0.62162,161.218,108.246,263.603
11.9,-0.436182,-1.36157,2.65154,-564.692,-195.625,-1986.19,14.016,-322.669,-1.56505,117.181,99.3416,252.237,2.05934,-1.6014,4.60086,-530.686,-181.582,145.81,-187.471,286.49,-7.57538,109.191,65.8868,322.13,0.0341473,-5.09456,0.787966,-158.008,50.3249,519.393,213.433,287.204,0.62162,171.208,87.5186,270.384
11.91,-0.444146,-1.2798,1.59076,-819.982,-383.065,-2077.06,14.016,-322.669,-1.56505,128.817,105.6,250.861,2.2909,-2.14979,3.40777,-512.818,-220.425,76.6964,-187.471,286.49,-7.57538,122.246,56.0887,316.82,0.0824557,-4.8465,0.240403,-6.40532,-80.5035,504.024,213.433,287.204,0.62162,177.16,71.0685,270.975
11.92,-0.551672,-1.38052,2.65242,-780.139,-339.679,-1965.73,14.016,-322.669,-1.56505,117.496,101.749,248.218,1.85545,-1.83743,2.45591,-432.794,-74.5256,73.3599,-187.471,286.49,-7.57538,126.803,52.9287,315.28,-0.167348,-5.09511,0.315746,-187.167,41.6446,349.935,213.433,287.204,0.62162,176.454,117.924,268.119
11.93,-0.484875,-1.21847,2.20857,-772.371,-235.267,-2035.96,14.016,-322.669,-1.56505,118.886,102.382,248.301,1.69615,-1.60261,1.97973,-420.239,3.90512,99.1956,-187.471,286.49,-7.57538,128.99,49.4114,316.624,0.0767129,-5.26031,0.710383,-116.173,39.8583,375.586,213.433,287.204,0.62162,172.309,83.8366,270.836
11.94,-0.391628,-1.2685,2.38902,-744.219,-193.21,-1966.1,14.016,-322.669,-1.56505,117.967,99.3096,252.843,1.85857,-2.26892,2.85327,-503.82,-83.5058,56.9129,-187.471,286.49,-7.57538,128.492,56.9204,309.322,-0.19025,-4.92772,2.11569,54.0463,-70.1142,400.299,213.433,287.204,0.62162,156.764,95.1384,267.789
11.95,-0.708699,-1.13108,3.17242,-739.718,-234.833,-2074.58,14.016,-322.669,-1.56505,109.623,102.593,237.93,1.74067,-2.11241,2.85377,-558.913,-7.4147,120.551,-187.471,286.49,-7.57538,126.509,58.6186,309.489,-0.265418,-4.6798,1.48828,-154.124,122.633,347.684,213.433,287.204,0.62162,162.358,100.112,266.754
11.96,-0.369664,-1.42328,2.56008,-807.616,-235.973,-2051.7,14.016,-322.669,-1.56505,119.072,98.2165,255.44,1.66591,-2.15189,3.64883,-242.785,-124.52,109.492,-187.471,286.49,-7.57538,120.53,65.4605,307.746,-0.212024,-4.68066,0.549626,-184.564,51.9344,281.786,213.433,287.204,0.62162,173.303,111.095,267.406
11.97,-0.437377,-1.35603,2.91055,-791.665,-341.294,-2061.79,14.016,-322.669,-1.56505,114.981,98.5461,252.123,1.59121,-2.11291,4.52337,-160.861,-163.731,156.611,-187.471,286.49,-7.57538,115.038,70.6193,306.983,0.308617,-4.92754,2.04373,-149.984,20.8326,436.679,213.433,287.204,0.62162,157.473,81.4128,273.584
11.98,-0.43582,-1.13122,2.99792,-784.233,-256.731,-2063.66,14.016,-322.669,-1.56505,110.673,98.2714,248.93,1.58517,-2.30906,2.9339,-426.031,-147.135,108.656,-187.471,286.49,-7.57538,128.204,61.618,304.47,0.532972,-5.01152,0.715934,-44.9229,-82.4546,523.545,213.433,287.204,0.62162,171.87,53.3344,276.071
11.99,-0.621815,-1.28355,2.38057,-819.018,-234.755,-2096.95,14.016,-322.669,-1.56505,118.333,104.639,244.152,1.70461,-1.52413,4.04604,-478.944,-153.651,125.335,-187.471,286.49,-7.57538,110.641,67.1542,318.199,-0.177395,-4.84582,1.09816,-52.3245,24.5563,417.091,213.433,287.204,0.62162,167.231,99.1762,267.903
12,-0.48445,-1.17432,2.38297,-680.058,-278.792,-2055.26,14.016,-322.669,-1.56505,116.234,101.491,247.582,2.21328,-1.83624,3.80547,-289.171,-224.193,89.2106,-187.471,286.49,-7.57538,115.759,59.8175,320.319,-0.184255,-5.01101,1.64618,-43.8396,-18.4715,435.467,213.433,287.204,0.62162,161.814,96.3865,267.894
12.01,-0.739515,-1.21038,1.32829,-954.121,-126.219,-2050.73,14.016,-322.669,-1.56505,132.341,119.107,238.576,1.89755,-1.52349,3.40942,-415.693,-94.0656,94.5709,-187.471,286.49,-7.57538,114.077,60.9014,321.24,-0.0716079,-5.17577,2.58709,-207.09,27.8556,412.681,213.433,287.204,0.62162,153.442,91.5855,269.207
12.02,-0.489533,-1.16847,1.76735,-743.021,-509.885,-2052.92,14.016,-322.669,-1.56505,123.47,105.482,247.269,1.73827,-1.99473,2.37693,-520.343,-182.129,82.5815,-187.471,286.49,-7.57538,130.004,53.8217,311.07,-0.386575,-5.34289,1.25253,-104.063,-1.22841,382.447,213.433,287.204,0.62162,166.806,107.152,265.862
12.03,-0.395094,-1.30547,1.94243,-848.416,-172.243,-2086.03,14.016,-322.669,-1.56505,123.904,101.497,253.162,2.02086,-1.99379,4.44208,-646.676,-354.702,141.695,-187.471,286.49,-7.57538,114.173,65.5375,315.386,-0.127947,-4.88781,0.472607,-210.612,5.51386,417.214,213.433,287.204,0.62162,174.477,105.148,268.501
12.04,-0.372109,-1.30835,2.20729,-714.168,-342.518,-2061.73,14.016,-322.669,-1.56505,120.657,99.5691,254.124,2.24975,-1.44385,3.48741,-331.637,-191.479,98.8239,-187.471,286.49,-7.57538,112.49,57.1737,327.308,-0.0449893,-4.84634,0.47362,-240.088,88.102,406.352,213.433,287.204,0.62162,174.418,95.4263,269.468
12.05,-0.484401,-1.28768,2.12201,-728.449,-151.355,-2018.68,14.016,-322.669,-1.56505,121.25,102.859,249.385,1.98073,-1.99393,4.20383,-440.811,-168.313,107.109,-187.471,286.49,-7.57538,115.376,64.7714,314.81,-0.0281132,-5.21732,2.43113,-83.5313,-25.4858,410.555,213.433,287.204,0.62162,155.016,90.6625,269.691
12.06,-0.575178,-1.17287,2.3825,-785.612,-192.687,-2063.07,14.016,-322.669,-1.56505,116.21,103.573,243.877,2.01653,-1.60154,3.72682,-514.898,-118.221,170.828,-187.471,286.49,-7.57538,113.255,61.5828,321.543,-0.102289,-4.96947,1.72545,-25.5612,89.911,361.386,213.433,287.204,0.62162,160.852,93.3927,268.821
12.07,-0.392364,-1.31115,2.2982,-774.135,-151.322,-2017.77,14.016,-322.669,-1.56505,119.705,99.6885,253.34,1.86085,-2.34736,3.33011,-444.557,-83.3071,37.7939,-187.471,286.49,-7.57538,125.18,60.8038,308.405,-0.225871,-4.76248,1.64542,-64.4887,-120.07,422.111,213.433,287.204,0.62162,160.94,97.8163,267.285
12.08,-0.344304,-1.31386,2.73901,-834.788,-129.551,-1999.98,14.016,-322.669,-1.56505,115.626,97.1647,255.316,2.24982,-1.3654,3.56689,-629.501,-148.766,110.319,-187.471,286.49,-7.57538,110.947,57.7582,328.747,-0.166251,-5.30231,0.237676,100.479,16.044,438.561,213.433,287.204,0.62162,177.433,124.972,268.204
12.09,-0.325562,-1.14699,2.46404,-796.63,-258.512,-2175.6,14.016,-322.669,-1.56505,114.962,97.5266,254.154,1.62652,-2.07357,3.649,-270.794,17.3737,114.215,-187.471,286.49,-7.57538,119.608,65.9754,308.111,-0.470798,-4.84575,1.32928,-224.513,-92.4771,420.056,213.433,287.204,0.62162,164.66,109.503,264.451
12.1,-0.232037,-1.1322,2.73501,-662.717,-322.548,-2055.19,14.016,-322.669,-1.56505,112.488,94.8493,258.418,1.28042,-2.27086,4.92206,-122.268,-50.5353,99.8402,-187.471,286.49,-7.57538,114.767,75.4184,299.416,0.102413,-5.42482,1.96331,-124.123,20.966,454.42,213.433,287.204,0.62162,160.104,87.014,271.082
12.11,-0.392315,-1.29002,2.65035,-730.531,-362.568,-2001.24,14.016,-322.669,-1.56505,115.954,98.42,253.085,1.62537,-2.23047,3.25163,-295.08,-61.3873,71.1695,-187.471,286.49,-7.57538,124.448,63.4412,306.081,-0.0410838,-4.72236,0.160443,-78.4181,-15.1228,418.909,213.433,287.204,0.62162,178.054,104.363,269.502
12.12,-0.441211,-1.28741,1.86175,-716.68,-361.886,-1956.63,14.016,-322.669,-1.56505,124.664,103.332,251.083,1.54479,-2.03461,2.85459,-554.312,-31.8043,187.74,-187.471,286.49,-7.57538,125.479,61.5796,307.208,0.272067,-4.8865,1.65184,-288.585,31.0731,392.119,213.433,287.204,0.62162,161.323,80.6471,273.187
12.13,-0.461953,-1.37701,2.29812,-838.171,-255.661,-2016.53,14.016,-322.669,-1.56505,120.93,101.366,251.455,1.89494,-1.44504,2.85311,-650.152,-121.078,9.26172,-187.471,286.49,-7.57538,116.861,56.4092,322.672,-0.264384,-4.76272,1.41009,-79.8576,-58.0898,396.96,213.433,287.204,0.62162,163.508,100.619,266.823
12.14,0.858174,-1.9158,4.63777,-279.573,-1121.79,-2620.56,14.016,-322.669,-1.56505,112.445,79.5165,294.13,1.93876,-1.4449,3.96557,-140.657,-208.905,141.751,-187.471,286.49,-7.57538,110.02,63.9461,323.304,0.0273285,-5.3426,1.33606,-88.8471,-10.0049,417.475,213.433,287.204,0.62162,165.96,88.8282,270.293
12.15,13.1483,-9.31739,28.39,-403.609,286.013,-871.478,501.596,-194.869,0.250087,108.169,65.1497,324.677,2.09224,-1.44438,3.24965,-602.253,-157.708,30.9264,-187.471,286.49,-7.57538,113.964,57.2251,325.381,-0.177332,-4.9701,1.09828,68.1023,-9.85073,386.749,213.433,287.204,0.62162,167.539,99.172,267.957
12.16,34.7979,-8.66846,164.063,-461.592,114.987,-2176.29,511.992,-194.033,0.28336,93.0245,78.025,346.012,2.99694,-2.57892,3.48427,-489.293,-22.3375,30.2975,-187.471,286.49,-7.57538,126.507,49.3001,319.287,0.53713,-5.38464,0.403224,-278.646,-65.4365,434.944,213.433,287.204,0.62162,175.717,36.8956,275.697
12.17,2.29368,4.73809,193.363,16.8408,34.7882,1419.72,535.958,-200.015,0.337337,88.5963,89.3204,64.1687,1.47615,-2.7017,4.60334,-653.839,-10.428,219.672,-187.471,286.49,-7.57538,120.409,72.2206,298.651,-0.372669,-3.76673,3.36474,103.511,74.5788,335.658,213.433,287.204,0.62162,138.226,96.3202,264.35
12.18,-2.8888,11.4823,192.393,-31.133,123.746,2073.45,534.384,-203.965,0.321315,86.5846,90.8602,104.122,0.22071,-1.88215,4.44967,-639.865,-135.101,424.166,-187.471,286.49,-7.57538,112.928,87.1604,276.688,-1.51256,-5.71586,1.70827,-89.5743,45.9163,472.212,213.433,287.204,0.62162,163.36,131.523,255.178
12.19,17.0016,18.2113,210.949,77.2487,82.7449,958.471,522.476,-206.557,0.278504,85.0659,85.3922,46.9675,-1.11409,-1.72971,3.50161,-440.568,-115.051,460.037,-187.471,286.49,-7.57538,116.288,107.649,237.215,-1.41517,-6.75247,0.614588,54.9201,8.05657,463.668,213.433,287.204,0.62162,174.799,156.525,258.163
12.2,44.0563,13.1237,224.461,454.653,135.434,2316.4,513.387,-206.624,0.251322,86.6539,78.8954,16.588,1.43117,-1.95654,3.80877,-677.155,-25.8777,211.432,-187.471,286.49,-7.57538,117.189,69.406,306.185,-0.779041,-4.92744,2.73445,-291.03,-28.6243,450.203,213.433,287.204,0.62162,150.972,105.902,261.016
12.21,46.1466,14.9961,240.465,376.724,122.422,1963.07,513.292,-206.785,0.250576,86.4315,79.1367,18.0024,2.75797,-1.5206,3.32632,-557.542,-167.25,322.604,-187.471,286.49,-7.57538,114.567,50.3367,331.13,0.500922,-4.05949,-0.0681391,-315.977,-29.343,360.707,213.433,287.204,0.62162,180.962,352.254,277.034
12.22,37.078,21.5219,276.33,225.818,131.076,1682.95,518.008,-207.515,0.262484,85.5465,82.3577,30.1331,2.99237,-1.71595,3.08691,-488.936,3.88908,392.589,-187.471,286.49,-7.57538,119.069,45.8909,330.168,0.788456,-4.22483,0.170493,-370.594,18.7488,413.175,213.433,287.204,0.62162,177.689,12.2016,280.571
12.23,33.7173,23.5128,287.044,396.044,276.182,3371.63,519.367,-208.329,0.264178,85.3172,83.3005,34.8901,2.25166,-1.91456,3.56688,-595.29,166.067,428.43,-187.471,286.49,-7.57538,118.225,57.7371,319.626,0.659488,-5.13588,0.561098,-111.242,-122.267,405.034,213.433,287.204,0.62162,173.765,40.3914,277.317
12.24,30.9874,28.9729,285.262,325.42,304.264,2995.73,522.442,-210.203,0.267925,84.2006,83.8004,43.0757,1.11524,-1.68301,3.33325,-693.034,25.9393,509.51,-187.471,286.49,-7.57538,116.79,71.5008,303.53,-0.224417,-5.67391,1.56801,-55.4851,26.273,391.116,213.433,287.204,0.62162,164.552,98.145,267.735
12.25,23.5383,32.1725,281.805,276.085,377.357,3305.34,521.978,-212.057,0.261219,83.487,85.2253,53.8097,0.222505,-2.1175,4.68809,-539.988,-91.0561,772.438,-187.471,286.49,-7.57538,114.308,87.2827,275.999,-0.0929202,-5.84006,1.02189,-234.856,-39.2976,409.577,213.433,287.204,0.62162,170.075,95.1956,269.088
12.26,17.3661,32.4613,274.682,252.081,471.196,3987.19,523.469,-212.189,0.265269,83.2602,86.3824,61.8541,-1.42308,-1.92688,4.29766,-481.247,-63.3175,904.485,-187.471,286.49,-7.57538,114.149,108.321,233.553,-0.276122,-5.09325,2.34959,-219.415,62.4022,423.016,213.433,287.204,0.62162,155.235,96.7026,266.897
12.27,12.8871,31.5436,262.086,173.62,424.965,3530.91,521.042,-212.719,0.256538,83.1371,87.185,67.7775,-2.21121,-1.85107,3.02939,-731.522,-126.806,809.003,-187.471,286.49,-7.57538,121.426,126.126,219.934,-1.14166,-4.67989,1.86856,-202.232,-73.1684,445.665,213.433,287.204,0.62162,158.234,121.424,256.29
12.28,7.41079,29.3861,244.836,104.54,414.534,3453.76,524.278,-212.394,0.26708,83.1559,88.2663,75.8459,-2.12885,-1.57621,4.22116,-256.525,-68.2442,668.851,-187.471,286.49,-7.57538,110.476,116.763,216.516,-0.709011,-4.47386,0.464855,-37.4669,167.811,474.538,213.433,287.204,0.62162,174.068,146.75,260.995
12.29,1.19395,27.2147,231.361,17.7233,403.983,3434.38,522.248,-212.81,0.259858,83.2912,89.7043,87.488,-0.915391,-1.84673,4.13657,-699.702,-178.938,774.572,-187.471,286.49,-7.57538,114.058,102.478,243.633,-0.258285,-5.05314,0.940776,-29.1562,-6.42617,374.4,213.433,287.204,0.62162,169.454,105.352,267.074
12.3,-4.08861,25.591,218.869,-64.4184,403.202,3448.41,523.171,-211.973,0.265003,83.331,91.0702,99.0773,-0.563265,-1.84555,4.13508,-573.246,-22.6848,731.692,-187.471,286.49,-7.57538,114.052,97.7569,253.028,-0.100221,-5.13532,1.56908,-64.4047,-151.133,416.399,213.433,287.204,0.62162,163.01,93.6547,268.882
12.31,-8.07613,22.8062,209.582,-131.098,370.207,3402.09,521.603,-211.463,0.261813,83.7897,92.2068,109.5,0.44992,-1.52834,3.41553,-413.465,19.0821,712.591,-187.471,286.49,-7.57538,114.107,82.4958,286.404,0.156695,-5.21863,0.946191,-350.032,-58.3934,440.035,213.433,287.204,0.62162,169.723,80.5968,271.72
12.32,-11.0525,20.7348,204.357,-186.126,349.178,3441.4,519.747,-210.367,0.259449,84.2064,93.0958,118.059,0.733683,-2.07656,5.32174,63.0149,-178.353,457.076,-218.509,203.195,-7.44355,111.316,82.1504,289.459,0.306759,-5.17594,2.2005,-66.1976,-13.5849,414.951,213.433,287.204,0.62162,156.968,82.0639,273.392
12.33,-12.4977,19.0986,202.04,-220.204,336.511,3559.87,518.146,-210.859,0.253285,84.5999,93.5397,123.2,0.725445,-1.91968,3.49385,-387.411,-39.3307,560.001,-187.471,286.49,-7.57538,118.786,78.2701,290.702,0.652439,-4.92824,1.10876,-87.2174,58.5697,423.732,213.433,287.204,0.62162,167.321,59.5257,277.541
12.34,-13.0446,18.9414,202.384,-223.442,324.447,3466.64,517.135,-209.408,0.254448,84.6532,93.6879,124.555,0.183307,-2.19609,4.60879,-529.047,-62.6796,624.88,-187.471,286.49,-7.57538,115.478,87.7223,274.771,-0.08745,-4.88772,0.551398,-132.658,46.8824,441.062,213.433,287.204,0.62162,173.563,99.0119,268.975
12.35,-12.01,19.408,206.006,-215.129,347.647,3690.08,516.225,-209.324,0.251991,84.618,93.3365,121.75,-0.484357,-2.04141,4.13475,-552.252,-201.683,541.095,-187.471,286.49,-7.57538,116.277,96.6813,256.653,-0.270106,-5.21796,1.88011,-5.11305,96.9233,394.467,213.433,287.204,0.62162,160.185,98.1754,267.037
12.36,-9.61125,20.8686,214.668,-188.334,408.922,4206.44,511.147,-210.888,0.232415,84.4475,92.5636,114.729,-0.916601,-1.88596,3.81867,-511.464,-125.853,725.729,-187.471,286.49,-7.57538,116.284,103.497,244.08,-0.133669,-5.34305,0.942627,-136.236,57.2397,448.009,213.433,287.204,0.62162,169.995,98.071,268.567
12.37,-7.35425,22.5137,223.937,-146.348,448.018,4456.3,508.625,-211.347,0.223608,84.259,91.881,108.09,-0.845509,-1.65035,2.30835,-546.782,-69.0018,689.749,-187.471,286.49,-7.57538,125.563,110.117,242.873,0.190164,-5.05232,1.57268,63.655,-145.998,468.629,213.433,287.204,0.62162,162.71,83.1054,272.156
12.38,-6.10647,23.8268,233.735,-124.616,486.239,4769.88,508.85,-212.173,0.221901,84.1794,91.4965,104.375,-1.34575,-1.65204,4.29733,-499.26,2.33475,707.612,-187.471,286.49,-7.57538,111.028,107.388,230.834,-0.230664,-5.09352,2.03705,-250.294,95.05,387.619,213.433,287.204,0.62162,158.202,96.4603,267.407
12.39,-5.83563,24.451,244.904,-115.824,485.297,4860.8,503.904,-212.225,0.207066,84.2985,91.365,103.423,-0.995462,-2.0039,3.58058,-597.347,-60.7203,764.925,-187.471,286.49,-7.57538,119.234,105.537,243.584,-0.142745,-5.05242,1.64674,-295.769,151.827,404.884,213.433,287.204,0.62162,161.948,94.9542,268.382
12.4,-6.24516,24.271,252.724,-122.293,475.278,4948.87,505.26,-212.219,0.21111,84.5143,91.4156,104.43,-0.566282,-1.84555,3.41982,-303.218,4.44676,708.907,-187.471,286.49,-7.57538,118.354,99.4022,252.942,0.14363,-4.88627,1.96333,-132.202,19.1739,406.267,213.433,287.204,0.62162,158.11,85.8159,271.684
12.41,-6.97244,23.5571,258.687,-137.08,463.139,5085.85,504.034,-211.318,0.210058,84.7968,91.5439,106.488,-0.957783,-1.57228,3.58042,-510.151,-97.5099,810.192,-187.471,286.49,-7.57538,113.708,104.976,238.652,-0.353001,-5.38371,1.87922,-106.68,65.9689,448.858,213.433,287.204,0.62162,160.758,100.639,266.249
12.42,-7.76575,23.2185,262.795,-145.262,434.313,4915.71,500.607,-212.059,0.197751,84.9509,91.6926,108.493,-0.53051,-1.84543,2.62492,-589.116,1.37565,756.843,-187.471,286.49,-7.57538,125.109,101.426,253.962,-0.0132319,-5.21842,1.25715,-128.376,-103.152,246.298,213.433,287.204,0.62162,166.455,90.603,269.855
12.43,-8.19985,23.5336,262.274,-150.719,432.562,4820.77,501.632,-211.456,0.202527,84.8726,91.7907,109.21,-1.30657,-1.76959,4.21769,-362.217,-43.0299,752.668,-187.471,286.49,-7.57538,112.761,107.212,233.56,-0.0667523,-4.96901,2.19557,-215.047,53.7544,490.622,213.433,287.204,0.62162,156.162,91.7414,269.23
12.44,-8.23923,23.3554,261.564,-152.186,431.396,4831.31,497.869,-211.917,0.190031,84.8975,91.8042,109.432,-0.682461,-2.00285,3.57926,-374.806,-6.93952,809.911,-187.471,286.49,-7.57538,119.23,100.795,251.184,-0.383788,-4.97028,1.01739,-104.578,24.6385,422.395,213.433,287.204,0.62162,168.432,110.668,265.585
12.45,-8.28067,23.4697,257.71,-160.103,453.776,4982.71,496.159,-211.733,0.185482,84.7964,91.8404,109.434,-1.5013,-2.43709,3.90062,-557.648,124.239,774.261,-187.471,286.49,-7.57538,121.997,111.051,238.366,-0.467612,-5.26023,1.09487,-227.397,-14.9082,506.795,213.433,287.204,0.62162,168.242,113.127,264.92
12.46,-8.55447,23.3637,253.993,-155.165,423.782,4607.06,492.446,-213.16,0.170354,84.7444,91.929,110.11,-0.567229,-1.96324,3.10193,-404.766,21.5906,764.404,-187.471,286.49,-7.57538,122.33,100.363,253.885,0.020321,-5.21781,1.8838,-99.6339,101.94,440.614,213.433,287.204,0.62162,160.149,89.382,270.223
12.47,-8.71019,23.4829,248.822,-166.007,447.561,4742.29,490.237,-213.099,0.16397,84.6086,92.0049,110.351,-0.922767,-1.84675,2.38815,-668.546,-56.4422,721.493,-187.471,286.49,-7.57538,127.715,111.126,243.45,-0.258285,-5.05314,0.940776,-186.154,45.1844,407.189,213.433,287.204,0.62162,169.454,105.352,267.074
12.48,-8.39334,23.0626,244.478,-148.907,409.157,4337.31,486.147,-212.81,0.152653,84.611,91.9663,109.998,-0.526224,-1.92387,3.5786,-402.679,2.00052,741.432,-187.471,286.49,-7.57538,118.263,98.3652,254.702,-0.549893,-4.68039,1.01501,-29.9999,100.54,436.941,213.433,287.204,0.62162,167.764,118.447,263.299
12.49,-8.5536,23.0587,240.252,-149.482,402.973,4198.64,484.127,-213.285,0.145289,84.5177,92.039,110.352,-0.297915,-2.00156,1.98815,-407.078,41.7622,734.43,-187.471,286.49,-7.57538,135.193,98.5221,261.534,0.13584,-5.17567,2.58972,-175.77,70.8148,410.223,213.433,287.204,0.62162,153.418,86.9974,271.503
12.5,-8.43128,21.8892,235.535,-132.199,343.212,3693.09,482.864,-212.134,0.144849,84.6905,92.0501,111.066,-0.288909,-1.68772,4.37235,-421.862,-80.6778,651.414,-187.471,286.49,-7.57538,111.107,93.7804,260.286,-0.0458555,-5.09482,0.552119,-109.976,-6.51125,437.657,213.433,287.204,0.62162,173.815,94.7477,269.484
12.51,-8.29457,21.3819,233.588,-131.409,338.748,3700.67,480.355,-212.094,0.137512,84.7699,92.0337,111.203,-0.247989,-1.92294,4.6106,-673.332,-74.8909,576.636,-187.471,286.49,-7.57538,112.64,93.0788,262.652,0.0342522,-5.30169,0.788161,-135.241,-18.5514,509.93,213.433,287.204,0.62162,171.544,87.5116,270.37
12.52,-8.36811,20.7389,232.13,-113.264,280.705,3141.92,476.623,-212.254,0.125972,84.8946,92.0646,111.974,0.0563804,-1.64733,2.78139,-769.686,-170.796,520.366,-187.471,286.49,-7.57538,120.637,88.8387,271.96,-0.0182133,-5.17663,1.64843,11.837,26.2423,432.502,213.433,287.204,0.62162,162.337,90.633,269.798
