time,LGLTMED,LRF,LADDLONG,LBF,LTA,LGM
1.578,0.0006028163312596081,0.02314052544657331,0.0002287214178966522,0.00030125608341640206,0.2463517675720207,0.0005189685076897923
1.579,0.00041648661904940005,0.02197224863138747,0.0003507756767733649,3.8395791852502325e-05,0.26115417137709823,0.0005451702764224372
1.5799999999999998,0.00023026432063213585,0.020814847843827616,0.0004725815426286308,0.00022209263562764092,0.27596125834572416,0.0005714021383052474
1.5809999999999995,4.426462013727388e-05,0.019668989987330146,0.0005940630947276307,0.00048004328177601033,0.2907631484216243,0.0005976471650299285
1.5819999999999996,0.00014139691244457965,0.01853532642683415,0.0007151448545397394,0.0007352936720143149,0.3055499775656379,0.0006238884608122272
1.5829999999999995,0.00032660444844142666,0.017414492089156807,0.0008357519028426421,0.0009876850403069857,0.32031191515322427,0.0006501091934958246
1.5839999999999994,0.0005112420281541738,0.016307104599239362,0.0009558099956419589,0.0012370625883213447,0.33503918136729854,0.0006762926256080762
1.5849999999999993,0.0006951936888220022,0.01521376345423914,0.001075245678559086,0.0014832757371232457,0.34972206452690713,0.0007024221452527356
1.5859999999999992,0.000878343592737266,0.014135049237226723,0.0011939863993677615,0.0017261783706775796,0.3643509382930542,0.0007284812967283931
1.586999999999999,0.0010605761553554025,0.013071522872061928,0.0013119606183917434,0.0019656290704443487,0.37891627869497485,0.0007544538107634468
1.587999999999999,0.0012417761732460787,0.012023724920864523,0.0014290979165053406,0.0022014913403951403,0.3934086809238324,0.0007803236342657842
1.5889999999999989,0.0014218289517351815,0.010992174925348932,0.0015453291005046547,0.0024336338218077453,0.4078188758457249,0.0008060749594923774
1.5899999999999987,0.0016006204320892761,0.009977370793127617,0.001660586305634113,0.002661930497224376,0.4221377461909384,0.0008316922525546277
1.5909999999999986,0.001778037318097986,0.008979788229919253,0.0017748030950611295,0.0028862608829821573,0.4363563423806673,0.0008571602811831433
1.5919999999999983,0.00195396720191658,0.007999880218433841,0.0018879145561016544,0.0031065102097507648,0.4504658979556359,0.0008824641416835206
1.5929999999999984,0.0021282986890364926,0.00703807654456331,0.00199985739300933,0.0033225695905441796,0.4644578445734947,0.0009075892850190742
1.5939999999999983,0.0023009215222577514,0.00609478337136565,0.0021105700161545868,0.0035343361757054817,0.47832382654383987,0.0009325215419607561
1.5949999999999982,0.0024717267045437853,0.005170382861163303,0.002219992627435342,0.0037417132943924434,0.4920557148711289,0.0009572471472455226
1.595999999999998,0.0026406066206469017,0.004265232845863137,0.002328067301777525,0.003944610582123457,0.5056456207763645,0.0009817527626851015
1.596999999999998,0.002807455157399743,0.0033796665453660127,0.0024347380645961037,0.00414294409398424,0.519085908668278,0.0010060254991669142
1.597999999999998,0.002972167822574412,0.0025139923337245667,0.0025399509650966745,0.004336636403159296,0.532369208534158,0.0010300529374909434
1.5989999999999978,0.0031346418622106784,0.0016684935525673455,0.002643654145304387,0.0045256166845475424,0.5454884277195619,0.0010538231479873222
1.5999999999999976,0.0032947763763157235,0.0008434283712259389,0.0027457979047185855,0.004709820783340194,0.5584367620648966,0.001077324708863101
1.6009999999999975,0.003452472432834467,3.9029692943511967e-05,0.002846334760511536,0.004889191268554671,0.5712077063655054,0.0011005467232261931
1.6019999999999974,0.003607633179789746,0.0007444948935215733,0.002945219503210855,0.005063677471607849,0.5837950641211402,0.0011234788347361834
1.602999999999997,0.0037601639554865245,0.001506963117664332,0.003042409247819018,0.005233235510087045,0.5961929565416142,0.0011461112418353141
1.6039999999999972,0.0039099723966709845,0.00224821798722969,0.0031378634803319117,0.005397828296945645,0.6083958307785311,0.0011684347105168145
1.604999999999997,0.004056968544525552,0.0029681277053729724,0.0032315440996184643,0.005557425535419695,0.6203984673576344,0.0011904405855974172
1.605999999999997,0.004201064948375178,0.0036665855459860563,0.003323415454620852,0.005712003700014433,0.6321959867911674,0.0012121208004676983
1.6069999999999969,0.0043421767669706846,0.004343509688246151,0.0034134443768332034,0.005861546003945004,0.643783855353784,0.0012334678853020524
1.6079999999999968,0.004480221867211201,0.004998843011498799,0.00350160020801418,0.006006042353442685,0.6551578900091506,0.0012544749737151385
1.6089999999999969,0.004615120920157569,0.005632552851642344,0.0035878548230904995,0.006145489289367746,0.6663142624778998,0.0012751358078579686
1.6099999999999963,0.0047467974941818245,0.006244630720221859,0.003672182648215518,0.006279889916606228,0.6772495024411874,0.001295444741950905
