time,LGLTMED,LRF,LADDLONG,LST,LTA,LGM
0.0,0.0001112741890601405,3.738220543448551e-05,0.00020065783274820823,0.0009980130047972495,0.00354839460742316,0.00043298208657351186
0.001,7.122002227186126e-05,7.534183818962674e-05,0.00024131068485079912,0.0010406968382884528,0.0037521365137784665,0.00034432795985496093
0.002,3.133204233060293e-05,0.00011334299617287143,0.0002819434250687225,0.00108289653881246,0.003956933604759328,0.0002560137180236148
0.003,8.36540886484618e-06,0.00015136342269839927,0.00032253061568221085,0.0011245554970109753,0.004162642168811906,0.0001680912028467046
0.004,4.7848264916762145e-05,0.00018938085203429295,0.00036304682878679793,0.0011656166934979342,0.0043691165390468,8.061183428802337e-05
0.005,8.70927724571476e-05,0.00022737304117975018,0.00040346668190100306,0.0012060227730511886,0.0045762092925804064,6.3734551339193855e-06
0.006,0.0001260755279797554,0.00026531780142868296,0.0004437648734472459,0.0012457161207690137,0.004783771453361708,9.281428495730605e-05
0.007,0.0001647735138670781,0.00030319302962423606,0.0004839162180082783,0.0012846389400922153,0.0049916526979285674,0.00017866089022777155
0.008,0.00020316413351322585,0.00034097673901703533,0.0005238956812644726,0.0013227333325959456,0.0051997015635362135,0.00026386418366508
0.009,0.00024122524545210815,0.00037864708964746363,0.0005636784145204084,0.0013599413794605482,0.005407765658100537,0.0003483758164284556
0.01,0.0002789351964091608,0.00041618241817845635,0.0006032397887329215,0.0013962052245366995,0.005615691871402053,0.00043214823736830425
0.011,0.0003162728532032792,0.0004535612671104436,0.0006425554279579368,0.0014314671589251693,0.0058233265870057125,0.0005151347506554129
0.012,0.0003532176334326406,0.0004907624133149384,0.0006816012421402868,0.0014656697069940108,0.006030515894370393,0.0005972895716806017
0.013,0.00038974953488367836,0.0005277648958283937,0.000720353459178543,0.0014987557137557776,0.006237105800650727,0.0006785678811191577
0.014,0.00042584916360688917,0.0005645480428533247,0.0007587886562042362,0.0015306684335261206,0.006442942441730806,0.0007589258770562767
0.015,0.00046149776060666083,0.0006010914979195546,0.0007968837900206733,0.001561351619784459,0.0066478722920708475,0.0008383208250726877
0.016,0.0004966772270958382,0.0006373752451651186,0.0008346162266506981,0.0015907496161572862,0.0068517423729913905,0.0009167111061937265
0.017,0.0005313701482707996,0.0006733796337035715,0.0008719637699455842,0.001618807448444014,0.007054400459062836,0.000994056262610967
0.018,0.0005655598155698789,0.0007090854010513067,0.0009089046892098086,0.0016454709176037113,0.007255695282306178,0.001070317041094462
0.019,0.0005992302473859222,0.0007444736955942988,0.0009454177458000721,0.0016706866936190765,0.007455476733936411,0.0011454554340264804
0.02,0.000632366208211415,0.0007795260980780832,0.0009814822186624123,0.0016944024101519775,0.00765359606338972,0.001219434718003201
0.021,0.0006649532262019844,0.0008142246421077153,0.0010170779287779798,0.0017165667599028623,0.007849906074371665,0.0012922194899664403
0.022,0.0006969776091518176,0.0008485518336464979,0.0010521852624947856,0.0017371295905840342,0.008044261317651243,0.0013637757008405985
0.023,0.000728426458882669,0.0008824906695043836,0.0010867851937288275,0.001756042001414172,0.008236518280309284,0.0014340706866594617
0.024,0.0007592876840560322,0.000916024654809495,0.0011208593050237015,0.001773256440039076,0.008426535571133424,0.0015030731971736808
0.025,0.0007895500114252441,0.000949137819458565,0.0011543898074632452,0.0017887267997822786,0.008614174101842165,0.0015707534219339843
0.026,0.000819202995550637,0.0009818147335437367,0.0011873595594364152,0.001802408517129123,0.008799297263822352,0.001637083013848614
0.027,0.0008482370270063837,0.0010140405217543712,0.0012197520842565283,0.0018142586693481225,0.00898177110007608,0.0017020351102165375
0.028,0.0008766433391121453,0.001045800876754069,0.0012515515866378154,0.001824236072152564,0.009161464472088963,0.0017655843512407864
0.029,0.0009044140132258913,0.0010770820715353569,0.001282742968031482,0.0018323013773029534,0.009338249221347635,0.0018277068960291742
0.03,0.0009315419826364902,0.0011078709707567677,0.0013133118408219441,0.0018384171700473778,0.009512000325250161,0.0018883804360934908
0.031,0.000958021035096041,0.0011381550410683177,0.001343244541381994,0.0018425480662927845,0.009682596047172193,0.0019475842063637289
0.032,0.0009838458140325223,0.001167922360431491,0.0013725281419836362,0.0018446608093960564,0.009849918080479126,0.0020052989937416354
0.033,0.0010090118184834138,0.00119716162643986,0.0014011504615597159,0.0018447243664599627,0.010013851686313162,0.0020615071432284744
0.034,0.0010335154017904991,0.0012258621636473217,0.0014291000753104857,0.0018427100240157996,0.010174285825031314,0.002116192561674617
0.035,0.0010573537690947664,0.0012540139299125558,0.0014563663231487419,0.0018385914829721862,0.010331113281218128,0.002169340719211256
0.036,0.001080524973668067,0.0012816075217701734,0.0014829393169766317,0.001832344952708164,0.010484230782234634,0.0022209386484348683
0.037,0.0011030279121155182,0.0013086341788409552,0.0015088099467863746,0.0018239492441879102,0.010633539110284383,0.002270974941422013
0.038,0.0011248623184802549,0.0013350857872955976,0.0015339698855760294,0.0018133858619733823,0.010778943207977796,0.00231943974465587
0.039,0.0011460287572803913,0.0013609548823881813,0.001558411593070783,0.0018006390950101195,0.010920352277366893,0.002366324751947292
0.04,0.0011665286155072016,0.0013862346500764379,0.0015821283182406581,0.0017856961060607913,0.01105767987241674,0.0024116231954329124
0.041,0.0011863640936137128,0.001410918927745293,0.0016051141006070615,0.0017685470196608245,0.011190843984884001,0.0024553298347318115
0.042,0.0012055381955236694,0.0014350022040482584,0.0016273637703326429,0.001749185008469738,0.011319767123582512,0.0024974409443413686
0.043,0.0012240547176912463,0.001458479617878552,0.0016488729470910774,0.001727606377890207,0.011444376387022944,0.0025379542993525664
0.044,0.0012419182372415745,0.00148134695647897,0.0016696380377155867,0.0017038106488250666,0.011564603529419253,0.002576869159564614
0.045,0.0012591340992215503,0.0015036006526971514,0.0016896562326277136,0.0016778006384414318,0.011680385020067765,0.0026141862520778305
0.046,0.001275708402989804,0.0015252377813916571,0.001708925501051625,0.0016495825388108936,0.011791662096128534,0.0026499077524422703
0.047,0.0012916479877741142,0.0015462560549943684,0.0017274445850245443,0.0016191659932944242,0.011898380808864776,0.0026840372644371135
0.048,0.0013069604174240361,0.0015666538182359283,0.0017452129922208327,0.0015865641705394137,0.012000492063414199,0.0027165797985513698
0.049,0.001321653964386434,0.0015864300420427868,0.0017622309876147752,0.0015517938359541805,0.012097951652171493,0.0027475417492298588
0.05,0.0013357375929319028,0.0016055843166164077,0.0017784995840139579,0.0015148754205229634,0.012190720281855288,0.0027769308709410584
0.051,0.0013492209416601615,0.0016241168437073168,0.0017940205315005427,0.0014758330868226309,0.012278763594318972,0.002804756253116948
0.052,0.001362114305311716,0.0016420284280995597,0.0018087963058217135,0.0014346947921016861,0.012362052181145477,0.0028310282940099247
0.053,0.0013744286159111472,0.0016593204683248534,0.0018228300957732273,0.0013914923482821586,0.012440561592042893,0.0028557586735077152
0.054,0.0013861754232646763,0.0016759949466292547,0.0018361257896214306,0.0013462614787444628,0.01251427233703286,0.0028789603249435272
0.055,0.0013973668748320128,0.0016920544182176906,0.0018486879606093001,0.0012990418717534775,0.012583169882401794,0.0029006474059357005
0.056,0.0014080156949905485,0.001707501999803799,0.0018605218515916175,0.0012498772303814265,0.012647244640368005,0.0029208352682888006
0.057,0.0014181351637088464,0.0017223413574952388,0.0018716333588444554,0.0011988153187808986,0.012706491952401417,0.0029395404269862814
0.058,0.001427739094646136,0.0017365766940481214,0.0018820290150955697,0.0011459080046603222,0.012760912066112424,0.002956780528303567
0.059,0.0014368418126954573,0.0017502127355274824,0.0018917159718250913,0.0010912112978144644,0.01281051010560677,0.0029725743170696075
0.06,0.0014454581309900141,0.0017632547174124744,0.001900701980889687,0.0010347853845637824,0.012855296035193767,0.002986941603103704
0.061,0.0014536033273942744,0.0017757083701844018,0.0019089953755273255,0.0009766946579584542,0.012895284616340558,0.0029999032268516385
0.062,0.0014612931205025587,0.0017875799044330565,0.0019166050508025697,0.0009170077436053733,0.01293049535778096,0.0030114810242416355
0.063,0.0014685436451681213,0.0017988759955132364,0.0019235404435527896,0.0008557975209790507,0.012960952458709603,0.003021697790778897
0.064,0.0014753714275851692,0.001809603767780277,0.001929811511893798,0.0007931411400798157,0.012986684745023904,0.0030305772448998977
0.065,0.0014817933599450019,0.0018197707784316439,0.0019354287143401197,0.0007291200333047432,0.01300772559862594,0.003038143990615548
0.066,0.0014878266746858391,0.0018293850009805947,0.0019404029885914484,0.000663819922398581,0.013024112879868535,0.003044423479484299
0.067,0.0014934889183543605,0.0018384548083863674,0.0019447457300336636,0.0005973308203541307,0.013035888843317392,0.003049441971969353
0.068,0.0014987979250960341,0.0018469889558628927,0.0019484687700009405,0.0005297470281343204,0.013043100047085502,0.0030532264982458734
0.069,0.0015037717897915842,0.0018549965633858265,0.001951584353845331,0.0004611671260918317,0.013045797256057472,0.003055804818532913
0.07,0.0015084288408588147,0.0018624870979172996,0.0019541051188609907,0.0003916939599669432,0.013044035339349358,0.0030572053830291482
0.071,0.0015127876127420945,0.0018694703553696168,0.0019560440721106322,0.0003214346213500104,0.013037873162345528,0.0030574572915305007
0.072,0.0015168668181148174,0.0018759564423326731,0.001957414568201151,0.0002505004225003253,0.013027373473632394,0.0030565902528025394
0.073,0.0015206853198216329,0.0018819557575944443,0.0019582302870538933,0.00017900686541649744,0.013012602787129013,0.003054634543774187
0.074,0.0015242621025867743,0.001887478973488793,0.001958505211713205,0.00010707360505509142,0.012993631259709829,0.0030516209686141577
0.075,0.001527616244513286,0.0018925370171092358,0.0019582536062351667,3.48244065958335e-05,0.012970532564627714,0.0030475808177483957
0.076,0.0015307668883965061,0.001897141051430725,0.0019574899936967566,3.7612903344845234e-05,0.012943383761070425,0.0030425458268753982
0.077,0.0015337332128740225,0.0019013024563834878,0.0019562291343631377,0.00011010649164404266,0.012912265160213241,0.00303654813603671
0.078,0.0015365344034329726,0.0019050328099228108,0.001954486004046709,0.00018252057983019607,0.012877260188157805,0.003029620248801911
0.079,0.0015391896232939126,0.001908343869135883,0.0019522757726864056,0.0002547155115429506,0.012838455246167259,0.0030217949916303203
0.08,0.0015417179841889918,0.0019112475514220708,0.001949613783170903,0.00032654782636042594,0.012795939568620221,0.0030131054734740376
0.081,0.0015441385170514542,0.0019137559157776747,0.0019465155304258079,0.00039787034005094865,0.012749805079109038,0.003003585045687938
0.082,0.0015464701426337849,0.0019158811442111557,0.0019429966407826208,0.00046853223129911215,0.012700146245098184,0.002993267262311105
0.083,0.0015487316420728517,0.0019176355233103013,0.001939072851645775,0.0005383791349498031,0.01264705993153794,0.0029821858407806487
0.084,0.001550941627421318,0.0019190314259789054,0.0019347599914734718,0.0006072532418083867,0.01259064525380391,0.002970374623133723
0.085,0.0015531185121645604,0.001920081293357399,0.0019300739600882847,0.0006749934050302456,0.012531003430310867,0.0029578675377485452
0.086,0.0015552804817415347,0.0019207976169391646,0.001925030709333917,0.0007414352531277289,0.012468237635133666,0.002944698561671069
0.087,0.0015574454640877597,0.0019211929208917213,0.0019196462240940566,0.000806411309616418,0.012402452850960009,0.0029309016835703063
0.088,0.0015596311002197113,0.0019212797445897075,0.001913936503687531,0.0008697511193149061,0.012333755722698916,0.002916510867361495
0.089,0.0015618547148821351,0.0019210706253652426,0.0019079175436511877,0.0009312813813033768,0.012262254412071934,0.002901560016532486
0.09,0.0015641332872825286,0.0019205780814814989,0.0019016053179185194,0.0009908260885370544,0.012188058453518374,0.0028860829392052434
0.091,0.0015664834219403898,0.0019198145953374152,0.001895015761398273,0.001048206674101503,0.01211127861174914,0.0028701133139614724
0.092,0.0015689213196829592,0.001918792596914843,0.0018881647529533229,0.001103242164087448,0.012032026741283766,0.002853684656459171
0.093,0.0015714627488234271,0.0019175244474826647,0.0018810680987764055,0.0011557493370525631,0.011950415648299,0.0028368302868648177
0.094,0.0015741230165608531,0.001916022423574339,0.0018737415161564532,0.0012055428900258603,0.01186655895510225,0.002819583298123344
