time,LGLTMED,LRF,LADDLONG,LST,LTA,LGM,RGLTMED,RRF,RADDLONG,RST,RTA,RGM
0,-0.00222663,-0.0131058,-0.00403754,0.00295196,-0.0704454,0.00810386,0.0155389,0.0228842,-0.0348507,-0.00379133,0.014372,0.000590937
0.001,0.000716177,-0.00543311,-0.00985463,0.0159221,-0.186055,-0.0267606,0.046691,0.119841,-0.0573235,-2.30E-06,0.0204916,-0.0145791
0.002,0.0046596,0.00821065,-0.0190821,0.0011502,-0.200513,0.00684892,0.0150018,0.215672,-0.0864351,0.000488889,-0.0371923,-0.00184621
0.003,0.00289641,0.020501,-0.0259617,-0.00380432,-0.155935,0.0177114,0.0135866,0.155504,-0.0932827,0.00500485,0.0822118,0.0122613
0.004,-0.0027368,0.0195319,-0.0289979,-0.0202832,0.0567092,-0.000554279,0.0122559,0.0843726,-0.0644873,0.00194632,-0.118944,0.00823446
0.005,-0.000943668,0.00803814,-0.0309549,-0.00706329,0.173573,0.00426151,0.0156025,0.0611768,-0.0263023,-0.00167123,-0.0298867,0.0147797
0.006,0.00400797,0.00186937,-0.0370234,-0.0031782,0.121534,-0.0111555,-0.00810363,-0.0587915,0.0167179,-0.00493663,-0.043564,0.0190929
0.007,0.0029672,0.00466266,-0.0200283,-0.00462641,0.0944497,-0.0211481,-0.010029,-0.242637,0.0444678,-0.00724305,-0.00845546,0.0144663
0.008,0.000820433,-8.95E-05,0.00541046,0.0243344,0.0926256,-0.0034115,-0.00084951,-0.276147,0.0524005,-0.0107279,0.0206738,0.0121895
0.009,0.0073355,-0.0203502,0.0133902,0.0169038,0.0372731,0.00393936,-0.0257231,-0.12171,0.0432752,-0.00318131,0.0131734,0.0354453
0.01,0.0103053,-0.00182378,0.00822158,0.0167497,0.0427413,-0.0045528,-0.0355006,0.0529969,0.0271519,-0.000466496,0.0137686,0.0329418
0.011,0.00850577,0.004197,-0.0024312,0.0168709,0.0402413,0.0120427,-0.0258833,0.0818861,-0.0100389,-0.00349025,0.00980363,0.00922131
0.012,0.00803296,-0.00261283,-0.00877079,0.0136141,-0.00119547,0.0189703,-0.0175826,-0.0140523,-0.00730364,-0.00644389,0.0212699,0.0124537
0.013,0.00216075,0.00061584,-0.0171737,0.0188816,-0.0234385,0.00466321,0.0141744,-0.083225,0.0319551,0.0038072,0.0202378,-0.00746788
0.014,0.00216532,0.00257178,-0.00807178,0.0247304,-0.0397717,-0.00247217,0.0615103,-0.0646742,0.0872392,0.0147632,0.00989703,-0.0283257
0.015,-0.00448315,-0.00592002,0.0082009,-0.0469821,-0.0253218,-0.00851818,0.017356,0.0299485,0.0904233,0.0111757,0.0184531,-0.0315595
0.016,-0.00773128,0.00838546,0.00788515,-0.0647389,-0.00677664,0.0143178,-0.0151038,0.139263,0.0133264,0.00464705,0.0292413,-0.0407125
0.017,-0.00789998,0.00701537,0.0053681,0.0297468,-0.0257648,0.0102086,-0.00258053,0.164942,-0.0569043,0.00219716,0.0347416,-0.0481822
0.018,-0.00713791,-0.00791581,0.0128971,0.0356765,-0.0289936,-0.00343265,-0.00547689,0.0885651,-0.089282,0.00260269,0.0393215,-0.0316967
0.019,-0.00270709,-0.00133533,0.0216573,0.0195887,-0.0162603,-0.00126103,0.00156274,0.0488105,-0.101932,0.00402806,0.0335977,-0.00772163
0.02,-0.00254768,0.000794016,0.0179439,0.017492,-0.00566149,0.0109384,0.00696861,0.0787129,-0.0595334,0.0125705,0.0267844,0.0109541
0.021,-0.00147496,0.00455418,0.00543874,0.0119758,-0.0168103,0.0118152,0.0086309,0.0516581,-0.0228538,0.0117405,0.0256367,0.0124626
0.022,-0.0025427,-0.00411498,0.0155869,-0.0159044,-0.0531372,0.0099224,0.00809912,-0.00946101,0.00443876,0.00121858,0.0262132,0.0124003
0.023,0.00187765,-0.00722982,0.007194,-0.0414544,-0.0780796,-0.00145061,0.00752911,0.0695945,0.0302871,-0.00253411,0.0178447,0.0150658
0.024,0.00476634,0.0028182,-0.00509132,-0.0155584,-0.0654258,-0.00521409,0.0112087,0.330282,-0.0127448,0.0038188,0.0136538,0.00125249
0.025,-0.00272798,0.0055623,-0.00570782,-0.0111605,-0.0582062,0.00687056,0.00999297,0.513688,-0.0681916,0.000419453,0.0130198,-0.00155877
