time,RGLTMED,RRF,RADDLONG,RST,RTA,RGM
0.0,0.12612630352476129,0.303323910259026,0.8900812541128708,0.02842802826445581,0.007112815862161983,0.04284767031406895
0.001,0.14509244868636942,0.32483509876145156,0.8336102730648746,0.02560390056126211,0.005777940004226467,0.044454747210399014
0.002,0.1641029659907675,0.3462310225090824,0.7776248264541896,0.02278136427266012,0.004441739936005372,0.046062737901242976
0.003,0.18314506852073276,0.3674951442698163,0.7221578675033112,0.019960758386707453,0.003104944554728671,0.047670614502122115
0.004,0.2022058770475629,0.3886110476269498,0.6672416614008186,0.01714235171896267,0.0017682761702754516,0.049277355035018254
0.005,0.22127243737344054,0.40956246502083954,0.6129077402257618,0.014326340503371955,0.0004324491284599921,0.05088194555335897
0.006,0.24033173773270824,0.4303333055636817,0.559186859482259,0.011512846110849611,0.0009018315170002147,0.0524833822729557
0.007,0.2593707262017476,0.4509076825332911,0.5061089563497212,0.008701912904631525,0.0022338712763737985,0.05408067370231897
0.008,0.2783763280682819,0.4712699404536145,0.45370310974719097,0.005893506241109827,0.0035629874346248956,0.0556728427658713
0.009,0.297335463112343,0.4914046816717193,0.40199750230358466,0.0030875106245223448,0.004888510197585329,0.05725892891355247
0.01,0.3162350627520533,0.5112967923444102,0.3510193843189108,0.0002837280236222891,0.006209783771283057,0.05883799021041946
0.011,0.33506208700924456,0.5309314677526356,0.30079503979431665,0.0025181236421157973,0.007526167372827435,0.06040910540005297
0.012,0.3538035412519194,0.5502942368676879,0.251349754602287,0.005318411839589092,0.008837036171815176,0.06197137593591561
0.013,0.37244649267351704,0.5693709860990741,0.20270778686172716,0.008117590575908927,0.01014178216165804,0.06352392797512989
0.014,0.39097808647220195,0.5881479821597039,0.15489233957536516,0.010916201362999043,0.011439814960527936,0.06506591432946761
0.015,0.40938556169720586,0.6066118939893415,0.10792553557837996,0.013714873987539697,0.01273056254181078,0.06659651636853935
0.016,0.4276562667338733,0.6247498136817388,0.061828394837935355,0.01651432708150147,0.014013471894082126,0.0681149458703397
0.017,0.4457776744049172,0.6425492763649071,0.01662081413353051,0.019315368489314033,0.015288009610813258,0.06962044681436806
0.018,0.46373739667175057,0.6599982789874977,0.027678450862238926,0.022118895428282166,0.01655366241020547,0.0711122971125608
0.019,0.48152319892590484,0.6770852979676465,0.07105180109328564,0.0249258944398978,0.017809937585756816,0.07258981027328569
0.02,0.4991230138647199,0.6937993056634815,0.11348280722019184,0.027737441130083897,0.019056363388327467,0.07405233699381708
0.021,0.5165249549483091,0.7101297856267172,0.15495622031979064,0.03055469969719248,0.02029248934066331,0.0754992666768539
0.022,0.5337173294360474,0.7260667466017323,0.19545798020105026,0.03337892224719862,0.02151788648545588,0.07693002886694672
0.023,0.5506886510006346,0.7416007352326177,0.23497522136134685,0.036211447896118805,0.022732147568131886,0.07834409460285809
0.024,0.5674276519170987,0.7567228474416515,0.2734962766134611,0.03905370166045246,0.023934887155644912,0.07974097768206129
0.025,0.5839232948229013,0.7714247384457827,0.3110106784192188,0.04190719313705652,0.025125741692574595,0.08112023583366362
0.026,0.600164784043878,0.7856986313836769,0.3475091579719342,0.04477351497463732,0.026304369495854664,0.08248147179604302
0.027,0.6161415764794338,0.7995373245341051,0.38298364207609265,0.04765434113934136,0.027470450689435152,0.08382433429541342
0.028,0.6318433920393737,0.8129341971165391,0.41742724787890584,0.05055142497745235,0.028623687080169886,0.08514851892147184
0.029,0.6472602236239167,0.8258832136755968,0.45083427551340777,0.05346659707815307,0.029763801976210407,0.08645376889611779
0.03,0.6623823466373896,0.8383789270611894,0.48320019871673164,0.056401762939619945,0.030890539949245392,0.08773987573116494
0.031,0.6772003280255667,0.8504164800244273,0.5145216534893133,0.05935890044175543,0.03200366654191683,0.08900667977091896
0.032,0.6917050348262841,0.8619916054552142,0.5447964248619567,0.062340057129294746,0.03310296792188214,0.09025407061559254
0.033,0.7058876422236847,0.8731006252916329,0.574023431838613,0.06534734730937844,0.03418825048398957,0.09148198742164224
0.034,0.7197396410973944,0.8837404481340122,0.6022027105842739,0.06838294896824013,0.035259340402124105,0.09269041907536359
0.035,0.7332528450598633,0.8939085655992501,0.6293353959290603,0.07144910051192405,0.03631608313226598,0.09387940423649431
0.036,0.7464193969770011,0.9036030474535071,0.6554237012619487,0.0745480973363217,0.037358342868312744,0.09504903124934684
0.037,0.7592317749685639,0.9128225355637648,0.6804708968899229,0.0776822882318861,0.038386001952223185,0.09619943792011333
0.038,0.7716827978858918,0.9215662367101083,0.7044812869404683,0.08085407162878984,0.03939896024013399,0.09733081116016029
0.039,0.7837656302647719,0.9298339143008054,0.7274601848865387,0.08406589168828905,0.0403971344262901,0.09844338649651187
0.04,0.7954737867519582,0.9376258790317223,0.7494138877739356,0.08732023424643408,0.04138045732686128,0.09953744745221248
0.041,0.8068011360049139,0.9449429785313916,0.7703496492313092,0.09061962261648408,0.04234887712605417,0.10061332480070678
0.042,0.817741904067201,0.9517865860334855,0.7902756513428371,0.09396661325649644,0.04330235658722605,0.10167139569963443
0.043,0.8282906772249521,0.958158588120055,0.8092009754630342,0.09736379130901458,0.04424087223198875,0.10271208271042803
0.044,0.8384424043527328,0.9640613715817969,0.8271355720519525,0.10081376601978553,0.04516441349047075,0.10373585271075221
0.045,0.8481923987598053,0.9694978094451666,0.8440902296079522,0.10431916604298101,0.04607298182593479,0.10474321570725756
0.046,0.8575363395487297,0.9744712462194686,0.8600765427741596,0.10788263464055836,0.04696658983695252,0.1057347235562178
0.047,0.866470272499388,0.9789854824194937,0.8751068796942215,0.11150682478384616,0.04784526034031173,0.10671096859956805
0.048,0.8749906104920588,0.9830447584203668,0.889194348692319,0.11519439416570025,0.048709025437746044,0.10767258222374877
0.049,0.8830941334853493,0.9866537377010905,0.9023527643518721,0.1189480001316039,0.049557925569601445,0.10862023334849134
0.05,0.8907779880676803,0.9898174895323844,0.91459661306624,0.12277029453816427,0.050392008558447055,0.10955462685243252
0.051,0.898039686604897,0.9925414711634754,0.9259410181336355,0.1266639185471421,0.051211328645701125,0.11047650194221248
0.052,0.9048771060090544,0.9948315095618013,0.9364017044672571,0.13063149736288424,0.052015945524338206,0.11138663047143348
0.053,0.9112884861551513,0.9966937827588362,0.9459949629905263,0.134675634920746,0.052805923370831176,0.1122858152156819
0.054,0.9172724279720236,0.998134800854564,0.9547376147863574,0.1387989085338633,0.05358132987952334,0.11317488810952421
0.055,0.922827891231941,0.9991613867332367,0.962646975069216,0.14300386350534833,0.05434223530272886,0.11405470845105971
0.056,0.9279541920608869,0.9997806565438255,0.9697408170498347,0.14729300771310128,0.05508871149986749,0.11492616107928412
0.057,0.9326510001890603,1.0,0.9760373357641728,0.15166880617421064,0.05582083099896906,0.11579015452911698
0.058,0.9369183359583307,0.9998270605561699,0.9815551119402617,0.1561336755961463,0.05653866607384583,0.11664761916863343
0.059,0.9407565671013337,0.999269715518167,0.9863130759775945,0.16068997892193798,0.05724228784009423,0.11749950532273207
0.06,0.9441664053051332,0.9983360561488274,0.990330472114008,0.1653400198766862,0.05793176537303978,0.11834678138727173
0.061,0.9471489025705956,0.9970343678297091,0.9936268228545259,0.17008603752295673,0.05860716485051231,0.11919043193748641
0.062,0.9497054473774537,0.995373110339496,0.9962218937351657,0.17493020083281735,0.05926854872326667,0.12003145583443368
0.063,0.9518377606633996,0.9933608983080316,0.9981356584928883,0.17987460328465454,0.05991597491574601,0.12087086433303221
0.064,0.9535478916247854,0.9910064819021499,0.9993882647101868,0.18492125749322574,0.06054949605978186,0.12170967919511366
0.065,0.954838213344981,0.9883187277964854,1.0,0.19007208988200613,0.06116915876377838,0.12254893081066177
0.066,0.9557114182554824,0.985306600479213,0.9999912587935423,0.19532893540745466,0.06177500291986191,0.12338965633015128
0.067,0.9561705134335783,0.9819791439392567,0.9993825097901845,0.2006935323454644,0.06236706105131599,0.12423289781061905
0.068,0.956218815738316,0.9783454637783096,0.9981942641249074,0.20616751715043743,0.06294535770252657,0.12507970037794888
0.069,0.9558599467845555,0.9744147097876807,0.9964470443054185,0.2117524193977383,0.06350990887352075,0.12593111040768432
0.07,0.9550978277517258,0.9701960590270149,0.9941613539672475,0.21744965682044645,0.06406072150102471,0.1267881737264844
0.071,0.9539366740218466,0.9656986994390762,0.9913576484920578,0.22326053045156113,0.06459779298786662,0.1276519338362782
0.072,0.9523809896396304,0.9609318140320388,0.9880563065310737,0.22918621988326518,0.06512111078245711,0.12852343016298357
0.073,0.9504355615872143,0.9559045656579258,0.9842776024721736,0.23522777865490865,0.06563065200992801,0.12940369633163304
0.074,0.9481054538667719,0.9506260824129332,0.9800416798861032,0.2413861297816984,0.06612638315644384,0.13029375846965416
0.075,0.9453960013856667,0.945105443682472,0.9753685259839847,0.24766206143621178,0.06660825980803972,0.13119463353997982
0.076,0.9423128036413148,0.9393516668510964,0.9702779471151423,0.25405622279465795,0.06707622644520422,0.13210732770563957
0.077,0.9388617182046128,0.9333736946950282,0.9647895453312479,0.2605691200594724,0.0675302162942981,0.13303283472742308
0.078,0.9350488540025034,0.927180383472659,0.9589226960395635,0.267201112669373,0.06797015123678715,0.13397213439611855
0.079,0.9308805644020425,0.9207804917260569,0.9526965267649308,0.27395240970766843,0.06839594177707929,0.13492619100067024
0.08,0.9263634401009344,0.9141826698037768,0.9461298970370965,0.28082306651962985,0.06880748706961766,0.13589595183351094
0.081,0.9215043018322109,0.9073954501124408,0.9392413794166335,0.2878129815497653,0.06920467500571371,0.13688234573411653
0.082,0.9163101928940243,0.9004272381015039,0.9320492416698697,0.29492189340995456,0.06958738236039178,0.13788628167174488
0.083,0.9107883715168402,0.8932863039826786,0.924571430100465,0.30214937818919413,0.06995547499936791,0.13890864736815703
0.084,0.9049463030809146,0.8859807751828865,0.9168255540429938,0.30949484701524965,0.07030880814603489,0.1399503079609325
0.085,0.898791652196454,0.8785186295271524,0.908828871521514,0.31695754387770336,0.07064722670818373,0.14101210470777892
0.086,0.8923322746571772,0.8709076891457586,0.9005982760739748,0.3245365437209522,0.07097056566401616,0.14209485373198544
0.087,0.8855762092769753,0.8631556150977457,0.8921502847405128,0.33223075081468934,0.07127865050695154,0.1431993448089039
0.088,0.878531669617387,0.8552699027007108,0.8835010272113594,0.34003889740828097,0.07157129774863352,0.14432634019315746
0.089,0.8712070356122088,0.8472578775546475,0.8746662361273073,0.3479595426745054,0.071848315479552,0.1454765734860653
0.09,0.8636108450950529,0.8391266922457234,0.8656612385230215,0.3559910719471748,0.07210950398662053,0.1466507485426493
0.091,0.8557517852355984,0.830883323713886,0.8565009484008442,0.3641316962561628,0.07235465642697349,0.1478495384175812
0.092,0.8476386838908055,0.8225345712662501,0.8471998604202918,0.3723794521626979,0.07258355955720605,0.14907358434940818
0.093,0.8392805008776398,0.8140870552159671,0.8377720446858103,0.3807322018969794,0.07279599451716784,0.15032349478242765
0.094,0.8306863191737053,0.8055472161237672,0.8282311426129741,0.38918763379952354,0.07299173766729315,0.15159984442550317
0.095,0.8218653360524694,0.7969213146168173,0.818590363850807,0.39774326306698804,0.07317056147827766,0.15290317334719825
0.096,0.8128268541589525,0.7882154317572696,0.8088624842351014,0.40639643280258264,0.07333223547168785,0.15423398610644928
0.097,0.8035802725310391,0.7794354699313186,0.7990598447450116,0.4151443153705139,0.0734765272098706,0.15559275091789526
0.098,0.7941350775716347,0.7705871542288676,0.7891943514324943,0.42398391405318103,0.07360320333330157,0.15697989885083077
0.099,0.7845008339766754,0.7616760342841002,0.7792774762913192,0.4329120650089116,0.0737120306433518,0.1583958230607603
0.1,0.7746871756251363,0.752707486547795,0.7693202590296838,0.44192543952672203,0.07380277722825472,0.15984087805276367
0.101,0.764703796437491,0.743686716962743,0.7593333097077329,0.45102054657331203,0.07387521362994538,0.1613153789761396
0.102,0.7545604412093552,0.7346187640141663,0.7493268121990981,0.4601937356259407,0.07392911404928351,0.16281960095022724
0.103,0.7442668964263296,0.7255085021272749,0.7393105284337119,0.46944119978351356,0.07396425758699862,0.16435377842164908
0.104,0.7338329810648568,0.716360645384558,0.7292938033781646,0.4787589791469697,0.07398042951758399,0.1659181045537308
0.105,0.72326853738217,0.7071797515360958,0.7192855707098693,0.4881429644591151,0.07397742259313643,0.1675127306491508
0.106,0.7125834216967538,0.6979702262779122,0.7092943591418203,0.49758890099351577,0.07395503837401457,0.169137765606981
0.107,0.7017874951589449,0.6887363277755879,0.699328299356115,0.5070923926815735,0.07391308858298098,0.17079327541527042
0.108,0.690890614510295,0.6794821714125048,0.6893951315056086,0.5166489064668796,0.073851396479279,0.17247928268013019
0.109,0.6799026228309144,0.6702117347433573,0.6795022132439104,0.5262537768756835,0.07376979824895247,0.17419576619221397
0.11,0.6688333402759098,0.6609288626337775,0.6696565282444672,0.5359022107927998,0.07366814440756121,0.17594266053137525
0.111,0.6576925548053721,0.6516372725663081,0.6598646951693805,0.5455892924330097,0.07354630121140912,0.17771985571012297
0.112,0.6464900129154243,0.6423405600916492,0.650132977048133,0.5553099884994764,0.07340415207340518,0.1795271968564233
0.113,0.6352354103800287,0.633042204402568,0.6404672910257262,0.5650591535223887,0.07324159897964398,0.18136448393630458
0.114,0.6239383830153585,0.623745574006137,0.6308732184385394,0.5748315353731096,0.07305856390289533,0.18323147151658778
0.115,0.6126084974795107,0.6144539324685058,0.621356015175482,0.5846217809507073,0.07285499020922456,0.1851278685678953
0.116,0.6012552421222321,0.6051704442053525,0.6119206222804366,0.5944244420387275,0.07263084405400688,0.18705333830767262
0.117,0.5898880179019778,0.5958981802904476,0.602571676751068,0.6042339813307845,0.07238611576363767,0.189007498082693
0.118,0.5785161293904991,0.5866401242541313,0.5933135224885081,0.6140447786239571,0.07212082119924813,0.1909899192902867
0.119,0.5671487758878108,0.5773991778430599,0.584150221352745,0.6238511371793662,0.07183500309876469,0.19300012733744318
0.12,0.555795042671632,0.5681781667125118,0.5750855642799532,0.6336472902493305,0.07152873239357385,0.195037601636996
0.121,0.5444638924055543,0.5589798460228333,0.566123082420136,0.643427407770161,0.07120210949600736,0.19710177564008788
0.122,0.5331641567297045,0.5498069059122062,0.5572660582558625,0.6531856032190317,0.07085526555380346,0.19919203690434145
0.123,0.5219045280559689,0.5406619768187316,0.5485175366651923,0.6629159406324602,0.0704883636677376,0.2013077271972453
0.124,0.5106935515886367,0.5315476346260765,0.5398803358939476,0.6726124417831877,0.07010160006862952,0.2034481426343231
0.125,0.499539617589507,0.5224664056084052,0.5313570584038788,0.6822690935114015,0.06969520525006453,0.20561253385167605
0.126,0.4884509539049685,0.5134207711519617,0.5229501015635243,0.691879855205398,0.06926944505328589,0.20780010621268943
0.127,0.47743561877133645,0.5044131722325023,0.5146616681484346,0.7014386664255615,0.06882462170078937,0.2100100200490907
0.128,0.46650149391312073,0.4954460136302264,0.5064937766174443,0.7109394546645005,0.06836107477527072,0.2122413909370785
0.129,0.45565627794758956,0.48652166786653284,0.4984482711332898,0.7203761432349683,0.06787918214063723,0.21449329000966888
0.13,0.44490748010759945,0.4776424788500384,0.4905268312983789,0.7297426592764025,0.0673793608020374,0.21676474430694767
0.131,0.434262414292859,0.4688107652231561,0.4827309815803166,0.7390329418697159,0.06686206770216109,0.21905473716632162
0.132,0.42372819345841767,0.460028823405023,0.4750621004061759,0.7482409502485913,0.06632780045146743,0.2213622086550741
0.133,0.41331172434745256,0.4512989303312988,0.4675214289101318,0.7573606720937076,0.06577709799038609,0.2236860560474892
0.134,0.4030197025738352,0.44262334589536,0.46011007932439607,0.7663861318940915,0.06521054118198484,0.22602513434864968
0.135,0.3928586080583113,0.43400431509827103,0.45282904300851473,0.7753113993575662,0.06462875333394806,0.22837825686675686
0.136,0.3828347008210541,0.42544406991629685,0.44567919811581924,0.7841305978498381,0.06403240064902933,0.23074419583558617
0.137,0.3729540171315386,0.41694483089472406,0.4386613168991491,0.7928379128400223,0.06342219260343052,0.23312168308864906
0.138,0.3632223660158559,0.4085088084763356,0.4317760726603245,0.8014276003290002,0.062798882252642,0.23550941078664303
0.139,0.3536453261199184,0.40013820407274026,0.4250240463489022,0.809893995236229,0.06216326646440524,0.2379060321999527
0.14,0.344228242926345,0.39183521088743056,0.4184057328168535,0.8182315197201194,0.06151618607829751,0.24031016254799498
0.141,0.3349762263216473,0.38360201450036824,0.4119215467364903,0.8264346914064465,0.06085852599139776,0.24272037989731898
0.142,0.32589414850978454,0.37544079322466706,0.40557182818936094,0.8344981314979858,0.06019121516937712,0.24513522612043404
0.143,0.3169866422676486,0.3673537182462082,0.3993568479338552,0.8424165727368382,0.059515226582238095,0.2475532079175308
0.144,0.30825809953723066,0.3593429535567161,0.39327681235864753,0.8501848671889489,0.05883157706394716,0.2499727979032305
0.145,0.29971267034891363,0.35141065569014784,0.38733186812838544,0.8577979938183092,0.058141327095148986,0.25239243576047105
0.146,0.2913542620694972,0.34355897327171914,0.3815221065275953,0.8652510658166319,0.057445580508212274,0.25481052946340915
0.147,0.2831865389680839,0.3357900463885213,0.3758475675083662,0.8725393376533159,0.05674548411401507,0.25722545657092577
