time,LGLTMED,LRF,LADDLONG,LST,LTA,LGM,RGLTMED,RRF,RADDLONG,RST,RTA,RGM
0,0.0012053,0.000432843,-0.000327134,0.00813137,0.0136099,0.00190142,-0.00569445,-0.00151576,0.000713336,-0.00100274,0.000355986,-0.0012533
0.001,-0.000410408,-0.00446578,0.000460478,-0.00174014,-0.0362529,0.00167036,-0.00969889,-0.0055017,0.00402195,0.00164668,-0.00401787,-0.0103591
0.002,-0.000154963,-0.00721864,0.00368916,-0.0113793,-0.0644754,0.000352824,-0.0167417,-0.00127512,0.000680345,0.00285584,0.00474437,0.00606174
0.003,0.000752639,-0.00478037,-0.00162244,-0.0205585,-0.0601298,0.00374027,-0.0219685,0.00290178,0.0028926,0.00506551,0.0147455,0.00344593
0.004,0.000177807,-0.00478413,-0.000515873,-0.0183631,0.048161,0.0057211,-0.0196008,-0.0103876,0.00455072,0.00522163,0.00218376,-0.000207889
0.005,0.000868667,-0.00509444,0.00487691,-0.0198101,0.0201994,0.00475966,-0.0215506,-0.012171,-0.000149494,-3.72E-05,0.00123805,-0.0110111
0.006,0.00557292,-0.00174221,0.00448869,-0.00999931,0.0061114,0.0109145,-0.015915,-0.0119249,0.000686924,-0.000951274,0.000307382,-0.000588949
0.007,0.00544026,-0.00143755,0.00381487,-0.000877741,-0.0292299,0.00189174,-0.00787118,-0.00935481,0.00308468,0.00155685,-0.00549609,0.000535822
0.008,0.00138419,0.00223345,0.00529686,0.00537833,-0.0632718,-0.0128666,0.00229408,-0.0050757,-0.000594332,0.00381779,-0.00427474,-0.00367262
0.009,0.00194559,0.00530879,0.0028287,0.00506805,-0.0722257,-0.0114058,0.0109408,-0.00519129,-0.00211939,0.00185622,-0.000914248,0.00173717
0.01,-0.00173128,0.010234,0.00525602,-0.00367953,-0.0109144,-0.00686357,0.0104609,-0.00420496,-0.00119445,0.00115618,-0.00335031,0.00180936
0.011,-0.000191875,0.00358257,0.00280628,-0.00473075,0.074308,-0.00230146,0.00728081,-0.00699339,-0.00149021,-0.00897364,-0.00456325,0.00264536
0.012,0.000454204,-0.00121956,-0.00269809,-0.00361915,0.0192911,0.00074832,0.0117894,-0.00439224,-0.00118335,-0.00199186,0.00368873,0.00637818
0.013,-0.00132475,-0.00234517,-0.00516294,-0.00984353,-0.076756,-0.000770657,0.00629391,-0.00462957,-0.00302748,-0.00537206,0.00614923,0.0191059
0.014,-0.000651462,-0.00101913,-0.00429175,-0.0451057,-0.0456547,0.00290316,0.00666675,-0.0119632,-0.0058078,-0.0023343,0.00281994,0.0231176
0.015,-0.00149855,0.00611186,-0.00619471,-0.0468674,0.0430526,0.00260978,0.00497216,-0.00592771,0.000847473,9.92E-05,-0.000195753,-0.0014417
0.016,9.65E-05,0.0135502,-0.00355153,-0.0233751,0.0609349,-0.00165614,0.001511,-0.0106099,0.00137119,-0.00356652,0.00106775,-0.0252992
0.017,-0.00227925,0.0167103,0.000584388,-0.0210034,0.0583865,-0.00135553,0.00146469,-0.00980806,-0.00393377,-0.00387152,0.00325095,-0.0219281
0.018,-0.00252605,0.00245611,0.000719741,-0.018361,0.029624,0.000453887,0.000552665,0.00841133,0.000189678,-0.00264616,0.00665558,-0.00721408
0.019,0.00087913,0.00342256,-0.00161909,-0.0157127,-0.0186484,-0.00660938,0.00181791,0.0166154,-0.00151887,-0.00080366,0.0015107,0.0163934
0.02,-0.0012213,-0.00024988,-0.00551581,-0.00995682,0.00998333,-0.0130886,-0.00146293,0.0188019,-0.00570298,0.00318538,-0.0140215,0.029967
0.021,0.0018521,-0.0119422,-0.00517011,-0.000425464,-0.00352755,-0.00403079,0.000161099,0.0128582,-0.0010703,0.00627266,-0.0179734,-0.011061
0.022,0.00124718,-0.02069,-0.00332466,0.00287257,-0.0189231,0.000730637,-0.000643988,0.0250446,-0.00257248,0.000830867,-0.00180084,-0.0179
0.023,-0.00151245,-0.0179648,0.000331898,0.000916485,-0.023103,-1.92E-05,7.97E-05,0.0434633,-0.00806942,0.00272974,-0.00120492,0.0054653
0.024,-0.000936038,-0.012625,0.00275535,-0.00317846,-0.00112906,-0.00230616,-0.00164439,0.0314832,-0.00748418,0.00159201,0.00182821,-0.0178839
0.025,-0.00160355,-0.00772174,-0.000624223,-0.00477107,-0.0122141,-1.95E-05,-0.00216304,0.0186799,-0.0078267,0.00199308,0.0118849,-0.0131872
0.026,-0.00382174,-0.00996163,0.00118701,-0.00745874,-0.0221794,0.000439429,-0.00575684,-0.00872146,-0.00420105,-0.00125833,0.0149334,-0.00242131
0.027,-0.00545473,-0.00620907,0.0112474,-0.00201887,0.00743225,0.00640265,-0.0078545,-0.0251349,0.00249352,-0.0017571,0.00822861,0.0180769
0.028,-0.00314411,0.00111146,0.0106403,0.00368337,0.010711,0.00811082,-0.00174589,-0.0254191,0.000373061,-0.00011712,-0.00640216,0.0263347
0.029,-0.000853696,0.00438996,-0.0021595,0.0072769,0.00323067,0.0055678,-0.000249793,-0.0297529,-0.00199895,-0.00366564,-0.0109599,-0.0158006
0.03,0.000506054,0.00273064,-0.00182448,-0.00124005,0.00819137,-5.01E-06,-0.00122951,-0.0402954,0.00485633,-0.00477515,-0.00300853,-0.0173955
0.031,-0.00150047,0.00072977,-0.00178618,-0.01417,-0.0207905,-0.000369453,-0.00254755,-0.036911,0.0172941,-0.00344608,-0.00208178,-0.00775601
0.032,0.00167789,0.00115123,-0.00235271,-0.00214646,-0.0248103,-0.00193691,-0.00115017,-0.0320997,0.022205,-0.00211836,-0.00329628,-0.00244913
0.033,0.003028,0.00706306,0.00379813,0.0022482,-0.0243031,0.00200405,0.00235497,-0.0069099,0.0232573,0.00287332,0.00494674,0.00646148
0.034,0.00102943,0.00566237,0.00171061,0.00336051,-0.0470162,0.000159414,0.000951665,0.0200859,0.014953,0.00359795,0.00830584,-0.0176424
0.035,0.00209541,0.00825292,0.0057255,0.00523146,-0.033094,-0.00106451,0.00288228,0.0379474,0.00521207,0.00585678,0.00281401,-0.00883638
0.036,0.000431043,0.00812938,0.00241058,0.0109846,0.0642119,-0.00380643,-0.00314308,0.0396936,0.0056088,0.00598848,-0.00268064,-0.00159656
0.037,6.48E-06,0.00224482,-0.000610742,0.0179413,0.088402,-0.000438623,-0.00583117,0.0222944,-0.00646693,0.00307572,-0.00512971,-0.0133043
0.038,-0.00100692,0.00250285,-0.00456633,0.0237221,0.0147957,-0.000117349,0.00519656,0.0123058,-0.0105959,-0.000444315,-0.00606177,-0.0125081
0.039,-0.00108077,0.00554578,-0.00427491,0.0311264,0.0164418,0.000208986,0.00278216,0.0182647,-0.011992,0.000610606,-0.00273067,-0.00406756
0.04,0.000703258,0.0013001,-0.00798141,0.0313438,0.00879782,-0.00129069,0.00218715,0.0239785,-0.0137279,-0.00078506,0.00517043,0.00319468
0.041,0.0040429,0.00135838,-0.00744823,0.0344701,-0.00052375,-0.0040057,0.00310742,0.0269778,-0.0145975,-0.00158591,0.00726767,0.00930858
0.042,0.00100583,-0.00221951,-0.00481047,0.0374614,0.000357873,-0.0051882,0.00310111,-0.014891,-0.00911519,-0.00362902,0.00295144,0.023763
0.043,0.000138486,-0.0060822,-0.00433603,0.0241332,-0.00628051,0.000657937,0.000335288,-0.0482656,-0.000334292,-0.00142618,-0.000150443,0.03895
0.044,0.00296728,-0.00748737,-0.000524249,0.00697168,-0.0247328,-0.00141672,-0.00641353,-0.05884,-0.000459123,-0.00291592,0.000400082,0.0429766
0.045,0.0055245,-0.00460566,0.00327701,-0.00246441,-0.0299901,0.00202101,-0.00249911,-0.0405279,-0.000634766,-0.00474371,0.000936772,0.0327822
0.046,0.00292544,-0.00537033,0.00860288,0.00890383,0.00571267,0.003652,-0.0013503,-0.00461469,-0.000550813,-0.00507924,-0.00708955,0.00803353
0.047,0.0037113,-1.14E-05,0.0105778,0.0227186,0.0396512,0.00622716,8.53E-05,0.0202366,-0.00142244,-0.0030056,-0.0108644,-0.0239868
0.048,0.00116234,0.000796067,0.00645871,0.023058,0.0385589,0.00944352,-0.00154789,0.00719936,0.00347016,-0.00157105,-0.00062221,-0.0379934
0.049,0.00381627,0.00316238,0.00417955,0.0208469,-0.0091754,0.00841708,-0.00228052,-0.00433194,0.00467197,-0.00107554,0.00471836,-0.0160173
0.05,0.00159338,0.00556787,-0.00328301,0.00655192,-0.0202629,-0.00204521,-0.00149957,0.00458669,0.00371327,0.00245442,0.0130954,0.00254946
0.051,-0.00246441,0.00557569,-0.00799977,-0.0128887,0.0113721,-0.00638675,0.00171393,0.0257359,-0.00214996,0.00231115,0.00497849,0.0237942
0.052,-0.00409488,0.00562934,-0.00265088,-0.0128392,0.0136813,-0.0055307,0.00187057,0.0276979,-0.0126107,-0.00149963,-0.0104796,0.0077217
0.053,-0.00452819,0.00359187,0.00513174,-0.00680812,-0.0212962,-0.00131371,0.00263592,0.00773205,-0.0044718,0.00140334,-0.00215433,0.0113781
0.054,-0.00468751,-0.00145548,0.00466522,-0.0180645,0.00223926,-0.00319967,-0.000870354,-0.0124972,0.00121595,0.00125912,-0.0109422,-0.0430852
0.055,-0.00671434,0.00146913,-0.00100117,-0.00242648,-0.0143104,0.000406622,0.00172965,-0.00461596,-0.00133672,0.0026498,-0.0197516,-0.0806167
0.056,-0.00206627,0.00289975,-0.00973476,0.00525114,-0.0315968,-0.00117686,0.00280765,0.00237711,0.00222371,0.00313752,-0.00416118,-0.0273677
0.057,-0.00203514,-0.000221373,-0.011162,0.0119253,-0.0316257,0.00425682,-0.000382438,0.000847734,5.18E-06,0.00211426,0.00166188,0.0217703
0.058,-0.00387267,0.000339,-0.012911,0.00257806,-0.0220251,0.0035842,-0.00417848,-0.0021891,-0.000353093,0.00110691,0.000175511,0.0170862
0.059,-0.000251453,0.00426847,-0.00337836,-0.00912443,-0.0152915,0.00321211,-0.00125592,-0.0204701,0.0118393,0.000115429,0.00879208,0.00591612
0.06,0.000287687,0.00179327,0.00432447,-0.00860134,0.0346838,0.00649368,-0.00107414,-0.0182891,0.0198043,0.00432705,0.00311284,0.00812339
0.061,0.0011065,0.000533822,0.0102107,-0.00537869,0.0476655,-0.000310165,-0.00149468,0.00558122,0.00828465,0.000312192,0.00695509,0.00999594
0.062,0.000378623,-0.00531826,0.00971397,-0.0196596,-0.000133663,-0.00499977,-0.0037352,-0.0040845,0.00413109,-0.00247107,0.00629086,0.00819327
0.063,0.00207575,-0.00692224,0.00558855,-0.0313573,-0.0141041,-0.00575169,-0.000162167,-0.0115648,0.00245045,0.00146764,0.00906194,-0.000934574
0.064,-0.000207072,-0.00642181,0.00119472,-0.0176287,-0.0153045,-0.00562358,0.0101447,0.00482535,-0.00165332,0.000833843,0.00672667,-0.00486594
0.065,-0.00097317,-0.00382138,0.00111059,-0.0172652,-0.00251217,-0.00187207,0.00857291,0.023742,4.54E-05,-0.00254416,0.00416747,7.00E-05
0.066,-0.00205027,-0.00308973,-0.00168399,-0.019913,0.00657946,-0.00395857,-0.00487662,0.022312,-0.00772653,-0.00348092,0.00229604,0.00838923
