time,RGLTMED,RRF,RADDLONG,RST,RTA,RGM,LGLTMED,LRF,LADDLONG,LST,LTA,LGM
0.0,0.03636273790030065,0.010375643040037123,0.014411641319888611,0.0039293037438033395,0.057586321900949096,0.2910246642830173,0.011812404235370513,0.004254947680635049,0.01633847199865291,0.06749521923179314,0.03295372143435125,4.077245789143448e-05
0.001,0.03811421249603656,0.010866749217128541,0.015160225637220378,0.004620698095764396,0.05994854831310716,0.3004092049596345,0.012545217294267677,0.00153500078477657,0.014506947109308577,0.09106091161868123,0.027985198302529355,0.00148757063342666
0.002,0.0398601577707172,0.011362508046768712,0.0159165884796178,0.005313814320000204,0.06232448600798816,0.30979914758824684,0.013276235971540208,0.0011947253830787955,0.012673648742107376,0.11456964096755701,0.022941149183977244,0.003021941644018586
0.003,0.04159903796198143,0.01186265017435756,0.016680383615444726,0.006008245306023439,0.0647123958007845,0.3191873668631374,0.014005039528407124,0.003932920570806517,0.010839490944296074,0.13800543951125877,0.017822059497751022,0.004561609564880178
0.004,0.0433293177554524,0.012366902593955212,0.017451259087149354,0.006703582822083903,0.067110506563921,0.32856668833910346,0.01473121697246114,0.00667826852138118,0.009005385135721583,0.16135237177701828,0.012628433615986484,0.006105841061611942
0.005,0.04504946490916423,0.01287498912087707,0.018228857768510718,0.007399418124233863,0.06951701732266502,0.33792989872069307,0.015454368127817636,0.009429448504730887,0.007172238975087043,0.18459455687978193,0.0073607941426008985,0.007653901433750114
0.006,0.04675795287732593,0.013386630867924893,0.019012817927566726,0.00809534256270228,0.07193009940795987,0.34726975628810103,0.01617410469122188,0.012185136843116522,0.005340955250170725,0.2077161906913249,0.0020196812775923195,0.009205055566465848
0.007,0.04845326342407524,0.01390154672329733,0.01980277379302978,0.00879094818347301,0.07434789866108944,0.3565790014307405,0.01689005127022615,0.01494400842666024,0.0035124307953147246,0.23070156782554074,0.0033943477235076104,0.010758568871869607
0.008,0.050133889217946856,0.01441945382821848,0.020598356122201282,0.009485828323162417,0.07676853768485856,0.36585036726026515,0.017601846399734056,0.01770473821575499,0.0016875554392653139,0.25353510338157775,0.008880718987520873,0.012313708217089998
0.009,0.051798336398212776,0.014940068052421976,0.02139919276830736,0.010179578195408111,0.07919011813624813,0.3750765902755532,0.018309143533320627,0.02046600272718877,0.0001327890139087975,0.2762013543880832,0.014438842353460797,0.013869742836542305
0.01,0.053445127104578175,0.015463104465618181,0.022204909245361164,0.010871795467136307,0.08161072305554397,0.3842504210527328,0.01901161200588256,0.02322648150087952,0.0019477297682741835,0.29868504089327136,0.020068111590755878,0.015425945225947885
0.011,0.055072801962291085,0.01598827780329223,0.02301512928874109,0.011562080823250961,0.08402841922695743,0.3933646349336048,0.019708937964309257,0.025984858544277203,0.0037564039817729288,0.3209710666472632,0.025767904503900364,0.016981592015818968
0.012,0.05667992251529951,0.016515302925242496,0.0238294754096547,0.01225003851843128,0.08644125956567009,0.40241204268573405,0.020400825263075337,0.02873982375154413,0.005557959672364479,0.34304453932531576,0.03153758292283497,0.018535964822360848
0.013,0.05826507360075074,0.01704389526538034,0.02464756944182851,0.012935276914907213,0.08884728552633797,0.4113855011071807,0.021086996321786493,0.03149007429480994,0.0073515565830264045,0.3648907902434842,0.03737649257901211,0.020088351073864603
0.014,0.059826865658849364,0.017573771271490114,0.02546903307867753,0.013617409005250778,0.09124452952814074,0.4202779235482365,0.021767192941881276,0.03423431598480036,0.009136367004341858,0.3864953935220767,0.04328396286775898,0.02163804481078482
0.015,0.061363936972914514,0.01810464883372014,0.026293488399317003,0.014296052919268052,0.09363101739148594,0.4290822903219997,0.02244117707997074,0.036971264598442875,0.010911576553743084,0.40784418465708955,0.04925930649776708,0.023184347457894442
0.016,0.06287495583528802,0.0186362477007534,0.02712055838184826,0.014970832414314069,0.09600477078156931,0.4377916589745442,0.023108731575589934,0.03969964717116634,0.012676384910809389,0.428923278465534,0.055301819028870845,0.024726568566968483
0.017,0.06435862263553642,0.01916828988268343,0.027949867402491495,0.015641377348313328,0.09836380965388457,0.44639917438446797,0.023769660831303233,0.04241820325192322,0.014430006508290332,0.4497190863757989,0.06141077829949287,0.026264026528819193
0.018,0.06581367186780347,0.01970050003979648,0.028781041719264364,0.016307324134939318,0.10070615469676478,0.4548980786607649,0.024423791443511356,0.04512568611916093,0.016171671178868936,0.47021833303839117,0.06758544374553438,0.027796049253557234
