time,RGLTMED,RRF,RADDLONG,RTA,RGM
0.001,0.010600105596074626,0.03941933979796522,0.2165103260175272,0.24986395307215478,0.08385223745988803
0.002,0.00541908638094123,0.043110501394881,0.2240904106990643,0.26736902359336584,0.08933585689124807
0.003,0.00023640444056991,0.04682183711009605,0.2317039472449215,0.2848603011802663,0.0948567879094657
0.004,0.004945041086263597,0.05055110313023874,0.23934605532267564,0.3023262851672825,0.10041058316690935
0.005,0.010122351192775379,0.05429602253612882,0.24701182705317382,0.3197554756566855,0.10599276418925428
0.006,0.015292630665429126,0.058054288025019225,0.25469633556438376,0.3371363907657588,0.1115988307250602
0.007,0.02045299172697136,0.061823564703001016,0.2623946435913327,0.3544575839905123,0.11722426997575817
0.008,0.025600557653702453,0.06560149294330685,0.27010181209006096,0.371707661648511,0.12286456564870105
0.009,0.030732466360019004,0.0693856913061974,0.27781290883392484,0.38887530036390017,0.12851520678412295
0.01,0.03584587394392218,0.07317375951603207,0.28552301696082855,0.4059492645577508,0.13417169631388823
0.011,0.040937958187895244,0.07696328149095383,0.2932272434405146,0.4229184239070482,0.1398295593167061
0.012,0.046005922009835755,0.08075182842047057,0.3009207274319312,0.43977177073582213,0.14548435094138717
0.013,0.051046996858991334,0.08453696188618692,0.30859864850228014,0.4564984373019818,0.15113166397739697
0.014,0.05605844605205624,0.08831623702079314,0.31625623468091413,0.47308771294358426,0.15676713605993584
0.015,0.06103756804469234,0.09208720570071786,0.32388877032337415,0.48952906104775923,0.1623864565035688
0.016,0.06598169963426526,0.0958474197678007,0.3314916037625688,0.5058121358051343,0.16798537276352704
0.017,0.0708882190895959,0.0995944342756833,0.3390601547255138,0.521926798711864,0.1735596965268634
0.018,0.07575454920402226,0.10332581075651985,0.346589921494683,0.537863134780886,0.17910530943719113
0.019,0.08057816026812219,0.10703912050379329,0.35407648779328593,0.5536114684235597,0.18461816845812043
0.02,0.08535657295901188,0.11073194786685697,0.3615155293740459,0.5691623789622695,0.19009431088128653
0.021,0.09008736114343092,0.11440189355313625,0.3689028202921031,0.5845067157339504,0.1955298589862908
0.022,0.09476815459250479,0.11804657793386358,0.3762342388435444,0.599635612743809,0.20092102436051995
0.023,0.099396641606612,0.12166364434947627,0.38350577315212453,0.6145405028280689,0.20626411188757196
0.024,0.10397057154917208,0.12525076241073999,0.3907135263868252,0.6292131312841203,0.21155552341319206
0.025,0.10848775728854916,0.12880563129154232,0.39785372159341414,0.6436455689262569,0.2167917610980762
0.026,0.11294607754731294,0.1323259830092943,0.4049227061235398,0.6578302245249344,0.22196943046731613
0.027,0.11734347915833879,0.13580958568856052,0.411916955646488,0.6717598565879286,0.2270852431664158
0.028,0.12167797922727532,0.13925424680337975,0.41883307773135603,0.6854275844428382,0.2321360194340607
0.029,0.12594766720130066,0.14265781639340086,0.4256678149911708,0.6988268985825009,0.23711869030159805
0.03,0.13015070684384833,0.14601819024876955,0.4324180477853936,0.7119516702387414,0.24203029952937624
0.031,0.13428533811521504,0.14933331305851102,0.43908079648230197,0.7247961601558933,0.2468680052903462
0.032,0.13834987895871223,0.15260118151703872,0.44565322328828283,0.7373550265435659,0.25162908161181735
0.033,0.1423427269920937,0.1558198473832246,0.4521326336563541,0.7496233321954465,0.2563109195865806
0.034,0.14626236110399995,0.15898742048648976,0.45851647729118844,0.7615965507663603,0.26091102836508123
0.035,0.15010734295508166,0.1621020716741011,0.46480234877182525,0.7732705722022497,0.2654270359403552
0.036,0.1538763183836401,0.1651620356937122,0.47098798781584306,0.7846417073190312,0.2698566897373318
0.037,0.15756801871538756,0.16816561400490815,0.4770712792104035,0.7957066915260486,0.2741978570179056
0.038,0.16118126197687804,0.1711111775134088,0.48305025243625477,0.8064626876888218,0.27844852511299917
0.039,0.16471495401183658,0.17399716922160705,0.4889230810109018,0.8169072881240089,0.2826068014924396
0.04,0.16816808949944778,0.1768221067891843,0.4946880815768417,0.8270385157181586,0.28667091368325437
0.041,0.17153975287363704,0.17958458499753063,0.500343712759623,0.8368548241613696,0.2906392090466152
0.042,0.174829119142054,0.1822832781113742,0.50588857381926,0.8463550972880636,0.2945101544233122
0.043,0.1780354546035185,0.18491694213073231,0.5113214031169905,0.8555386475186186,0.2982823356573023
0.044,0.18115811746228236,0.18748441692597806,0.5166410764175479,0.8644052133985887,0.30195445700662366
0.045,0.18419655833747436,0.1899846282484684,0.5218466050455343,0.8729549562357373,0.3055253404508761
0.046,0.18715032066581805,0.1924165896088629,0.526937133912642,0.8811884558396282,0.3089939249039127
0.047,0.1900190409957581,0.19477940401500834,0.5319119394309361,0.8891067053726098,0.3123592653401744
0.048,0.19280244917077094,0.1970722655610154,0.536770427325882,0.8967111053239458,0.31562053184224476
0.049,0.19550036839945847,0.19929446085891225,0.5415121303609984,0.9040034566204457,0.3187770085767977
0.05,0.19811271520948803,0.20144537030432919,0.5461367059845588,0.9109859528881741,0.3218280927055585
0.051,0.2006394992822516,0.2035244691673832,0.5506439339067304,0.9176611718809492,0.324773293237642
0.052,0.20308082316454443,0.20553132849977618,0.5550337136142329,0.924032066092864,0.32761222982923005
0.053,0.20543688185345566,0.20746561584890533,0.5593060618280822,0.9301019525739629,0.3303446315361621
0.054,0.20770796225019744,0.20932709576957054,0.5634611099090049,0.9358745019696167,0.33297033552427757
0.055,0.20989444247823308,0.21111563012405812,0.5674991012146434,0.9413537268050931,0.3354892857414126
0.056,0.21199679106084335,0.21283117816117567,0.5714203884125879,0.9465439690364539,0.3379015315543786
0.057,0.21401556595270424,0.2144737963651345,0.5752254307538693,0.9514498868878292,0.3402072263532008
0.058,0.21595141342010762,0.21604363806562604,0.5789147913112863,0.9560764409944214,0.34240662612437256
0.059,0.21780506676388414,0.21754095280185717,0.5824891341860239,0.9604288798722372,0.34450008799425114
0.06,0.219577344879243,0.21896608543512472,0.585949221684277,0.964512724741263,0.3464880687428422
0.061,0.22126915064665403,0.22031947500693497,0.5892959114639191,0.9683337537397252,0.34837112328763453
0.062,0.22288146914832788,0.22160165334117554,0.5925301536492464,0.9718979855799177,0.3501499031361343
0.063,0.22441536570582588,0.22281324339111128,0.5956529879107029,0.9752116627079379,0.35182515480508714
0.064,0.22587198373537293,0.22395495733359586,0.5986655405052245,0.9782812340381196,0.35339771820338595
0.065,0.22725254241929996,0.2250275944156745,0.601569021272003,0.9811133373372689,0.35486852497508886
0.066,0.22855833419395377,0.22603203856145102,0.6043647205775788,0.9837147813348444,0.3562385967986022
0.067,0.2297907220569056,0.22696925575007904,0.6070540062030101,0.9860925276337295,0.3575090436377956
0.068,0.2309511366989341,0.22784029117843024,0.6096383201648077,0.9882536724943334,0.3586810619404527
0.069,0.23204107346809155,0.2286462662235324,0.6121191754606922,0.9902054285623305,0.35975593277885193
0.07,0.23306208917469198,0.22938837522135916,0.6144981527308638,0.9919551066081589,0.36073501992651746
0.071,0.234015798747435,0.23006788207909512,0.616776896826651,0.9935100973441455,0.3616197678645014
0.072,0.2349038717520609,0.23068611673907274,0.618957113280589,0.9948778533829402,0.3624116997106889
0.073,0.23572802878532362,0.23124447151248462,0.6210405646768075,0.9960658713983387,0.3631124150666512
0.074,0.23649003775745317,0.23174439730097088,0.6230290669270729,0.9970816745472858,0.36372358777860436
0.075,0.23719171007674886,0.2321873997236582,0.624924485464268,0.9979327952092064,0.3642469636113857
