time,LGLTMED,LRF,LADDLONG,LST,LTA,LGM,RGLTMED,RRF,RADDLONG,RST,RTA,RGM
0,0.00120581,-0.00494626,-0.00218354,0.0179849,-0.016137,0.0018365,-0.00277014,-0.00414529,9.87E-05,0.00149809,-0.00470794,-0.0195309
0.001,-0.000539311,-0.00447273,-0.00489738,-0.0202085,-0.0153812,0.000871717,-0.00322158,-0.00504441,-0.00117573,-8.79E-05,-0.00178577,0.0109143
0.002,0.00251441,0.00122421,-0.00058298,0.0157555,-0.004095,-0.00280505,-0.00516383,-0.00273432,-0.00164087,-0.000264532,-6.96E-05,0.0241582
0.003,-0.00152331,-0.00098683,-0.00144867,0.0477765,0.00702802,-0.00339772,-0.00952682,-0.00303058,-0.00128899,-0.00819411,-0.00845089,-0.0138107
0.004,-0.00195962,-0.00623078,-0.00200122,0.0615274,0.0198084,-0.000602615,-0.00380963,-0.00167597,0.00202452,-0.00190943,-0.00987914,-0.0646777
0.005,0.000912058,-0.00505369,-0.00285013,0.0786707,0.0156162,-0.0017444,0.00404463,-0.00387239,0.00495109,0.00241104,-0.00500095,-0.0577695
0.006,0.00069505,-0.00692055,-0.00399342,0.0988634,0.00511168,0.0035535,0.00334777,-0.0026131,-0.0013519,-0.000118377,0.0290387,0.0693667
0.007,0.00228433,-0.00176198,-0.00329133,0.0493944,0.000779693,0.00735665,-0.00102458,0.000564999,-9.29E-05,-0.00522768,0.032999,0.0535657
0.008,0.00233442,0.00370883,-0.000128316,0.0143763,-0.0108388,0.00417049,-0.00999585,0.00778794,0.000494308,-0.00986681,0.0120226,0.0177038
0.009,0.00421279,0.00186403,0.000619172,0.0678215,-0.0221446,-0.00783953,-0.010755,0.0022598,-0.00202549,-0.0140348,-0.00098812,0.0886015
0.01,0.00548695,0.00155495,0.00567187,0.0835191,-0.0554395,-0.00578903,-0.00299996,0.00136303,-0.00093191,-0.0195565,-0.0292907,-0.00184869
0.011,0.00677405,-0.00332184,0.0028285,0.0521129,-0.0503065,0.00116389,0.000452581,-0.00803943,0.00103529,-0.0126855,-0.0369351,-0.149145
0.012,0.00441596,-0.00361083,0.00643666,-0.0302921,0.0100509,0.00813531,0.00235228,-0.00642983,0.00205212,-0.00194559,-0.0135953,-0.0253867
0.013,0.00238115,-0.002668,0.00368063,-0.0965002,0.0505853,0.00810447,0.00178692,-0.00236479,-0.00489359,-0.00287376,0.0184125,0.0302342
0.014,-0.000857349,-0.0068994,0.000663475,-0.0805247,0.0844433,0.00289812,0.000590236,-0.0019568,-0.00209421,0.00409159,0.023655,-0.0254292
0.015,0.000801774,0.00140012,0.00623296,-0.0454366,0.1043,-0.00871164,-1.51E-05,0.00272171,0.00313394,0.00799453,0.00148537,-0.0395904
0.016,0.00125219,0.00514665,0.00634643,-0.00147503,-0.0229406,-0.0084216,-0.00246914,-0.00176372,0.000118138,0.0119156,-0.0359311,-0.0617887
0.017,0.000796042,0.0107549,8.17E-05,0.018255,-0.0776138,-0.00264594,0.00116466,-0.00321224,0.00137913,0.0149638,-0.0492659,-0.0811163
0.018,-0.00148564,0.0112087,-0.0018886,-0.00957892,-0.0454416,0.00281453,-0.00101373,-0.00101937,0.00326243,0.010444,-0.0394602,-0.0802251
0.019,0.00203303,0.00528599,0.000120831,-0.0472723,0.010664,0.0110104,-0.000151808,-0.00373498,0.00363851,0.00966,-0.00133194,-0.0032779
0.02,0.00158244,-0.000305168,0.00182804,-0.0351406,0.055579,0.0118678,0.00253207,-0.00190207,0.00251273,0.00407321,0.0251492,0.0801599
0.021,-0.00162088,-0.00374236,-0.00562647,-0.0624107,0.00290848,-0.00133419,-0.00333598,-0.00132136,-0.000721442,0.00192543,0.000322451,0.0388784
0.022,-0.003614,-0.00533976,-0.00607678,-0.129476,-0.0655975,-0.00541245,-0.000358422,-0.00535089,0.00370448,0.0047417,-0.0178182,-0.0196985
0.023,-0.00287479,0.000998556,-0.0117367,-0.129876,-0.0437726,-0.00800766,0.000175705,-0.000867579,0.00266958,-0.00182414,-0.004239,0.0618851
0.024,-0.00337302,-0.00334959,-0.00612933,-0.0935114,-0.0164761,-0.00638227,0.000100516,-0.00129758,0.00197296,0.00236597,0.00811234,0.0702765
0.025,-0.00358354,-0.00282499,-0.00115556,-0.0697544,-0.0252115,-0.00573005,-0.00119117,-0.000229225,0.00405539,0.00754153,0.0146716,0.0231235
0.026,0.00381876,-0.00628157,-0.000778314,-0.0667264,-0.00892697,-0.012767,-0.00247524,-0.000710822,-0.000240663,0.0100339,0.00904076,-0.0741555
0.027,0.0020504,-0.00731221,0.00202741,-0.0870133,0.0205006,-0.0076541,0.000219582,0.000618414,-0.00176294,0.00556088,0.0128929,-0.128557
0.028,0.00057296,-0.000422586,0.00146924,-0.0992857,0.0576041,-0.00411776,0.00201488,0.00254162,-0.00173557,-0.00405986,0.0274475,-0.0522374
0.029,0.00243827,4.73E-05,0.00762345,-0.0569117,0.0737104,0.00426148,0.00383061,0.000789741,-0.00199254,-0.0118243,0.0151577,-0.0383819
0.03,-0.00120465,0.00142644,0.00706567,-0.0105707,0.0163184,0.00650924,0.00231326,0.00238465,0.000515924,-0.0104216,0.00255483,0.030532
0.031,-0.00333777,0.00341437,0.000407111,0.0278436,-0.0468557,0.00507799,0.00387362,0.000309096,0.00182098,-0.00169213,-0.00214768,0.0947287
0.032,0.000310652,0.00448897,0.00259984,0.058652,-0.023689,0.00333324,0.00362916,-0.0029942,0.00192104,0.000930703,-0.0185105,0.014463
0.033,0.00119543,0.00404209,0.000212552,0.0946745,-0.00332778,0.00311205,0.002494,0.0025469,-0.00254299,-0.00408225,-0.0380144,-0.0500398
0.034,0.00480979,0.00268429,-0.000960511,0.0742374,-0.00898842,0.00685964,0.00504262,0.00320051,0.00124402,-0.00452598,-0.0350398,-0.0432396
0.035,-0.000749105,-0.00294301,-0.00428064,0.029624,0.0151606,0.00145487,0.00150419,0.00323973,0.00137756,-0.00223234,-0.00531524,-0.0102949
0.036,-0.00266542,-0.00765387,-0.00547879,0.0379448,-0.00688606,-0.0048627,-0.00538117,-0.00374483,0.000601582,-0.00544011,0.00325841,0.0323378
0.037,0.000889985,-0.0108386,0.00124163,0.04048,-0.0315026,-0.00446438,-0.0021923,-0.00341085,-0.00017144,-0.00651658,0.000465739,0.0498945
0.038,-0.00290196,-0.00486499,-0.000599415,0.0318959,-0.0272658,-0.00681023,-0.00114219,0.000273851,-0.00125005,0.00125779,-0.00543322,0.0133991
0.039,-0.00519178,0.00722158,-0.00215121,0.0584141,-0.00424662,-0.00182629,-0.00223524,-0.00154039,0.000719437,0.0105658,-0.0104502,-0.0130596
0.04,-0.00262188,0.0110854,-0.00402307,0.0780359,0.0162023,0.00438901,-0.00150751,-0.000917538,-0.00525246,0.0119529,0.000391706,0.0089631
0.041,-0.000988372,0.00520609,-0.00133006,0.0798608,0.0191396,0.00421203,-0.00231843,0.00244935,-0.00299334,0.0112198,-4.26E-05,0.00255151
0.042,0.00184874,-0.000648439,-0.00291894,0.0303692,-0.00976955,0.003446,-0.000702133,0.00337391,-0.00226967,0.00439572,0.00414356,-0.0307784
0.043,0.000705544,-0.00403732,0.00189624,0.0107569,-0.0168086,0.00209384,-0.000626601,-0.000279168,0.000581562,0.00123836,0.0169439,-0.0165693
0.044,0.00199469,-0.00374061,0.00671174,0.0506217,-0.0147889,0.00503954,-0.00148148,-0.000880319,0.000679242,-0.00192538,0.0258685,-0.0341658
0.045,-0.0012997,-0.000978578,0.00573317,0.0812755,-0.00369822,0.00373732,9.07E-05,0.000959766,-0.0019746,-0.0106003,0.0138421,-0.0249585
0.046,-0.00276582,0.00272465,0.00262439,0.0819171,0.0036642,-0.00181535,-0.00140243,-0.000252512,-0.00218968,-0.0119785,0.00375833,-0.00143163
0.047,-0.000874434,0.00798144,0.00287783,0.0698571,-0.0137377,0.00272115,0.00136476,-0.00268636,0.00156266,-0.00606548,0.0120947,-0.0129857
0.048,0.000411247,0.00289029,8.20E-05,0.0797604,0.00027265,-0.00127368,0.00137444,0.0012877,0.000435379,-0.000491731,0.0244994,0.0365552
