time,LGLTMED,LRF,LADDLONG,LTA,LGM
0.0027879999999999997,-0.005035479553043842,-0.0236514862626791,-0.01724269613623619,-0.009308005683124065,0.02212557941675186
0.0037879999999999997,-0.00015259254723787308,0.021820399910211563,-0.016632337123155594,-0.0056458404287695885,0.004730294458568096
0.004788,0.0318913534283638,-0.0312809981405735,0.004730294458568096,0.006561377085745335,0.0022888509556651115
0.005788,-0.012970170937478542,0.01297016628086567,-0.0022888556122779846,-0.0157167948782444,0.013275346718728542
0.006788,0.00411993358284235,-0.0160219743847847,-0.024567026644945145,-0.004730299115180969,-0.025787748396396637
0.007788,0.029449909925460815,-0.056000612676143646,-0.020904861390590668,-0.013885712251067162,0.007476918399333954
0.008788,-0.03433280065655708,-0.01174944918602705,-0.019684139639139175,-0.04165713116526604,0.008392459712922573
0.009788,0.01510642934590578,0.013580527156591415,-0.004730299115180969,-0.01174944918602705,0.010223542340099812
0.010787999999999999,0.011749444529414177,-0.005340659990906715,-0.01724269613623619,0.000152587890625,-0.012970170937478542
0.011788,0.024567022919654846,-0.024872208014130592,0.03952086344361305,-0.0007629534229636192,0.023041121661663055
0.012788,0.0028992118313908577,-0.02548256888985634,-0.011139088310301304,-0.0010681338608264923,0.009613181464374065
0.013787999999999998,0.004730294458568096,0.000152587890625,0.02090485766530037,0.0062561966478824615,0.01907377503812313
0.014787999999999999,0.02059967815876007,0.024261843413114548,0.0163271501660347,0.000152587890625,-0.02822919189929962
0.015788,-0.025787748396396637,-0.026398111134767532,0.0062561966478824615,-0.013275351375341415,0.03982604295015335
0.016788,0.0028992118313908577,-0.07797360420227051,-0.05539025366306305,-0.0010681338608264923,-0.0025940360501408577
0.017787999999999998,0.003509572707116604,0.012359805405139923,-0.030670635402202606,-0.0160219743847847,-0.007171742618083954
0.018788,0.007476918399333954,-0.03494316339492798,-0.023346304893493652,-0.009308005683124065,0.012359805405139923
0.019788,0.009613181464374065,-0.024872208014130592,-0.02029450237751007,0.005340655334293842,0.02700846642255783
0.020788,0.012664985843002796,-0.004119938239455223,0.03311207517981529,0.006561377085745335,-0.026092929765582085
0.021788,0.007171737961471081,-0.07156481593847275,0.010528722777962685,-0.02212558314204216,-0.00381475780159235
0.022788,-0.003204396925866604,0.0004577683284878731,-0.0013733142986893654,-0.018158238381147385,0.0025940313935279846
0.023788,0.01297016628086567,0.09323262423276901,0.018463414162397385,-0.012970170937478542,0.004730294458568096
0.024787999999999998,0.006561377085745335,-0.00869764480739832,-0.00869764480739832,-0.016327155753970146,0.0007629487663507462
0.025788,0.014190888032317162,-0.02182040363550186,0.0032043922692537308,-0.015411614440381527,-0.005035479553043842
0.026788,0.0163271501660347,0.007171737961471081,0.009308001026511192,-0.03646906465291977,0.003814753144979477
0.027788,0.013885707594454288,-0.015411614440381527,0.0032043922692537308,-0.005340659990906715,-0.007476923055946827
0.028788,0.005035474896430969,-0.03585870563983917,0.0025940313935279846,-0.010528727434575558,-0.02822919189929962
0.029788,0.009918361902236938,0.02853436768054962,-0.0025940360501408577,-0.0022888556122779846,0.02059967815876007
