Time, Black - pre
0.20151133501259366, 0.21623376623376617
2.7204030226700233, 0.18766233766233759
5.743073047858939, 0.15844155844155838
9.168765743073045, 0.13896103896103895
13.90428211586902, 0.12922077922077924
19.244332493702768, 0.12402597402597398
25.188916876574307, 0.11883116883116879
31.234256926952146, 0.11428571428571427
37.984886649874056, 0.10649350649350642
44.231738035264485, 0.1058441558441558
50.47858942065491, 0.10389610389610388
57.63224181360201, 0.10259740259740258
64.98740554156171, 0.10714285714285715
71.43576826196474, 0.10779220779220777
78.38790931989924, 0.11168831168831167
84.93702770780855, 0.11883116883116879
91.3853904282116, 0.12402597402597398
99.04282115869019, 0.1285714285714285
