Time, Red - Post
0.3022670025188887, 0.2376623376623376
1.3098236775818641, 0.22597402597402588
3.324937027707808, 0.20779220779220775
5.138539042821158, 0.19090909090909086
8.161209068010074, 0.16558441558441556
12.392947103274558, 0.1532467532467532
17.833753148614615, 0.1467532467532467
22.46851385390428, 0.1415584415584415
27.909319899244334, 0.13311688311688308
33.652392947103266, 0.1285714285714285
40.30226700251889, 0.12337662337662336
46.95214105793451, 0.12012987012987014
53.098236775818634, 0.11818181818181817
58.84130982367759, 0.11818181818181817
64.38287153652394, 0.12077922077922076
70.52896725440806, 0.12207792207792201
76.6750629722922, 0.12467532467532466
83.8287153652393, 0.13311688311688308
90.37783375314862, 0.1402597402597402
96.62468513853904, 0.14350649350649347

