time,FP1_FX,FP1_FY,FP1_FZ,FP1_MX,FP1_MY,FP1_MZ,FP2_FX12,FP2_FX34,FP2_FY14,FP2_FY23,FP2_FZ1,FP2_FZ2,FP2_FZ3,FP2_FZ4,FP3_FX12,FP3_FX34,FP3_FY14,FP3_FY23,FP3_FZ1,FP3_FZ2,FP3_FZ3,FP3_FZ4,LGLTMED,LRF,LADDLONG,LST,LTA,LGM,RGLTMED,RRF,RADDLONG,RST,RTA,RGM
0.0027879999999999997,-0.36240171175450087,-0.27084758039563894,-0.2861066022887826,-0.3776607336476445,-0.11062785051763058,-0.0877393176779151,-1.1933334248779204,-0.44994520375674085,-3.000809781426028,0.45110246826141065,0.1986858027524363,-0.83447721864502,-0.5960549829379147,0.2781598813214714,0.31119722498317515,-0.6016470397217688,-3.417589739980116,-1.2220470373213033,0.03913632815709889,-0.35222098186636686,2.3090087262932,-0.2739495198616737,-0.005035479553043842,-0.0236514862626791,-0.01724269613623619,0.06240939721465111,-0.009308005683124065,0.02212557941675186,-0.016937516629695892,-0.010528727434575558,-0.006256201304495335,0.00900282058864832,-0.009613186120986938,0.00411993358284235
0.0037879999999999997,-0.33188366796821356,-0.21744100376963615,-0.27084758039563894,-0.33188366796821356,-0.07248029578477144,-0.11062785051763058,-0.802076466393089,-0.3716938120597746,-2.883130835024872,0.2549710904382607,0.9934265884427873,-0.5165809043688796,0.2781598813214714,0.3576339598905065,0.43567598835203114,-0.18671782849224883,-3.2933138643609823,-1.4705990413958858,0.27395071417117833,-0.5870353678804463,2.3090087262932,-0.5870353678804463,-0.00015259254723787308,0.021820399910211563,-0.016632337123155594,-0.0013733142986893654,-0.0056458404287695885,0.004730294458568096,-0.017853058874607086,-0.01876859925687313,-0.006561381742358208,-0.019684139639139175,-0.00869764480739832,0.013580527156591415
0.004788,-0.33188366796821356,-0.27084758039563894,-0.3395131789147854,-0.36240171175450087,-0.10299833957105875,-0.18692295998334885,-1.6237160792112348,-0.44994520375674085,-2.569320630507832,0.09806598817974077,1.470271059856998,-0.7550031400759849,0.1986858027524363,0.9934265884427873,0.18671846161431915,-0.3111965918611048,-3.459015200410704,-1.677725711458038,0.27395071417117833,-0.2739495198616737,2.4655516503025865,-0.5087639058757532,0.0318913534283638,-0.0312809981405735,0.004730294458568096,0.014801248908042908,0.006561377085745335,0.0022888509556651115,-0.023346304893493652,-0.03952086716890335,-0.005340659990906715,0.003814753144979477,0.023346301168203354,0.010528722777962685
0.005788,-0.27084758039563894,-0.2555885585024953,-0.27847709134221077,-0.3776607336476445,-0.011444208212196827,-0.12588687241077423,-1.388961904120336,-0.3716938120597746,-2.098605323732272,0.09806598817974077,0.755004352735682,-0.4371068257998445,-0.5165809043688796,0.5165821170285767,0.43567598835203114,-0.18671782849224883,-3.5832910760298375,-1.4705990413958858,0.6653080241946441,-0.43049244387106,2.5438231123072796,-0.2739495198616737,-0.012970170937478542,0.01297016628086567,-0.0022888556122779846,-0.0022888556122779846,-0.0157167948782444,0.013275346718728542,-0.01876859925687313,-0.05203326791524887,-0.007476923055946827,-0.009002825245261192,0.06027313321828842,0.0032043922692537308
0.006788,-0.2632180694490671,-0.17929344903677702,-0.2937361132353544,-0.33188366796821356,-0.02670323010534048,-0.1487754052504897,-1.2715848165748866,-0.7238250746961228,-2.3339632165345847,-0.17651794077266914,0.9934265884427873,-0.3576327472308094,0.4371080384595416,0.4371080384595416,0.43567598835203114,-0.3526895129840568,-3.3761642795495277,-1.6363003774456075,0.11740779016179204,-0.6653068298851395,2.152465802283814,-0.35222098186636686,0.00411993358284235,-0.0160219743847847,-0.024567026644945145,0.016937512904405594,-0.004730299115180969,-0.025787748396396637,-0.009613186120986938,-0.0059510208666324615,-0.0013733142986893654,0.0025940313935279846,0.035858698189258575,0.004425114020705223
0.007788,-0.32425415702164173,-0.27847709134221077,-0.36240171175450087,-0.39291977882385254,-0.12588687241077423,-0.08010980673134327,-1.1150820331809541,-0.2543167245143252,-2.255510425990792,-0.41187559416044905,1.470271059856998,-0.2781586686617743,0.1986858027524363,-0.039736432954669,0.43567598835203114,-0.22821074961520083,-3.0861870678806724,-1.4291737073834554,0.5087651001852578,-0.11740659585228741,2.5438231123072796,0.03913632815709889,0.029449909925460815,-0.056000612676143646,-0.020904861390590668,0.014801248908042908,-0.013885712251067162,0.007476918399333954,-0.019684139639139175,-0.023346304893493652,-0.012054629623889923,-0.004119938239455223,-0.013580531813204288,0.006561377085745335
0.008788,-0.30136562418192625,-0.22507051471620798,-0.32425415702164173,-0.3166246460750699,-0.02670323010534048,-0.14114589430391788,-1.075956337332471,-0.802076466393089,-2.2947368212626884,-0.058839114078779176,0.5165821170285767,-1.3907957686282657,-0.5165809043688796,-0.5960549829379147,0.47716890947498314,-0.18671782849224883,-3.459015200410704,-1.4291737073834554,0.3522221761758715,-0.2739495198616737,2.230737264288507,-0.19567805785698056,-0.03433280065655708,-0.01174944918602705,-0.019684139639139175,0.003509572707116604,-0.04165713116526604,0.008392459712922573,-0.0157167948782444,-0.019989321008324623,0.004425114020705223,0.0004577683284878731,-0.05050736665725708,0.016632331535220146
0.009788,-0.24032953660935163,-0.33188366796821356,-0.3089951351284981,-0.3776607336476445,-0.0877393176779151,-0.0877393176779151,-1.1933334248779204,-0.489070899605224,-2.1378317190041685,-0.09806538964340916,1.3113229027189277,-0.1192105115237041,-0.1986845900927392,0.5165821170285767,0.39418306722907914,-0.10373198624634483,-3.2933138643609823,-1.387748373371025,-0.03913513384759426,0.11740779016179204,2.5438231123072796,-0.6653068298851395,0.01510642934590578,0.013580527156591415,-0.004730299115180969,-0.005035479553043842,-0.01174944918602705,0.010223542340099812,-0.015411614440381527,0.006866557523608208,-0.03006027638912201,0.00411993358284235,-0.037079423666000366,0.007782098837196827
0.010787999999999999,-0.33188366796821356,-0.22507051471620798,-0.2327000256627798,-0.3700312227010727,-0.08010980673134327,-0.1716639380902052,-0.8803278580900553,-0.3716938120597746,-2.3339632165345847,-0.21574421633729912,0.4371080384595416,-0.3576327472308094,-0.039736432954669,-0.4371068257998445,0.6431405939667911,-0.3526895129840568,-3.5832910760298375,-1.594875043433177,-0.19567805785698056,-0.19567805785698056,2.5438231123072796,-0.6653068298851395,0.011749444529414177,-0.005340659990906715,-0.01724269613623619,0.0022888509556651115,0.000152587890625,-0.012970170937478542,-0.013885712251067162,-0.01174944918602705,0.008697640150785446,0.004730294458568096,0.03555351868271828,0.014190888032317162
0.011788,-0.30136562418192625,-0.24032953660935163,-0.21744100376963615,-0.2861066022887826,-0.04959176294505596,-0.12588687241077423,-1.0368306414839878,-0.44994520375674085,-2.020153012017545,0.019613437050480798,0.9139525098737522,-1.3113216900592306,-0.2781586686617743,-0.4371068257998445,0.31119722498317515,-0.22821074961520083,-3.459015200410704,-1.3463230393585945,0.19567925216648518,-0.19567805785698056,2.622094574311973,-0.2739495198616737,0.024567022919654846,-0.024872208014130592,0.03952086344361305,-0.012054629623889923,-0.0007629534229636192,0.023041121661663055,-0.010528727434575558,-0.03738460689783096,0.010528722777962685,-0.008392464369535446,-0.021210042759776115,0.007782098837196827
