time,LGLTMED,LRF,LADDLONG,LTA,LGM
0.0027879999999999,0.02712110912404041,0.32593730016464656,0.0026661487553113488,0.06190062636661435,0.08001954915063468
0.0037879999999999,0.030614523296956016,0.2927492177560853,0.013954414119377733,0.049385688642206875,0.06864107055312055
0.004788,0.03413355234627079,0.2597284957315951,0.03060213277953463,0.036868100769088454,0.05730560781366723
0.005788,0.03767617215713441,0.22689397164728817,0.047267072632835326,0.024354644093931434,0.046019543573673466
0.006788,0.04124035324106987,0.19426421464841762,0.06393926897164404,0.011852092892109947,0.034789159926853615
0.007788,0.0448240650595686,0.16185749939599903,0.08060874032602404,0.0006327938870925376,0.02362062807566515
0.008788,0.048425280266891156,0.12969178068995638,0.09726550175503836,0.013093280779539898,0.012519998293560543
0.009788,0.05204197884591255,0.09778466885453921,0.11389957803751197,0.02552266384973347,0.001493190230889866
0.0107879999999999,0.055672152114491995,0.06615340594696324,0.13050101672569614,0.03791427860058664,0.009454016400614707
0.011788,0.05931380658333901,0.0348148428457305,0.1470599010266693,0.050261507733188,0.020315990732291025
0.012788,0.06296496765031981,0.003785417271196003,0.16356636247815537,0.06255778874233431,0.031087259201904693
0.0137879999999999,0.06662368311912596,0.02691886721264962,0.18001059338731373,0.07479662133525088,0.04176251354804473
0.0147879999999999,0.07028802653240646,0.05728246116909332,0.19638285900422017,0.08697157466230519,0.05233661831008047
0.015788,0.0739561003110788,0.08729028818936019,0.21267350940495025,0.09907629434931084,0.06280461781046044
0.016788,0.0776260386929533,0.11692776268342175,0.22887299106298958,0.11110450932197691,0.07316174259859398
0.0177879999999999,0.08129601046552314,0.14618080652518872,0.24497185809084202,0.12305003841356667,0.08340341533884352
0.018788,0.08496422148998585,0.17503586452104358,0.2609607831369374,0.13490679674781292,0.09352525612921653
0.019788,0.08862891701565691,0.20347991867594054,0.27683056792644833,0.14666880188989745,0.1035230872414205
0.020788,0.09228838378547631,0.23150050123693366,0.2925721534378598,0.15833017975927047,0.11339293727645247
0.021788,0.09594095193421902,0.2590857064989236,0.30817662970992227,0.16988517029913341,0.1231310447325369
0.022788,0.09958499668133043,0.2862242013606934,0.3236352452756497,0.18132813289868774,0.1327338609851596
0.023788,0.1032189398210349,0.3129052346222731,0.3389394162223833,0.1926535515657089,0.1421980526817274
0.0247879999999999,0.10684125101278949,0.33911864501825784,0.3540807348788556,0.20385603984845324,0.151520503556282
0.025788,0.11045044887583255,0.364854867987041,0.36905097813214394,0.21493034550712473,0.16069831567138138
0.026788,0.11404510189242092,0.390104941182131,0.3838421153786382,0.2258713549357069,0.16972881009532378
0.027788,0.11762382912479429,0.4148605087383916,0.3984463161138347,0.23667409733511793,0.17860952702344812
0.028788,0.12118530075150787,0.43911382431104606,0.41285595716648776,0.24733374863901825,0.18733822535244665
0.029788,0.12472823842897231,0.4628577529085746,0.4270636295823457,0.2578456351938654,0.19591288171710985
0.030788,0.12825141548449895,0.48608577154307603,0.4410621451623721,0.2682052371959538,0.2043316889998228
0.031788,0.13175365694714353,0.5087919687236575,0.454844542659022,0.27840819188860483,0.21259305432476708
0.032788,0.13523383942300726,0.5309710428210038,0.4684040936334953,0.2884502965232866,0.22069559655101575
0.033788,0.13869089082128366,0.5526182993333126,0.4817343079763393,0.29832751108861016,0.22863814328083604
0.034788,0.1421237899373638,0.5737296470848309,0.49482893909391457,0.3080359608114361,0.23641972740099934
0.035788,0.14553156589878466,0.5943015933885206,0.5076819887636886,0.3175719384347826,0.2440395831759866
0.036788,0.1489132974795681,0.6143312382042092,0.5202877116617443,0.32693190627769936,0.25149714191314065
0.037788,0.15226811228828976,0.6338162673241625,0.5326406195663235,0.33611249808289456,0.2587920272215391
0.038788,0.15559518583509477,0.6527549446182497,0.5447354852410202,0.34511052065814796,0.2659240498880124
0.039788,0.1588937404830642,0.6711461033713014,0.5565673460008607,0.3539229553177479,0.2728932023950552
0.040788,0.16216304428927694,0.6889891367454465,0.5681315069633761,0.3625469591299644,0.2796996531060755
0.041788,0.16540240974097115,0.7062839874009731,0.5794235439853597,0.3709798659761156,0.2863437401436833
0.042788,0.16861119239216493,0.7230311363102833,0.5904393062851452,0.37921918742647825,0.2928259649873671
0.043788,0.1717887894058145,0.7392315908010787,0.6011749187498867,0.3872626134377598,0.29914698581769716
0.044788,0.17493463800656248,0.7548868718666611,0.6116267839278963,0.39510801287615305,0.30530761063557804
0.045788,0.17804821384897274,0.7699990007831433,0.6217915837071142,0.4027534338691944,0.311308790185882
0.0467879999999999,0.18112902930575558,0.7845704850744397,0.6316662806814876,0.41019710398872666,0.31715161071502823
0.047788,0.18417663168073153,0.7986043038665472,0.6412481192074522,0.4174374302663311,0.3228372865915781
