time,RGLTMED,RRF,RADDLONG,RTA,RGM
0.001,0.0019197568763047457,-0.004130123648792505,0.0013551706215366721,0.00488182483240962,0.006644750013947487
0.002,0.015133216977119446,-0.004515785723924637,0.00334357563406229,-0.010852498933672905,0.018339073285460472
0.003,-0.0034155729226768017,0.0010009324178099632,-0.008897013030946255,0.011511490680277348,-0.012553012929856777
0.004,0.004299006890505552,0.001601662253960967,0.006653901655226946,-0.013286101631820202,0.1104702576994896
0.005,0.002971237525343895,-0.0006750214961357415,0.008456234820187092,0.00040711171459406614,-0.0020263660699129105
0.006,-0.00321373762562871,0.00033541026641614735,-0.005005327053368092,-0.01294275838881731,-0.044997986406087875
0.007,0.010296514257788658,-0.0008012374164536595,-0.003345770062878728,-0.024394532665610313,0.032819293439388275
0.008,0.0024107915814965963,-0.0008270858670584857,0.01068494189530611,-0.010707314126193523,-0.02751247026026249
0.009000000000000001,0.0017737135058268905,0.0003728623560164124,-0.022416172549128532,0.004021904896944761,-0.04520639404654503
0.010000000000000002,0.002351101953536272,-0.0018613626016303897,0.005159821826964617,0.01142051536589861,0.0728851780295372
0.011,0.002574020065367222,-0.002710525644943118,0.030593765899538994,-0.00747325923293829,0.02662547677755356
0.012,-0.005140920635312796,-0.0037761442363262177,0.01431878749281168,0.0015389304608106613,-0.04060177505016327
0.013000000000000001,0.0021968604996800423,0.004748730454593897,-0.021976027637720108,-0.007414034567773342,-0.0035269095096737146
0.014000000000000002,0.00014832503802608699,0.0021219984628260136,-0.007434182334691286,0.0076837255619466305,0.012388594448566437
0.015,-0.0021675266325473785,0.003938015550374985,-0.010605624876916409,-0.007545303087681532,-0.004107905086129904
0.016,0.006125614512711763,0.002984084188938141,-0.0026986056473106146,-0.005555497016757727,0.006495963782072067
0.017,-0.00047724982141517103,-0.0009526674984954298,-0.012991368770599365,0.008491463959217072,0.02998710237443447
0.018000000000000002,0.006492807529866695,-0.005530813708901405,0.03185712546110153,0.0012144512729719281,0.00025212872424162924
0.019000000000000003,-0.0065885279327631,0.0027350131422281265,-0.004110091831535101,0.003276423318311572,-0.0028972558211535215
0.02,0.00386609323322773,-0.0011779828928411007,0.004248833749443293,0.0019801559392362833,0.0025737357791513205
0.021,-0.0035824275109916925,-0.0044040377251803875,-0.011201939545571804,-0.015436623245477676,-0.009658015333116055
0.022000000000000002,-0.002322946907952428,0.0008327485411427915,-0.011375279165804386,-0.03112521395087242,-0.004340901505202055
0.023,0.002022023778408766,0.0001395302970195189,-0.008710067719221115,-0.031039131805300713,0.01261300127953291
0.024,-0.0035893856547772884,-0.0018670010613277555,0.028048058971762657,0.006088275462388992,-0.0003869243955705315
0.025,0.00571170961484313,-0.0023011749144643545,0.020735617727041245,-0.02816944755613804,0.000274536112556234
0.026000000000000002,-0.0013109938008710742,-0.001468332251533866,-0.0455218106508255,0.017049333080649376,-0.0073993513360619545
0.027000000000000003,0.0018025875324383378,0.003002721117809415,-0.03935686871409416,0.06394635885953903,0.010292541235685349
0.028,-0.0013780448352918029,-0.0023147177416831255,0.018947461619973183,0.166620135307312,0.0002632550895214081
