time,RGLTMED,RRF,RADDLONG,RTA,RGM,LGLTMED,LRF,LADDLONG,LTA,LGM
0.027,0.030252527775781777,0.017705133505558388,0.028145119573757274,0.36252270476837317,0.02761008408748729,0.25858879512123195,0.019728444099590427,0.02519609197725696,0.15977379997153113,0.1261388311115387
0.028,0.0314424742160864,0.018227628263942235,0.02867141290941604,0.37012030805927804,0.028514856933020624,0.264146271342919,0.021211129405331867,0.025916331424698368,0.16397081893083032,0.13342380656754724
0.029,0.03261428153222863,0.018743297407930428,0.029187746557218737,0.3775398431312122,0.029400580144326435,0.2695197875697371,0.022662886220868594,0.0266205943126864,0.16801775327456836,0.14079501837472613
0.03,0.03376742012299394,0.019251916972250205,0.02969383303281205,0.38477658685802135,0.030266945092772935,0.27470641846102867,0.024083369616321536,0.02730865843210622,0.1719129233998178,0.14824969269031546
0.031,0.03490137845367673,0.019753271480735538,0.030189398588631643,0.391826003847535,0.031113667166659018,0.2797034407555758,0.025472268579393203,0.027980323294565266,0.17565482420744993,0.15578494975571086
0.032,0.036015663454168345,0.02024715410299511,0.030674183545895666,0.3986837504545884,0.03194048594567369,0.28450833534894016,0.026829305854522395,0.028635410163285635,0.17924212547697219,0.1633978054268216
0.033,0.03710980089225734,0.02073336679435925,0.031147942600849174,0.405345678455832,0.03274716533116475,0.28911878906545263,0.028154237733935533,0.029273762042169645,0.18267367196342682,0.17108517289267675
0.034,0.03818333572192598,0.021211720419305597,0.031610445104827536,0.41180783838509916,0.033533493631743114,0.29353269613133554,0.029446853802245637,0.02989524362354462,0.18594848322681168,0.17884386458571044
0.035,0.03923583240629478,0.021682034858644405,0.03206147531774413,0.4180664825284338,0.03429928360376751,0.29774815935497667,0.030706976636321805,0.03049974119534408,0.18906575320441163,0.18667059428689228
0.036,0.04026687521488753,0.02214413910083736,0.03250083263463307,0.42411806757859016,0.035044372446419454,0.30176349101985017,0.031934461462068686,0.03108716250847983,0.19202484953612328,0.19456197942860928
0.037,0.041276068494885,0.022597871317842338,0.03292833178484764,0.42995925695061804,0.03576862175134289,0.30557721349530864,0.03312919576982955,0.03165743660537101,0.1948253126528087,0.20251454359808357
0.038,0.042263036916111524,0.023043078925909014,0.03334380300356145,0.435586922762908,0.036471917407064416,0.30918805957008055,0.03429109889003826,0.03221051361062854,0.19746685463744906,0.21052471924396185
0.039,0.04322742568952036,0.023479618631806035,0.03374709217523323,0.44099814749114746,0.037154169458704964,0.3125949725127809,0.035420121530752836,0.032746364484991033,0.19994935786867934,0.21858885058866523
0.04,0.044168900759096213,0.023907356464934772,0.03413806094880557,0.44619022530542657,0.037815311923851465,0.3157971058631875,0.03651624527874912,0.03326498074360339,0.2022728734559918,0.22670319674868206
0.041,0.04508714896710782,0.024326167795894065,0.03451658682441208,0.45116066310241526,0.03845530256576792,0.3187938229571679,0.0375794820657955,0.03376637413975283,0.20443761947540692,0.2348639350648523
0.042,0.04598187819277772,0.02473593734196254,0.03488256321150972,0.4559071812452156,0.0390741226252998,0.321584696187394,0.03860987360178756,0.03425057631514894,0.2064439790139963,0.24306716464408742
0.043,0.046852817464552866,0.025136559160027987,0.03523589945844525,0.4604277140235551,0.039671776513073846,0.3241695060011445,0.039607490776363316,0.03471763841788095,0.2082924980311386,0.2513089101137031
0.044,0.047699717046171,0.025527936627474674,0.0355765208536488,0.46472040984634394,0.0402482914636188,0.32654823963582563,0.040572433030647746,0.03516763068920397,0.20998388304392293,0.2595851255889937
0.045,0.04852234849681769,0.02590998241155798,0.03590436859872608,0.46878363117760785,0.04080371715307423,0.32872108959238117,0.04150482770074508,0.035600642020375606,0.21151899864354026,0.26789169885418185
0.046,0.04932050470566667,0.026282618427805063,0.03621939975397868,0.4726159542259061,0.04133812528210591,0.3306884518465446,0.04240482933467166,0.03601677948086867,0.21289886484894177,0.27622445575623594
0.047,0.0500939999010728,0.026645775788017443,0.03652158715686338,0.47621616839644393,0.04185160912569503,0.33245092379800784,0.04327261898441272,0.036416167819409276,0.2141246543033973,0.28457916481029943
0.048,0.05084266963470319,0.026999394738381716,0.036810919314066104,0.4795832755145666,0.0423442830514591,0.33400930195772366,0.044108403474944574,0.03679894893936086,0.2151976893191576,0.29295154201451046
0.049,0.0515663707408877,0.02734342458831065,0.03708740026775945,0.4827164888286855,0.04281628200833436,0.3353645793741141,0.04491241465200555,0.037165281350137906,0.2161194387748832,0.301337255871118
0.05,0.0522649812714787,0.02767782363047684,0.03735104943672648,0.4856152318001403,0.043267760987526105,0.33651794279978353,0.04568490861054052,0.03751533959631182,0.21689151487024225,0.30973193260983606
0.051,0.05293840040651297,0.028002559052600778,0.0376019014329034,0.4882791366872199,0.0436988944577517,0.33747076960138217,0.04642616490570696,0.03784931366620622,0.21751566974198938,0.3181311616084369
0.052,0.0535865483411052,0.028317606841427548,0.03784000585401683,0.49070804293073467,0.044109875776910244,0.338224624416548,0.04713648574833262,0.03816740838165816,0.2179937919457706,0.3265305010046772
0.053,0.05420936614905143,0.02862295167937524,0.03806542705294504,0.49290199534881723,0.04450091658223162,0.33878125556316196,0.04781619518665696,0.03846984277074726,0.2183279028079494,0.33492548349259216
0.054,0.054806815623653304,0.028918586834284533,0.038278243884552955,0.49486124214896215,0.044872246160980706,0.33914259120740337,0.048465638276081496,0.03875684942522252,0.21852015265167857,0.3433116222951581
0.055,0.05537887909646897,0.029204514042685165,0.03847854943080461,0.4965862327651469,0.04522411080367445,0.33931073529821754,0.04908518023859645,0.03902867384440331,0.21857281690120633,0.35168441730411787
0.056,0.0559255592346572,0.029480743386904342,0.03866645070513044,0.49807761552738244,0.04555677314168777,0.3392879632763254,0.049675205613346395,0.039285573767244925,0.21848829206832296,0.3600393613767187
0.057,0.05644687881758096,0.029747293166384015,0.03884206833708048,0.49933623517063475,0.04587051147110366,0.3390767175666395,0.05023611739982589,0.03952781849427306,0.2182690916249554,0.36837194677785084
0.058,0.056942880493399704,0.030004189763418246,0.03900553623835021,0.5003631301897162,0.046165619064567835,0.3386796028634717,0.05076833619498194,0.039755688200936064,0.21791784176608023,0.3766776717551355
0.059,0.05741362651627733,0.030251467503556916,0.03915700125126097,0.501159530047013,0.046442403472928495,0.3380993812184686,0.051272299325619046,0.03996947324399102,0.2174372770673745,0.3849520472334594
0.06,0.057859198465009046,0.030489168510805673,0.03929662278074472,0.5017268522399982,0.046701185818375256,0.3373389669414379,0.05174845997740946,0.04016947346242383,0.21683023604243545,0.3931906036145134
0.061,0.058279696943889424,0.03071734255775693,0.03942457241077342,0.5020666992356264,0.04694230008081162,0.3364014213243348,0.052197286321769426,0.04035599747438229,0.2160996566050338,0.40138889766603286
0.062,0.05867524126675954,0.030936046910849186,0.039541033506222255,0.5021808552786617,0.04716609237907714,0.33528994719909055,0.05261926064190181,0.04052936197156887,0.21524857144296472,0.4095425194844398
0.063,0.05904596912519924,0.031145346170856913,0.03964620080107694,0.5020712830812321,0.04737292024860528,0.33400788334052134,0.05301487845919176,0.040689891012481785,0.21428010331150033,0.41764709951371903
0.064,0.059392036241830495,0.03134531210885939,0.03974027997405562,0.5017401204011581,0.04756315191712616,0.3325586987260301,0.05338464766118823,0.040837915315925406,0.2131974602559228,0.42569831560217214
0.065,0.059713616009646725,0.031536023497823244,0.0398234872126391,0.5011896765169036,0.047737165579830425,0.3309459866644732,0.053729087632385916,0.040973771556097334,0.2120039307739349,0.433691900077984
0.066,0.06001089911820635,0.031717565940051755,0.03989604876658692,0.5004224286068575,0.047895348675480745,0.32917345880724874,0.05404872838906378,0.041097801660608224,0.21070287892953554,0.4416236468235105
0.067,0.060284093167373265,0.03189003169066113,0.03995820049200038,0.49944101804062635,0.04803809716483588,0.32724493905553326,0.05434410971935054,0.04121035211276947,0.20929773943031832,0.4494894183276452
0.068,0.060533422269187016,0.032053519477329935,0.04001018738691712,0.498248246589791,0.04816581481275292,0.3251643573782744,0.05461578032973373,0.04131177325946083,0.20779201268020087,0.4572851526947677
0.069,0.060759126638313225,0.03220813431653989,0.04005226311948447,0.49684707256539135,0.048278912475263364,0.3229357435559657,0.05486429699905506,0.04140241862593623,0.20618925981923183,0.4650068705883109
0.07,0.06096146217142484,0.03235398732646602,0.0400846895496519,0.4952406068890677,0.04837780739290931,0.320563220865335,0.0550902237409743,0.04148264423885657,0.20449309776188399,0.47265068208679156
0.071,0.06114070001595773,0.03249119553666929,0.04010773624531163,0.4934321091043268,0.048462922491512635,0.31805099972005113,0.0552941309758141,0.041552807958873124,0.2027071942448397,0.48021279343052437
0.072,0.061297126128493744,0.03261988169478225,0.04012167999378575,0.4914249833336454,0.04853468569141717,0.3154033712821868,0.0554765947125684,0.04161326882397581,0.20083526289473455,0.48768951363806473
0.073,0.06143104082299645,0.03274017407030371,0.04012680430950986,0.4892227741861578,0.04859352922621186,0.31262470105861184,0.05563819574189185,0.041664386404816345,0.19888105832587596,0.4950772609722623
0.074,0.061542758309017995,0.03285220625572543,0.0401233989388026,0.48682916261948267,0.04863988897180778,0.309719422495881,0.05577951884077597,0.041706520173108996,0.19684837127726945,0.5023725692371752
0.075,0.06163260621989336,0.032956116965218295,0.040111759362605706,0.48424796175804535,0.04867420378666803,0.30669203058644007,0.05590115198973177,0.041740028884133154,0.194741023797799,0.5095720938886359
0.076,0.061700925130910314,0.033052049831121894,0.0400921862980235,0.4814831126691612,0.04869691486405407,0.30354707549820514,0.05600368560310131,0.04176526997434306,0.19256286448786836,0.5166726179431591
0.077,0.06174806806748767,0.033140153198504455,0.04006498519948399,0.47853868009717887,0.048708465097085166,0.30028915623861785,0.05608771177320151,0.04178259897492532,0.1903177638051626,0.523671057671614
0.078,0.06177440000331771,0.03322057991808806,0.040030465760241246,0.47541884815521823,0.04870929845742346,0.2969229143634034,0.05615382352877646,0.04179236894215865,0.18800960944169653,0.5305644680656489
0.079,0.06178029734852148,0.03329348713776439,0.039988941414973785,0.47212791597327713,0.04869985938837432,0.29345302773947296,0.056202614108259635,0.04179492990535614,0.18564230177858396,0.5373500480658946
0.08,0.06176614742780311,0.03335903609296111,0.039940728844115245,0.46867029330099147,0.048680592213110115,0.28988420437065443,0.056234676248210644,0.04179062833304941,0.18321974942436334,0.5440251455418822
0.081,0.06173234794867965,0.03341739189596321,0.039886147480667225,0.4650504960629208,0.04865194055868387,0.2862211762944437,0.05625060148735381,0.04177980661809976,0.18074586484221075,0.5505872620142624
0.082,0.06167930645964733,0.033468723324317315,0.03982551902007267,0.4612731418642981,0.04861434679639698,0.28246869355736837,0.056250979486747864,0.041762802582265654,0.1782245600708129,0.5570340571105081
0.083,0.061607439798102875,0.03351320260845096,0.03975916693391593,0.45734294544547593,0.04856825149905288,0.278631518276336,0.05623639736659311,0.0417399490006329,0.17565974254325034,0.5633633527459648
0.084,0.061517173527736696,0.03355100521856522,0.03968741598802305,0.45326471408403723,0.04851409291553303,0.27471441879296676,0.05620743906042367,0.04171157314626054,0.1730553110076422,0.569573137022831
0.085,0.06140894136504975,0.033582309650969984,0.0396105917656683,0.4490433429446449,0.0484523064630971,0.2707221639277318,0.056164684687318805,0.04167799635523279,0.17041515155288864,0.5756615678402659
0.086,0.06128318459478254,0.03360729721393389,0.03952902019649751,0.4446838103778797,0.0483833242377811,0.26665951734052656,0.05610870994279722,0.04163953361235161,0.1677431337422393,0.5816269762094068
0.087,0.06114035147427737,0.03362615181313033,0.03944302709176969,0.4401911731702057,0.04830757454323708,0.26253123200392836,0.05604008550897055,0.04159649315755577,0.16504310685705895,0.5874678692675009
0.088,0.060980896627126684,0.033639059736604957,0.03935293768648579,0.43557056174811476,0.04822548143837915,0.25834204479524686,0.05595937648447347,0.041549176113256814,0.16231889625279872,0.5931829329854069
0.089,0.06080528042688537,0.03364620943929522,0.03925907618897823,0.43082717534000575,0.048137464304090986,0.254096671213287,0.05586714183470946,0.04149787613259435,0.15957429982888388,0.5987710345623855
0.09,0.06061396837202672,0.033647791326992485,0.039161765338504434,0.4259662770996729,0.04804393742924816,0.24979980022573098,0.055763933862948416,0.041442879068680175,0.15681308461386587,0.6042312245016073
0.091,0.06040743045365587,0.03364399753981886,0.03906132597146446,0.420993189195589,0.047945309616178156,0.24545608925306978,0.05565029770288682,0.04138446266482903,0.15403898346678485,0.6095627383593939
0.092,0.060186140517750265,0.03363502173522574,0.03895807659678832,0.41591328787074405,0.04784198380563027,0.24107015929497386,0.05552677083317451,0.04132289626575036,0.15125569189522434,0.6147649981610408
0.093,0.05995057562374059,0.03362105887056041,0.038852332981034125,0.4107319984787842,0.047734356721355,0.23664659020496265,0.05539388261443494,0.04125844054971742,0.14846686499005285,0.6198376134755786
0.094,0.0597012154012874,0.03360230498531683,0.03874440774366136,0.4054547905029499,0.04762281853419798,0.23218991611858894,0.055252153849094904,0.04119134728162772,0.14567611447644854,0.6247803821419479
0.095,0.059438541407022996,0.03357895698308696,0.038634609962929785,0.40008717256505166,0.04750775254564553,0.2277046210398907,0.05510209636440669,0.04112185908689683,0.14288700588041978,0.6295932906393185
0.096,0.05916303648303482,0.033551212413393566,0.03852324479289545,0.394634687432069,0.04738953489058278,0.22319513458999402,0.05494421261890202,0.041050209246039214,0.14010305580966056,0.6342765140949009
0.097,0.05887518411869488,0.033519269253615945,0.038410613091905334,0.3891029070283671,0.047268534258895205,0.21866582792124617,0.054778995332602706,0.04097662150981539,0.1373277293473895,0.6388304159230478
0.098,0.05857546781744438,0.03348332569130577,0.03829701106316667,0.3834974274619299,0.04714511163558136,0.21412100979958829,0.05460692714122965,0.04090130993470846,0.1345644375575442,0.6432555470894534
0.099,0.05826437046998498,0.033443579907359765,0.03818272990778792,0.3778238640733406,0.04701962005888237,0.20956492285748807,0.05442848027467472,0.04082447873848641,0.13181653509948338,0.6475526449939442
0.1,0.05794237373521389,0.03340022986052288,0.03806805549079525,0.37208784651671023,0.0468924043960078,0.20500174001908938,0.054244116259916805,0.04074632217558286,0.12908731795019904,0.6517226319648058
0.101,0.0576099574302127,0.03335347307378393,0.03795326802054029,0.3662950138818472,0.046763801135981935,0.2004355610987223,0.054054285648539875,0.040667024432068974,0.12638002123176828,0.6557666133570039
0.102,0.05726759893036029,0.03330350642317458,0.03783864174184967,0.36045100986662526,0.046634138199064805,0.19587040957313023,0.053859427769057305,0.0405867595400422,0.123697817141676,0.6596858752464381
0.103,0.05691577258064027,0.033250525929582324,0.03772444464323446,0.3545614780078356,0.04650373476229968,0.19131022952717833,0.05365997050411235,0.040505691311287916,0.12104381298343347,0.6634818817122542
0.104,0.05655494911905546,0.03319472655412542,0.03761093817838956,0.34863205697814414,0.046372901100701906,0.18675888277197353,0.0534563300927007,0.040423973290074765,0.11842104929494304,0.6671562716995673
0.105,0.05618559511308311,0.033136301997677385,0.037498377002226586,0.34266837595630345,0.04624193844371277,0.18222014613382623,0.053248910957308694,0.04034174872483734,0.11583249807199453,0.6707108554559472
0.106,0.055808172410104,0.03307544450509359,0.037387008721586776,0.33667605007747986,0.04611113884669324,0.1776977089118431,0.053038105555906566,0.04025915055854671,0.11328106108454564,0.6741476105366025
0.107,0.05542313760288537,0.03301234467454396,0.03727707366073831,0.3306606759702815,0.045980785077315914,0.17319517050163846,0.0528242942584624,0.04017630143749699,0.11076956828354788,0.6774686773753453
0.108,0.05503094151120199,0.0329471912723885,0.03716880464166963,0.32462782738672713,0.04585115051685744,0.16871603818232217,0.05260784524765176,0.04009331373830838,0.10830077629628404,0.6806763544212312
0.109,0.05463202868078671,0.03288017105385084,0.03706242677910913,0.31858305093110023,0.0457224990764658,0.16426372506376638,0.05238911444322889,0.04001028961285857,0.10587736700824343,0.6837730928436434
0.11,0.05422683690082929,0.03281146858983362,0.03695815729015748,0.3125318618931962,0.045595085128555715,0.1598415481909881,0.05216844544957884,0.039927321051035844,0.1035019462296655,0.6867614908118161
0.111,0.05381579674123593,0.03274126610012415,0.036856205318383885,0.3064797401913075,0.045469153453406345,0.1554527268025947,0.051946169525939584,0.03984448996109095,0.10117704244486882,0.6896442873581571
0.112,0.05339933111091477,0.03266974329322245,0.03675677177227255,0.30043212642995687,0.04534493920110311,0.15110038074028947,0.051722605578774214,0.03976186826752723,0.0989051056424429,0.692424355838878
0.113,0.052977854838304216,0.03259707721299851,0.036660049177789505,0.29439441807707817,0.045222667868765436,0.146787529006672,0.05149806017586793,0.0396795180264131,0.09668850622431246,0.6951046970094289
0.114,0.05255177427523318,0.03252344209225751,0.036566221544939624,0.28837196576479535,0.04510255529307676,0.1425170884686626,0.05127282758168349,0.03959749155803781,0.0945295339916637,0.6976884317347937
0.115,0.05212148692515563,0.0324490092132898,0.03647546424800057,0.2823700697174716,0.044984807657926375,0.13829187270409943,0.05104718981341984,0.0395158315968501,0.09243039720598605,0.7001787933557672
0.116,0.05168738109658636,0.03237394677538469,0.03638794391927091,0.2763939763098815,0.04486962151697033,0.13411459098913203,0.05082141671721213,0.039434571458510356,0.09039322172367624,0.7025791197328372
0.117,0.05124983558250869,0.03229841976924753,0.03630381835603298,0.2704488747577812,0.04475718383075855,0.12998784742404124,0.05059576606377186,0.039353735223956264,0.08842005020308755,0.7048928449900432
0.118,0.05080921936642524,0.03222258985832042,0.036223236440574944,0.2645398939422318,0.044647672018086663,0.12591414019501415,0.050370483662649734,0.03927333794021043,0.0865128413830701,0.7071234909826691
0.119,0.050365891355706606,0.03214661526696437,0.03614633807305596,0.2586720993683424,0.04454125402114551,0.12189586096928791,0.050145803494345796,0.03919338583774175,0.08467346943233088,0.7092746585142994
0.12,0.04992020014278365,0.03207065067552405,0.036073254117096186,0.2528504902582162,0.044438088384005994,0.11793529442116124,0.049921947859363346,0.0391138765640672,0.08290372336906109,0.7113500183300431
0.121,0.049472483794768415,0.031994847122212386,0.03600410635803352,0.24707999677706652,0.04433832434395421,0.11403461788649591,0.04969912754332223,0.03903479943325488,0.08120530655038251,0.7133533019130001
0.122,0.04902306967185907,0.03191935191180101,0.035939007473840004,0.24136547739075054,0.044242101935140235,0.11019590114348382,0.049477541997237195,0.03895613569088257,0.07957983623121348,0.7152882921100883
0.123,0.04857227427491669,0.031844308531067844,0.03587806101873758,0.23571171635235505,0.044149552104043886,0.10642110631751076,0.0492573795320375,0.03887785879392234,0.07802884319211122,0.7171588136120243
0.124,0.04812040312239256,0.03176985657109245,0.035821361419533855,0.23012342131508945,0.0440607968363346,0.10271208790808502,0.04903881752640325,0.038799934704898786,0.07655377143558154,0.7189687233109312
0.125,0.04766775065677084,0.03169613165650115,0.03576899398468275,0.22460522106847686,0.043975949294661275,0.09907059293576213,0.04882202264691326,0.03872232219959859,0.07515597795021084,0.7207219005583021
0.126,0.04721460018055,0.031623265381908156,0.03572103492599321,0.21916166339458268,0.04389511396705141,0.09549826120696411,0.04860715107938051,0.038644973187542106,0.07383673254202575,0.7224222373453901
0.127,0.046761223821646825,0.03155138525577105,0.035677551392869974,0.2137972130408936,0.04381838682552495,0.09199662569447797,0.048394348770251276,0.03856783304445285,0.07259721773241624,0.724073628427274
0.128,0.04630788252805095,0.0314806146519089,0.03563860151887283,0.2085162498059241,0.043745855494565146,0.08856711303123271,0.04818375167678625,0.03849084095593546,0.07143852872192816,0.7256799614106569
0.129,0.045854826091372765,0.03141107276892696,0.035604234480371234,0.20332306673336464,0.04367759942910051,0.08521104411492324,0.047975486024783624,0.03841393027162153,0.0703616734192027,0.727245106824559
0.13,0.04540229319893829,0.03134287459767098,0.035574490566957905,0.19822186841005518,0.04361369010155435,0.08192963482076263,0.04776966857258791,0.03833702886902835,0.06936757253425506,0.7287729081926249
0.131,0.04495051151403427,0.0312761308969294,0.0355494012633633,0.19321676936317697,0.04355419119753689,0.07872399681966637,0.047566406880079556,0.03826005952644123,0.06845705973523997,0.730267172126314
0.132,0.044499697783871264,0.031210948177418204,0.035528989342490484,0.18831179255216948,0.04349915881971097,0.07559513849898719,0.04736579958146348,0.03818294030404364,0.06763088186777517,0.731731658459568
0.133,0.04405005797489587,0.031147428694173997,0.035513268969361175,0.1835108679514488,0.043448641699299635,0.07254396598297445,0.04716793666071387,0.03810558493255918,0.06688969923592672,0.7331700704478336
0.134,0.043601787434996764,0.031085670447308603,0.0355022458156944,0.1788178312203876,0.04340268141469212,0.0695712842500789,0.04697289972871884,0.038027903208574014,0.06623408594393408,0.7345860450567764
0.135,0.04315507108223763,0.031025767191139347,0.035495917184927436,0.17423642245746268,0.04336131261651675,0.06667779834414654,0.04678076230138406,0.037949801395792175,0.06566453029777196,0.735983143368445
0.136,0.04271008361965742,0.030967808451585775,0.0354942721474722,0.16977028503562228,0.04332456325850736,0.06386411467645096,0.04659159007804285,0.03787118263151304,0.06518143526558044,0.737364841133748
0.137,0.042266989775677936,0.03091187955178172,0.03549729168598899,0.16542296451588318,0.04329245483342236,0.0611307424153684,0.04640544121969685,0.03779194733769726,0.06478511899590213,0.7387345195001882
0.138,0.04182594456970565,0.030858061645730957,0.03550494885046382,0.16119790763615705,0.04326500261322956,0.058478094960401066,0.046222366626678404,0.03771199363604512,0.06447581539260748,0.740095455942604
0.139,0.04138709360233541,0.030806431759957592,0.035517208922959426,0.15709846137216932,0.04324221589275759,0.05590649149720234,0.04604241021541203,0.037631217766585796,0.0642536747453909,0.7414508154231678
0.14,0.04095057336971041,0.030757062842972478,0.03553402959187031,0.15312787206743295,0.04322409823598073,0.05341615863016514,0.04586560919409157,0.03754951450916689,0.06411876441454702,0.7428036418050968
0.141,0.04051651160140438,0.03071002382252769,0.035555361135679635,0.1492892846295815,0.0432106477241217,0.051007232089080916,0.045691994337117264,0.03746677760723811,0.06407106956877066,0.7441568495428692
0.142,0.04008502762120135,0.030665379670494326,0.035581146616115666,0.14558574179091827,0.043201857204773944,0.04867975850622843,0.04552159025823253,0.03738290019325344,0.06411049397453387,0.7455132156698208
0.143,0.03965623273012761,0.03062319147528223,0.0356113220807102,0.1420201834315977,0.04319771454134668,0.046433697260288544,0.04535441568224198,0.03729777521482558,0.06423686083558659,0.7468753721022208
0.144,0.03923023061095547,0.03058351652163686,0.035645816774640494,0.1385954459642573,0.0431982028621778,0.0442689223833905,0.045190483715208514,0.03721129586086193,0.06444991368102261,0.7482457982771749
0.145,0.03880711775342432,0.030546408377585696,0.03568455336184304,0.13531426177897354,0.04320330080885507,0.042185224527702285,0.04502980211296921,0.03712335598666014,0.06474931730035775,0.7496268141402002
0.146,0.038386983899298815,0.03051191698834153,0.035727448155292524,0.13217925874740002,0.04321298278335766,0.04018231298806117,0.04487237354784007,0.0370338505370487,0.0651346587239851,0.7510205734968786
