time,RGLTMED,RRF,RADDLONG,RTA,RGM,LGLTMED,LRF,LADDLONG,LTA,LGM
0.0,0.00027525770510856257,8.731532637851711e-05,0.0004961170326461698,0.004802145017398772,9.909798731743158e-05,0.0023504382689252907,0.0012845564167748764,4.622317133059247e-05,1.2806360046124817e-05,0.0013278585865352838
0.001,0.0002137414505066996,0.00011307301788623651,0.0005240790470509275,0.005237024238851224,4.6278045643284453e-05,0.002729097933172432,0.0011954736654219815,8.913465882640644e-05,0.0003159827930860616,0.0011422844634973394
0.002,0.00015218672468184354,0.00013889231537610964,0.0005520918289871225,0.005671783653026648,6.395786056411596e-06,0.0031058161587511996,0.001106811379529429,0.00013191445501824336,0.0006170630140904975,0.000951547366072562
0.003,9.062725864571553e-05,0.00016475862557347075,0.0005801357236849684,0.006106114232897328,5.889139116428272e-05,0.003480316128710667,0.0010186173758988475,0.00017453493871953725,0.0009158266626890845,0.0007556427991468067
0.004,2.9096823496667667e-05,0.00019065730948159565,0.0006081909739514472,0.006539705832097281,0.00011117686736550553,0.003852322333409754,0.0009309387805288569,0.0002169687151258206,0.0012120555254241834,0.0005545702971843034
0.005,3.2370808641084794e-05,0.00021657370262650745,0.0006362377508526074,0.0069722476144916945,0.00016322057277963682,0.004221560965202104,0.000843821967450974,0.0002591886602279046,0.0015055338714833693,0.00034833349772151666
0.006,9.37419034450635e-05,0.00024249313524338052,0.0006642561846054866,0.0074034284847249695,0.00021499117153728062,0.004587760310470921,0.0007573124995231572,0.0003011679646068836,0.0017960487833293104,0.00013694021228204974
0.007,0.00015498280291407986,0.00026840095234667105,0.0006922263955854853,0.007832937518538375,0.0002664576786778814,0.004950651137967169,0.0006714550713257775,0.00034288017647158837,0.0020833904811961928,7.959750541924368e-05
0.008,0.00021605996350856896,0.0002942825336295029,0.0007201285253580611,0.00826046439169944,0.00031758950425281063,0.005309967082440088,0.0005862934542874449,0.00038429924380674785,0.002367352640501866,0.0003012632941244862
0.009,0.00027693999384412286,0.0003201233131409707,0.0007479427676465696,0.008685699806412284,0.00036835649652695456,0.005665445022577679,0.0005018704441520587,0.00042539955550692396,0.002647732701298531,0.0005280364226828791
0.01,0.0003375896918737572,0.000345908798693753,0.0007756493991513681,0.009108335914087851,0.00041872898418236353,0.006016825452298387,0.00041822781088313973,0.0004661559813768931,0.002924332168951533,0.0007598917308600271
0.011,0.0003979760814969681,0.0003716245909584622,0.0008032288101391622,0.009528066733364721,0.0004686778174379658,0.006363852844462154,0.0003354062510864184,0.0005065439108837424,0.0031969569052984026,0.0009967995734734907
0.012,0.00045806644853589276,0.00039725640220475357,0.0008306615347265238,0.009944588562301194,0.0005181744080082913,0.006706276006106631,0.0002534453430173476,0.0005465392905508344,0.003465417409597874,0.001238725768034159
0.013,0.000517828376021825,0.0004227900746523931,0.0008579282807876801,0.010357600383712239,0.0005671907678312505,0.007043848424361641,0.00017238350422792555,0.0005861186598907993,0.0037295290886301923,0.0014856315460877259
0.014,0.0005772297787399147,0.00044821159839880583,0.0008850099594230473,0.010766804262697735,0.0006156995465012419,0.007376328602249045,9.225795189782781e-05,0.0006252591857851937,0.003989112515359431,0.0017374735084655468
0.015,0.000636238936985813,0.0004735071288930781,0.0009118877139301739,0.011171905735498214,0.0006636740673498709,0.007703480383634815,1.3104665887954938e-05,0.0006639386952322082,0.004243993675623133,0.0019942035846679477
0.016,0.0006948245294940266,0.0004986630039294744,0.0009385429482222638,0.011572614188909591,0.0007110883621219648,0.008025073266661065,6.50416454517075e-05,0.0007021357063986567,0.004494004202377266,0.002255768996614671
0.017,0.0007529556655031019,0.0005236657601360402,0.0009649573546418292,0.011968643229569299,0.000757917204198989,0.0083408827050398,0.00014214757669562929,0.0007398294579258173,0.004738981597088611,0.0025221122270062085
0.018,0.0008106019159277104,0.0005485021489358304,0.0009911129411190954,0.012359711042486583,0.0008041361403257252,0.00865069039663748,0.00021818105396328622,0.0007769999364491317,0.004978769437920495,0.00279317099254633
0.019,0.0008677333436124651,0.0005731591519596567,0.0010169920576270266,0.012745540738246176,0.0008497215207993938,0.008954284558831878,0.0002931113607436488,0.0008136279022995077,0.005213217574399071,0.0030688782222798266
0.02,0.00092432053264665,0.0005976239958899373,0.001042577421887529,0.013125860688383275,0.0008946505280832043,0.00925146019018723,0.0003669091609316059,0.0008496949133599419,0.005442182308287452,0.0033491620412996847
0.021,0.0009803346167227794,0.0006218841667154407,0.0010678521442870118,0.013500404848505536,0.0009389012038088302,0.00954201931806431,0.0004395465190943368,0.0008851833470563528,0.00566552656044744,0.0036339457600748476
0.022,0.001035747306524732,0.0006459274233767926,0.0010927997519642346,0.013868913068813025,0.0009824524741347766,0.009825771231852437,0.0005109969179950076,0.0009200764204662334,0.005883120023536797,0.0039231478696449065
0.023,0.001090530916132911,0.0006697418107829311,0.0011174042120381735,0.014231131391733638,0.001025284173429992,0.010102532701587001,0.0005812352734102974,0.0009543582085329783,0.006094839300466926,0.0042166820429225885
0.024,0.0011446583884346959,0.0006933156721795949,0.0011416499539468922,0.014586812336445328,0.001067377066254168,0.010372128181805064,0.000650237946286765,0.0009880136603779115,0.006300568028617524,0.004514457142338599
0.025,0.0011981033195291714,0.0007166376608525192,0.0011655218908698756,0.014935715170089852,0.0011087128676079208,0.010634390000584075,0.0007179827522882101,0.0010210286137067289,0.006500196989859673,0.004816377234055577
0.026,0.00125083998211624,0.0007396967511500115,0.0011890054402070543,0.015277606165490048,0.0011492742614275238,0.010889158533791032,0.0007844489687917238,0.0010533898073123655,0.006693624206478555,0.005122341608969017
0.027,0.0013028433478615633,0.000762482248811719,0.0012120865430885635,0.015612258845171118,0.00118904491730038,0.011136282364639979,0.0008496173393942499,0.0010850848916815693,0.006880755023125886,0.0054322448107048385
0.028,0.00135408910872991,0.0007849838005927262,0.001234751682890088,0.015939454211476096,0.0012280095053792581,0.011375618428719893,0.0009134700759944814,0.0011161024377167189,0.007061502174983645,0.005745976670817139
0.029,0.0014045536972802997,0.0008071914031746567,0.0012569879027293086,0.016258980962573995,0.0012661537094751799,0.01160703214471153,0.0009759908585172316,0.00114643194358681,0.007235785842386523,0.00606342235138436
0.03,0.0014542143059168516,0.0008290954113579241,0.0012787828219194659,0.01657063569418944,0.001303464238309963,0.011830397531055909,0.0010371648323494558,0.0011760638397223671,0.007403533692221801,0.00638446239519566
