Time,RGLTMED,RRF,RADDLONG,RBF,RTA,RGM
0.0,0.0001271845925259066,0.004099164112124251,0.001358893976694441,-0.00024964755235416623,0.026028526182954058,0.0015579920844138752
0.001,0.00018249716225116278,0.0047270507988635534,0.0014520961345137688,-0.00016538717351117393,0.026727633371306323,0.0017025102702647541
0.002,0.00023820990266819843,0.0053666540981197036,0.0015473037766319708,-8.116592444514763e-05,0.027431325930752936,0.0018469354904068287
0.003,0.0002942984513896873,0.006017734908282951,0.001644491076264119,2.9569493048193017e-06,0.02813909209472806,0.0019911655817512128
0.004,0.0003507381436268603,0.006680038726251489,0.001743630434069357,8.692176921445879e-05,0.028850415066304293,0.0021350980172061074
0.005,0.00040750404018563975,0.007353295654955276,0.0018446925050269296,0.00017066848862847241,0.029564773979177013,0.0022786300419068454
0.006,0.0004645709553139346,0.00803722043042366,0.0019476462265429297,0.000254136758283766,0.030281644858343323,0.0024216588097816165
0.007,0.0005219134843019491,0.008731512468826828,0.0020524588475548905,0.00033726599240178754,0.031000501575275313,0.002564081520103299
0.008,0.0005795060307474216,0.009435855933903618,0.0021590959584315574,0.00041999543525552286,0.031720816793026664,0.002705795553683265
0.009,0.0006373228334056137,0.010149919825168573,0.002267521521498994,0.0005022642281227153,0.03244206289747696,0.0028466986083667606
0.01,0.0006953379925491826,0.01087335808727039,0.0023776979020623235,0.0005840114765441211,0.03316371291168061,0.0029866888334941877
0.011,0.0007535254957667787,0.01160580974085189,0.0024895858998320967,0.0006651763178150921,0.03388524139093907,0.0031256649630007323
0.012,0.0008118592431323403,0.012346899035237427,0.00260314478069731,0.0007456979886502709,0.034606125296705544,0.0032635264468416584
0.013,0.0008703130716806772,0.013096235623246534,0.002718332308806574,0.0008255158929725506,0.03532584484777054,0.003400173580454351
0.014,0.0009288607791305304,0.013853414758402946,0.0028351047789260627,0.00090456966978627,0.036043884347406976,0.0035355076319991447
