Frame number,256
First frame,1
Point frequency,100
Analog frequency,1000

RHS,0.28,1.25,2.17
LTO,0.4,1.37,2.3
LHS,0.79,1.71
LON,0.79
RTO,0.89,1.81
RON,1.25
LOFF,1.37
ROFF,1.81

Time,LGLTMED,LRF,LADDLONG,LST,LTA,LGM,RGLTMED,RRF,RADDLONG,RST,RTA,RGM
s,V,V,V,V,V,V,V,V,V,V,V,V
0,-0.00566401,0.00777643,-0.00227184,-0.000433944,0.0078388,0.00293801,-0.00285282,-0.00102014,-0.0035316,0.0023224,0.00692369,0.00401455
0.001,0.00284593,0.000454969,0.00422779,0.00681717,-0.0054111,0.00223851,-0.00220621,0.00112756,0.00301268,0.00234759,-0.00322675,0.00298951
0.002,-0.00688641,-0.00831289,0.002288,0.00584466,0.0116544,-0.000334715,-0.00480492,0.000576151,0.00577697,0.00263189,-0.0260416,-0.00142923
0.003,-0.0317934,-0.00602288,0.00136018,0.00062162,0.0156611,0.00590283,-0.00517696,-0.00208286,0.00445299,0.00166535,0.0226828,0.00144378
0.004,-0.0492688,-0.00183636,-9.19222e-005,0.00244324,-0.0447023,0.00294749,-0.0036466,-0.00442666,0.00758043,0.00556623,0.026648,0.00367743
0.005,-0.0324192,-0.0104051,-0.0066568,-0.000285229,-0.0367207,0.00270159,-0.00602898,-0.00647282,0.0078266,0.00519209,-0.0144796,0.00191754
0.006,-0.0153682,-0.0125025,-0.00430619,-0.00145877,-0.00955491,0.00241703,-0.00379324,-0.00579524,0.00823134,0.00299515,-0.0186402,0.00440555
0.007,0.00744986,-0.0148378,-0.00647597,-0.00107603,-0.00899458,-0.000655722,-0.00427543,-0.00942543,0.00298036,-0.00040565,-0.0218768,-0.00350702
0.008,0.034283,-0.00671884,-0.00462629,0.00239058,-0.0490795,-0.00468919,-0.00321237,-0.00608046,-0.00153667,0.00171076,-0.012311,-0.00473054
0.009,0.053609,0.00149503,-0.00181142,0.00344945,-0.0229864,-0.00816047,-0.00152696,-0.0046155,-0.00930762,-0.000109803,-0.0381749,-0.00323203
0.01,0.0505325,-0.000246979,-0.00444028,0.00332212,0.0027795,0.000221145,-0.000445701,-0.00137002,-0.00844986,0.00543017,-0.0112735,-0.00236637
0.011,0.0296665,0.000283663,-0.0070178,0.000787238,-0.0266782,0.00611322,0.00368857,0.000909891,-0.00538833,0.00216099,0.0305591,0.0018375
0.012,0.0191003,0.00280303,0.00602411,-0.000189773,0.00312692,0.00219278,-0.00194673,0.000699824,-0.00684925,0.000767401,0.0845854,-7.64816e-005
0.013,0.0337824,0.00122827,0.00539303,-0.000832207,0.0479909,0.000361947,-0.00331859,0.000137576,-0.0079583,0.0018619,0.0391027,-0.00200003
0.014,0.0462257,0.00229331,-0.00066705,-0.000837497,-0.00495912,-0.0067046,-0.00317842,0.000139999,-0.00841522,-0.000657843,-0.0149772,-0.00270756
0.015,0.0566964,0.00937383,0.0046312,0.00223339,-0.0128626,-0.0077156,-0.00488667,0.00223405,-0.00394847,0.001754,-0.0316206,-0.00249858
0.016,0.0532299,0.00264977,-0.000379003,0.0025795,0.00203426,-0.00511052,-0.000815435,0.000621987,0.000256354,0.0032993,-0.0734368,0.000769936
0.017,0.0278028,0.000446074,0.0010873,0.00172354,-0.0218806,-0.00346188,-0.000425334,-0.000423531,-0.000679026,0.00428261,-0.0684313,0.00374846
0.018,-0.0166451,0.00552136,0.00445164,-3.35342e-005,-0.0198699,-1.51591e-005,0.00116745,-0.000902698,0.00301652,0.00317589,0.00414808,0.00522335
0.019,-0.0784038,0.00171156,-0.00127414,0.00066026,0.0258125,0.00340796,-0.00152916,-0.000815633,-0.00238485,0.000890748,0.0185902,0.00275866
0.02,-0.120045,0.00886212,-0.00113862,-0.00108332,0.0581447,0.00498582,-0.00241025,-0.00107764,0.00173787,0.00169428,-0.0232418,0.0058184
0.021,-0.142252,0.00988906,-0.00338424,-0.00496431,0.0210104,0.00167475,-0.000863633,-0.00321385,0.00440292,0.000697194,0.0495847,0.00311205
0.022,-0.0855279,0.00784658,-0.00129884,-0.00213686,-0.000425591,0.00416242,-0.00176957,-0.000813874,0.00408828,-0.00149715,0.0558178,0.00562499
0.023,-0.0236842,0.00669999,0.00359076,-0.00236965,0.0133751,0.00390832,0.00280993,-0.00364088,0.00812033,-0.00367512,0.0336142,0.00267246
0.024,0.010711,0.000949896,0.00579051,-0.00444329,-0.0138821,0.00335663,0.000976309,-0.0019253,0.0055119,0.000260438,0.0204986,-0.000562944
0.025,0.0461436,-0.00117273,0.00407752,0.00110297,-0.0083439,-0.00725729,-0.00116377,-0.00420706,0.00327837,0.00389503,-0.0268949,-0.00225687
0.026,0.0448711,-0.00211935,0.00241479,-7.31119e-005,0.0360936,-0.00260262,0.00158043,-0.000408651,0.00538036,0.00264512,-0.0057574,2.52738e-005
0.027,0.0265085,-0.00739282,0.00110109,0.00118557,0.0474051,0.00145329,0.0046335,0.0030689,0.000822283,-0.000749518,-0.0186633,0.000173465
