time,LGLTMED,LRF,LADDLONG,LST,LTA,LGM,RGLTMED,RRF,RADDLONG,RST,RTA,RGM
0,-0.00115609,-0.003943,-0.00566925,0.007349,-0.00181348,-0.00119642,0.00191976,-0.00413012,0.00135517,-8.57E-05,0.00488182,0.00664475
0.001,-0.00356517,-0.00271501,-0.00990913,0.0244381,-0.00952612,0.00166106,-0.00707929,-0.00398296,0.00442906,0.00395025,0.0054582,-0.00385974
0.002,-0.000740953,-0.00684103,-0.00889447,0.0205188,-0.0369325,0.00065612,-0.0155371,-0.00155091,0.00596666,0.00188531,0.00536487,-0.0426866
0.003,0.00700946,-0.00626896,-0.0105775,-0.00926393,-0.0257577,0.00341551,-0.0268224,-0.00142811,0.00384382,-0.000786491,0.00489171,-0.0482262
0.004,0.00076269,-0.00467698,-0.00581543,-0.00934541,0.010262,0.00169578,-0.0183557,-0.000272892,0.00264798,-0.00223401,-0.00879647,-0.0302651
0.005,4.68E-05,-0.00574022,-0.00865458,0.00534176,0.0342047,-0.000235168,-0.011493,-0.000236124,0.00208154,-0.000625997,-0.0152704,0.0111949
0.006,0.00211051,-0.00153418,-0.00902771,0.00643848,0.0347804,0.00311043,-0.0178146,-0.000721721,0.00367638,0.000681261,-0.00752546,0.0502224
0.007,-0.00464807,-0.00274808,-0.000525663,0.0482876,0.0113683,-0.00292219,-0.00738811,0.0037494,0.00652134,0.00382497,-0.00998543,0.0212084
0.008,-0.00497468,0.000377502,0.00342703,0.0738307,-0.0223215,-0.00155442,0.0131033,0.000650324,0.00146338,0.0054484,-0.0128882,0.00349159
0.009,-0.00558658,-0.000707923,-0.000827205,0.0485705,-0.00192393,0.00263003,0.0143953,0.000341951,0.00437206,0.000362209,-0.0144007,0.0129206
0.01,-0.00282249,-0.00234712,0.00380599,0.0432681,-0.00620141,-0.00136106,0.0151332,-0.00451579,0.00334358,-0.000755219,-0.0108525,0.0183391
0.011,0.00148784,-0.000882317,-0.00128586,0.0029233,-0.01778,-0.000105513,0.0113725,-0.00569825,0.00295203,0.0020923,0.00204363,0.00720015
0.012,2.27E-05,-0.00181045,-0.00358732,-0.142736,-0.0110411,0.00150797,-0.0142658,-0.00443967,0.0038024,-0.00300133,0.000197237,-0.0208415
0.013,-0.00721484,0.0021898,0.00300844,-0.179538,-0.00186448,0.00591472,-0.0162959,-0.00258223,-0.00265738,-0.00200174,0.000413521,-0.0420221
0.014,-0.00648746,0.0111153,0.00568722,-0.0669033,-0.000937093,-0.00184615,-0.00263514,-0.000134918,-0.00544851,-0.00284686,0.00545921,-0.0466064
0.015,-0.00114571,0.0118382,0.00414624,0.0185184,-0.00185301,-0.0056081,0.000492975,-0.00412442,-0.00366239,-0.00126625,0.00253586,-0.0401001
0.016,0.00332588,0.00984233,-0.000393304,0.0478243,0.0225462,-0.00751486,0.00989835,-0.00662231,0.000864707,-7.52E-06,-0.00376107,-0.0655227
0.017,0.00113845,0.00175588,-0.00365993,0.0760381,0.0246466,-0.00574049,0.010346,-0.00580178,-0.00590908,-0.00242786,-0.00609002,-0.030674
0.018,-0.00190037,0.00220865,-0.00351847,0.111162,-0.00319467,-0.00303358,0.00307741,-0.00196957,-0.00750605,-0.00211805,0.0129621,0.0831191
0.019,-0.00120404,-0.004995,-0.00637749,0.0790665,-0.0109481,-0.00244513,0.0021476,0.00212847,-0.00972417,-0.0018234,0.0219788,0.0723611
0.02,0.00384682,-0.0125517,-0.00796193,-0.0288093,-0.0163359,0.00548804,-0.00341557,0.00100093,-0.00889701,-0.00276226,0.0115115,-0.012553
0.021,0.0071573,-0.0110193,0.000889012,-0.0992837,0.00717482,0.0106975,0.00623802,-0.00260373,-0.00440549,-0.00279481,0.0117774,0.00631442
0.022,0.00781882,-0.00743038,0.006755,-0.0414475,-0.0374762,0.00311281,0.00426523,-0.000749037,-0.00508708,-0.00161101,0.0127021,0.0630491
0.023,0.00247835,-0.00606587,0.00720215,0.0284166,-0.0294433,-0.000178851,-0.00627063,-0.000146769,-0.00146532,0.00232098,0.00451034,0.0639529
0.024,0.00059747,-0.00509871,0.00650819,0.0404303,-0.000765258,0.000207223,-0.0131511,-0.00109939,-0.00267758,0.00565044,-0.00213142,-0.0340326
0.025,0.00492178,-0.0158209,0.00681112,-0.026457,-0.0048327,-0.00427962,-0.00781752,5.83E-05,-0.00473689,0.00197385,-0.0115127,-0.0963646
0.026,0.00598811,-0.0141188,0.00658321,-0.0812991,-0.000119162,-0.00143728,0.00852721,0.00210896,-0.00609595,0.00380713,-0.0114419,-0.0718028
0.027,0.00348666,-0.00333903,0.00459845,-0.0477869,0.00821096,0.00110062,0.0136246,-0.00165833,-0.00490001,0.00230176,0.00203639,-0.0747867
0.028,0.00229331,0.00432677,0.00542601,-0.0189614,0.00492176,-0.000636686,0.014816,0.000356309,0.00253927,0.00142526,0.0142648,-0.0594961
0.029,-0.0018734,0.00126728,0.00234061,-0.0149013,0.00102072,6.16E-05,0.00997651,-0.000694333,0.0101457,0.00300756,0.00417676,0.0122949
0.03,-0.00291951,-0.00334399,-0.00131425,0.0108585,-0.00194739,0.00105589,0.00429901,0.00160166,0.0066539,-0.000277923,-0.0132861,0.11047
0.031,-0.00787327,-0.00887851,-0.00280651,0.0349011,-0.000607596,-0.00131916,-0.00252179,-0.000687308,0.00459919,-0.00141506,-0.0179943,0.127082
0.032,0.00431537,-0.00585585,-0.00520221,0.0566921,0.00658397,-0.00462531,-0.00713108,-0.00145465,0.009189,0.00356014,-0.0264354,0.0762146
0.033,0.00434294,-0.00707053,3.08E-05,0.0219694,0.0101838,-0.00672849,-0.0061733,-0.000392037,0.0121991,-0.000614927,-0.0260949,-0.00154906
0.034,0.0022739,-0.00791819,-0.00695543,0.0217168,0.00684927,-0.004577,-0.00147848,-0.000547735,0.00936785,-0.000516307,-0.00322618,-0.0769493
0.035,0.00206757,0.00566951,-0.00663867,0.0715202,0.00635654,-0.00213562,0.00695664,0.00418563,0.0135185,0.00171545,0.0104548,-0.0307012
0.036,0.00401949,0.0160235,-0.0066551,0.057854,0.00321883,0.00304179,0.0148627,0.00313006,0.0145796,-2.77E-05,0.0140585,0.0596537
0.037,0.00659256,0.0213415,-0.0073132,-0.0284605,0.0059846,-0.000636049,0.009117,0.00208607,0.00735597,0.0006583,0.00821843,0.0436427
0.038,0.00428015,0.0195089,-0.00342471,-0.0980432,0.00916114,-0.00339778,0.0071094,0.0050215,0.00495734,-0.00233507,0.0127888,-0.0351218
0.039,0.000118194,0.0120636,0.000741026,-0.0770671,0.00694734,-0.00188051,0.00547251,0.00308487,0.00736582,-0.000467544,0.00458765,-0.03599
0.04,-0.00530049,0.0142674,0.00579914,0.0128044,0.00544031,0.00209142,0.00297124,-0.000675021,0.00845623,-0.00259362,0.000407112,-0.00202637
0.041,-0.00588975,0.0160443,0.0108383,0.0528862,0.00585054,0.00608367,-0.00529421,-0.00351569,0.00881362,-0.00108729,0.0136788,0.0234091
0.042,-0.0126515,0.0186017,0.00792504,0.0755591,0.00328176,0.00766078,-0.00164109,-0.00238937,0.00627221,0.00221758,0.00289897,0.00916652
0.043,-0.0118639,0.0185611,0.00285519,0.0823583,-0.00197674,0.00468989,-0.00287123,-0.000961237,0.00171401,0.000909683,-0.00324796,0.015035
0.044,-0.00933171,0.0171121,0.0011156,0.0708158,0.00287533,0.00266456,-0.00564309,-0.000759089,-0.000930019,-0.000741294,0.00560952,0.0110734
0.045,-0.00322423,0.00139744,-0.0012695,0.0405611,0.00408676,0.00219288,-0.00997004,0.000657328,0.00104897,-0.00395911,0.00718746,0.00059866
0.046,-0.00116723,-0.00207889,-0.000647052,-0.0088085,0.00652122,0.00205008,-0.0146414,-0.00495261,0.00578153,-0.00233748,0.000562757,0.00248737
