Raw.Pin 1,Raw.Pin 2,Raw.Pin 3,Raw.Pin 4,Raw.Pin 5,Raw.Pin 6,Raw.Pin 7,Raw.Pin 8,Raw.Pin 9,Raw.Pin 10,Raw.Pin 11,Raw.Pin 12,Raw.Pin 13,Raw.Pin 14,Raw.Pin 15,Raw.Pin 16,Raw.Pin 41,Raw.Pin 42,Raw.Pin 43,Raw.Pin 44,Raw.Pin 45,Raw.Pin 46,Raw.Pin 47,Raw.Pin 48,Raw.Pin 49,Raw.Pin 50,Raw.Pin 51,Raw.Pin 52,Raw.Pin 53,Raw.Pin 54,Raw.Pin 55,Raw.Pin 56,Raw.Pin 57,Raw.Pin 58,Raw.Pin 59,Raw.Pin 60,Raw.Pin 61,Raw.Pin 62,Raw.Pin 63,Raw.Pin 64,Voltage.EMG01_r_gastro,Voltage.EMG02_r_soleus,Voltage.EMG03_r_rect_fem,Voltage.EMG04_r_tfl,Voltage.EMG05_r_semimemb,Voltage.EMG06_l_gastro,Voltage.EMG07_l_soleus,Voltage.EMG08_l_rect_fem,Voltage.EMG09_l_tfl,Voltage.EMG10_l_semimemb,Voltage.not_used
-0.3741455078125,-0.59478759765625,-1.4996337890625,-1.02294921875,1.29486083984375,0.6170654296875,0.52459716796875,0.9417724609375,-0.02166748046875,0.0091552734375,-0.0689697265625,-0.009765625,-0.0103759765625,-0.00823974609375,-0.00518798828125,-0.00030517578125,-0.0091552734375,0.00213623046875,-0.02166748046875,0.00091552734375,-0.0030517578125,-0.0048828125,-0.0048828125,-0.00640869140625,-0.0146484375,0.00579833984375,-0.01800537109375,0.01556396484375,0.0030517578125,0.00091552734375,-0.00213623046875,-0.020751953125,-0.00335693359375,-0.00732421875,0.0,-0.006103515625,-0.00335693359375,-0.00885009765625,-0.00732421875,0.00213623046875,-0.08342467993497849,0.13631561398506165,-0.11058593541383743,0.008971252478659153,0.02559204027056694,0.045738525688648224,0.0016940308269113302,0.07573028653860092,0.02863464318215847,-0.01105499267578125,0.03434997424483299
-0.340576171875,-0.59356689453125,-1.4886474609375,-1.02996826171875,1.30767822265625,0.61920166015625,0.52978515625,0.96649169921875,-0.01312255859375,0.02532958984375,-0.064697265625,0.0006103515625,-0.05218505859375,-0.05462646484375,-0.0732421875,-0.04180908203125,-0.00823974609375,0.0030517578125,-0.01739501953125,0.001220703125,0.0,-0.00030517578125,-0.0042724609375,-0.0006103515625,-0.02044677734375,0.00244140625,-0.03143310546875,0.0177001953125,-0.0030517578125,-0.006103515625,-0.01129150390625,-0.00701904296875,0.00213623046875,-0.00732421875,0.00091552734375,-0.01007080078125,-0.0018310546875,-0.00579833984375,-0.006103515625,-0.00030517578125,-0.023152465000748634,0.013482361100614071,-0.08739257603883743,0.15255646407604218,0.009570312686264515,0.051536865532398224,-0.0012051390949636698,0.04597564786672592,0.04297790676355362,-0.01334381103515625,0.03679138049483299
-0.3271484375,-0.61187744140625,-1.49169921875,-1.0430908203125,1.33331298828125,0.62347412109375,0.54290771484375,0.985107421875,-0.0457763671875,-0.0103759765625,-0.093994140625,-0.0152587890625,-0.12054443359375,-0.11199951171875,-0.140380859375,-0.07293701171875,-0.01373291015625,0.0048828125,-0.018310546875,0.00152587890625,-0.0030517578125,-0.0067138671875,-0.00335693359375,-0.00030517578125,-0.01495361328125,0.0054931640625,-0.01922607421875,0.01678466796875,-0.0030517578125,-0.0079345703125,-0.00946044921875,-0.00885009765625,-0.0006103515625,-0.01007080078125,-0.00091552734375,-0.009765625,-0.0054931640625,-0.00701904296875,-0.0042724609375,0.0018310546875,0.19718444347381592,0.08657196164131165,-0.05016113445162773,0.265318900346756,0.004992675967514515,0.048790283501148224,-0.005630188155919313,0.05284210294485092,0.03077087365090847,-0.01502227783203125,0.03785949572920799
-0.3179931640625,-0.59783935546875,-1.49658203125,-1.05377197265625,1.343994140625,0.6304931640625,0.55145263671875,0.9942626953125,-0.0506591796875,-0.01251220703125,-0.1171875,-0.0152587890625,-0.13092041015625,-0.1104736328125,-0.15380859375,-0.0872802734375,-0.0140380859375,0.0018310546875,-0.0189208984375,0.00030517578125,-0.0042724609375,-0.006103515625,-0.00640869140625,-0.0067138671875,-0.0128173828125,0.0079345703125,-0.0152587890625,0.01983642578125,0.0006103515625,-0.001220703125,-0.006103515625,-0.00396728515625,0.00030517578125,-0.0079345703125,-0.00335693359375,-0.00762939453125,-0.00823974609375,-0.0042724609375,-0.00732421875,-0.00518798828125,0.6599835157394409,0.44255951046943665,-0.04146362468600273,0.291716605424881,-0.013470458798110485,0.042686767876148224,0.032974548637866974,0.06321807950735092,0.04190979152917862,-0.02082061767578125,0.028856812044978142
-0.31951904296875,-0.60638427734375,-1.50787353515625,-1.05865478515625,1.35009765625,0.638427734375,0.56365966796875,1.02081298828125,-0.032958984375,0.01190185546875,-0.09002685546875,-0.0115966796875,-0.01373291015625,-0.001220703125,-0.00946044921875,-0.00396728515625,-0.01007080078125,0.00030517578125,-0.0152587890625,0.00244140625,-0.00885009765625,-0.010986328125,-0.00579833984375,-0.0018310546875,-0.0103759765625,0.00762939453125,-0.0146484375,0.01800537109375,-0.0030517578125,-0.001220703125,-0.00518798828125,-0.00701904296875,-0.00030517578125,-0.00823974609375,-0.001220703125,-0.00762939453125,-0.00518798828125,-0.00701904296875,-0.0054931640625,-0.00457763671875,0.9743145704269409,0.9624264240264893,-0.006673583760857582,0.280882865190506,-0.02476196363568306,0.049400635063648224,0.018020935356616974,0.06810089200735092,0.03428039699792862,-0.02295684814453125,0.03328185901045799
-0.31646728515625,-0.6103515625,-1.517333984375,-1.06201171875,1.37603759765625,0.6500244140625,0.57281494140625,1.03759765625,-0.0299072265625,0.01220703125,-0.08636474609375,-0.0042724609375,-0.01129150390625,-0.0067138671875,-0.00640869140625,0.008544921875,-0.00946044921875,0.003662109375,-0.01739501953125,0.00244140625,0.00030517578125,-0.001220703125,-0.00457763671875,0.00579833984375,-0.015869140625,0.0018310546875,-0.03021240234375,0.01617431640625,0.00030517578125,-0.006103515625,-0.0079345703125,-0.00457763671875,0.00213623046875,-0.00579833984375,0.00244140625,-0.0091552734375,0.00152587890625,-0.006103515625,-0.00579833984375,-0.010986328125,1.108286738395691,1.4084408283233643,0.06397461146116257,0.17849640548229218,-0.013623046688735485,0.06832153350114822,-0.0024258422199636698,0.05177398771047592,0.03458557277917862,-0.01731109619140625,0.05357604846358299
-0.32257080078125,-0.61920166015625,-1.5252685546875,-1.05560302734375,1.39617919921875,0.66650390625,0.5828857421875,1.06170654296875,-0.025634765625,0.02105712890625,-0.08544921875,-0.0042724609375,-0.0128173828125,-0.00701904296875,-0.008544921875,-0.00091552734375,-0.00946044921875,0.0042724609375,-0.01312255859375,0.0,-0.00518798828125,-0.01983642578125,-0.00579833984375,-0.0054931640625,-0.02227783203125,0.00396728515625,-0.01922607421875,0.02532958984375,-0.001220703125,-0.0018310546875,0.006103515625,-0.00396728515625,-0.00091552734375,-0.009765625,-0.00244140625,-0.01068115234375,0.0030517578125,-0.00457763671875,-0.0042724609375,-0.0048828125,1.158945918083191,1.5176937580108643,0.14881347119808197,0.03033355623483658,0.10936279594898224,0.052604980766773224,0.0003207397530786693,0.04658599942922592,0.03763733059167862,-0.00388336181640625,0.04472595080733299
-0.3082275390625,-0.61370849609375,-1.50299072265625,-1.03729248046875,1.4208984375,0.6695556640625,0.59173583984375,1.0797119140625,-0.02960205078125,0.01861572265625,-0.0848388671875,-0.00091552734375,-0.0146484375,-0.0054931640625,-0.00457763671875,0.00457763671875,-0.01129150390625,0.0042724609375,-0.0140380859375,0.00091552734375,-0.0042724609375,-0.00244140625,-0.00396728515625,-0.00396728515625,-0.0177001953125,0.0006103515625,-0.0201416015625,0.0201416015625,-0.00213623046875,-0.0042724609375,-0.00640869140625,-0.0048828125,0.0018310546875,-0.0006103515625,0.00091552734375,-0.00823974609375,0.0030517578125,-0.00274658203125,-0.001220703125,0.0079345703125,1.014902949333191,1.2833187580108643,0.18787597119808197,-0.03009124845266342,0.07136841118335724,0.051994629204273224,0.026718445122241974,0.04917999356985092,0.02985534630715847,-0.01013946533203125,0.04167419299483299
-0.32196044921875,-0.61920166015625,-1.48834228515625,-1.01226806640625,1.42791748046875,0.68206787109375,0.604248046875,1.102294921875,-0.029296875,0.01922607421875,-0.0897216796875,-0.00274658203125,-0.01708984375,-0.00762939453125,-0.00274658203125,0.0006103515625,-0.01007080078125,0.001220703125,-0.01373291015625,0.00274658203125,-0.00457763671875,-0.01708984375,-0.006103515625,-0.0115966796875,-0.00823974609375,0.0042724609375,-0.0164794921875,0.01922607421875,-0.00457763671875,-0.0067138671875,-0.00396728515625,-0.00640869140625,0.0018310546875,-0.00274658203125,-0.00152587890625,-0.010986328125,-0.00396728515625,-0.00152587890625,0.0,-0.0042724609375,0.20160949230194092,1.0446712970733643,0.20328734815120697,-0.15963836014270782,-0.04307251051068306,0.032921142876148224,0.035568542778491974,0.004624328576028347,0.03580627590417862,-0.01425933837890625,0.03465515002608299
-0.31463623046875,-0.61981201171875,-1.45965576171875,-0.977783203125,1.46759033203125,0.69580078125,0.61187744140625,1.11541748046875,-0.0335693359375,0.01556396484375,-0.0848388671875,0.00030517578125,-0.0164794921875,-0.00579833984375,-0.0079345703125,-0.0030517578125,-0.01007080078125,0.00274658203125,-0.02044677734375,-0.001220703125,-0.00732421875,-0.00885009765625,-0.0067138671875,-0.00579833984375,-0.01556396484375,0.00701904296875,-0.0201416015625,0.01617431640625,0.0,-0.00244140625,-0.003662109375,-0.00274658203125,-0.00030517578125,-0.0048828125,-0.00152587890625,-0.0103759765625,-0.003662109375,-0.01068115234375,-0.00885009765625,-0.00091552734375,-0.22426331043243408,0.9161922931671143,0.16422484815120697,-0.305054634809494,-0.12516479194164276,0.008964844048023224,0.049911804497241974,0.01850982755422592,0.03229675441980362,-0.00693511962890625,0.05327087268233299
